,STATUS,MONNAIE,ESCALE,ACT DTE ARR,PROV,N° VOL ARRIV,STA,ATA,PAX ARRIV,CARGO ARRIV,ACT DTE DEP,DEST,N° VOL DEP,STD,ATD,PAX     DEP,CARGO DEP,Cie A FACTURER,N° FICHE TOUCHEE,NATURE TOUCHEE,TYPE AVION,MTOW (Tn),MATRICULE  AVION ,PARKING,MODE PAIEMENT,UM,WCH,MEDICAL LIFT,GPU (MN),ASU,ACU,TOILET SERVICE,WATER SERVICE,PUSH BACK ,TOWING,CHARIOT BAG,STEP AUTO,STEP TRACT,TRACTEUR,NET CAB,HEADSET,NAVETTE PISTE,MANUT/TNAO,TAPIS BAG,HUM,F/C,DEPORTEES,TARIF DE BASE,MAJORATION,REDUCTION,DCS,EXTRA SERVICE,MONTANT GLOBALE,DZD,Unnamed: 54
218,DEPARTED,DZD,TGR,2021-01-14,ALG,1500,10H30,12H15,0,0,2021-01-14 00:00:00,HRM,1500,11H00,12H45,13,15,TAL,31142,AUTRE,DH8B,16466,7TVCQ,P2,,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
219,DEPARTED,DZD,TGR,2021-01-14,HRM,1506,13H00,13H00,8,190,2021-01-14 00:00:00,ALG,1506,13H30,13H30,0,0,TAL,31143,AUTRE,DH8B,16466,7TVCQ,P1,,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
220,DEPARTED,DZD,TGR,2021-01-19,RDN,1408,11:00:00,11:00:00,11,240,2021-01-19 00:00:00,RDN,1419,12:00:00,12:00:00,13,110,TAL,31144,AUTRE,DH8B,16466,7TVCS,P1,,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
221,DEPARTED,DZD,TGR,2021-01-20,ALG,1306,08:00:00,08:00:00,0,0,2021-01-20 00:00:00,IAM,1306,08:30:00,08:30:00,46,550,TAL,31145,AUTRE,DH8D,29257,7TVCL,P1,,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
222,DEPARTED,DZD,TGR,2021-01-20,ALG,1232,10:00:00,10:00:00,0,0,2021-01-20 00:00:00,TFT,1332,10:30:00,10:30:00,11,100,TAL,31146,AUTRE,DH8D,29257,7TVCN,P2,,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
223,DEPARTED,DZD,TGR,2021-01-20,IAM,1307,13:00:00,13:00:00,45,550,2021-01-20 00:00:00,ALG,1307,13:30:00,13:30:00,0,0,TAL,31147,AUTRE,DH8D,29257,7TVCL,P1,,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
224,DEPARTED,DZD,TGR,2021-01-20,HME,1233,13:30:00,13:30:00,15,240,2021-01-20 00:00:00,ALG,1233,14:00:00,14:00:00,4,80,TAL,31148,AUTRE,DH8D,29257,7TVCN,P2,,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
225,DEPARTED,DZD,TGR,2021-01-23,ALG,1500,12:45:00,12:45:00,0,0,2021-01-23 00:00:00,HRM,1507,13:00:00,13:00:00,0,0,TAL,31149,AUTRE,DH8B,16466,7TVCR,P1,,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
226,DEPARTED,DZD,TGR,2021-01-23,HRM,1506,14:00:00,14:00:00,9,0,2021-01-23 00:00:00,ALG,1501,14:30:00,14:30:00,0,0,TAL,31150,AUTRE,DH8B,16466,7TVCR,P2,,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
227,DEPARTED,DZD,TGR,2021-01-26,RDN,1418,11:00:00,11:00:00,20,280,2021-01-26 00:00:00,RDN,1418,11:30:00,11:30:00,21,250,TAL,31151,AUTRE,DHB,16466,7TVCR,P2,,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
228,DEPARTED,DZD,TGR,2021-01-27,ALG,1306,08:20:00,08:20:00,0,0,2021-01-27 00:00:00,IAM,1306,08:50:00,08:50:00,41,450,TAL,31152,AUTRE,DH8D,29257,7TVCM,P1,,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
229,DEPARTED,DZD,TGR,2021-01-27,IAM,1307,13:00:00,13:00:00,44,570,2021-01-27 00:00:00,ALG,1307,13:30:00,13:30:00,3,0,TAL,31153,AUTRE,DH8D,29257,7TVCM,P1,,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
230,DEPARTED,USD,IAM,2021-02-06,EDD,ADN16C,13:25:00,13:50:00,0,0,2021-02-06 00:00:00,FKY,ADN16C,14:05:00,14:35:00,0,0,HADID,15269,TECH,D328,15,DBADC,,,,,,,,,,,,,,,,,,,,,,,,,500.0,125.0,0.0,0.0,0.0,625.0,625.0,
231,DEPARTED,USD,IAM,2021-02-07,FKY,ADN16C,13:45:00,14:47:00,0,0,2021-02-07 00:00:00,EDD,ADN16C,15:35:00,15:26:00,0,0,HADID,15270,TECH,D328,15,DBADC,,,,,,,,,,,,,,,,,,,,,,,,,500.0,75.0,0.0,0.0,0.0,575.0,575.0,
232,DEPARTED,USD,GHA,2021-01-30,DFF,ADB5564,09:30:00,09:50:00,0,0,2021-01-30 00:00:00,LGS,ADB5564,11:30:00,11:55:00,0,0,ALPHA,44523,TECH,AN124,394,UR82073,,,,,,80.0,,,,,,,,,,,,,,01:30:00,,,,,2200.0,550.0,0.0,0.0,600.0,3350.0,3350.0,
233,DEPARTED,USD,GHA,2021-02-03,OUA,ADB5566,11:00:00,11:00:00,0,0,2021-02-03 00:00:00,XMJ,ADB5566,13:00:00,14:58:00,0,0,ALPHA,44527,TECH,AN124,392,UR82073,,,,,,65.0,,,,,,,,,,,,,,03:58:00,,,,,2200.0,,0.0,0.0,1000.0,3200.0,3200.0,
234,DEPARTED,USD,GHA,2021-02-06,ISL,RDA5033,23:30:00,21:05:00,0,0,2021-02-06 00:00:00,ROB,RDA5033,01:30:00,22:40:00,0,0,ALPHA,44535,TECH,IL62,170,EW50JTR,,,,,,,,,,,,,,,,,,,,01:25:00,,,,,1700.0,425.0,0.0,0.0,400.0,2525.0,2525.0,
235,DEPARTED,USD,HME,2021-02-05,STN,ZT8881,23:05:00,23:05:00,15,0,2021-02-06 00:00:00,STN,ZT8881,00:05:00,00:05:00,18,356,ALPHA JET,1776,PAX,A320,64,GPOWK,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,575.0,0.0,0.0,0.0,2875.0,2875.0,
236,DEPARTED,USD,ALG,2021-02-04,NIM,UN0850,18:10:00,19:30:00,4,0,2021-02-05 00:00:00,NIM,UN085,10:30:00,12:00:00,0,0,DELTA JET,31656,PAX,CR5200,24,CFWWU,,,,,,,,,,,,,,,,,,,,,,,,,900.0,585.0,225.0,0.0,0.0,1260.0,1260.0,
237,DEPARTED,USD,ALG,2021-02-04,VKO,UTA9031,13:15:00,13:21:00,155,0,2021-02-04 00:00:00,VKO,UTA9032,15:20:00,15:07:00,49,0,DELTA JET,31658,PAX,CR5200,179,VPBAL,S07,,,,,,,,,,,,,,,,,,,,,,,,4500.0,0.0,0.0,0.0,0.0,4500.0,4500.0,
