,STATUS,MONNAIE,ESCALE,ACT DTE ARR,PROV,N° VOL ARRIV,STA,ATA,PAX ARRIV,CARGO ARRIV,ACT DTE DEP,DEST,N° VOL DEP,STD,ATD,PAX     DEP,CARGO DEP,Cie A FACTURER,N° FICHE TOUCHEE,NATURE TOUCHEE,TYPE AVION,MTOW (Tn),MATRICULE  AVION ,PARKING,MODE PAIEMENT,UM,WCH,MEDICAL LIFT,GPU (MN),ASU,ACU,TOILET SERVICE,WATER SERVICE,PUSH BACK ,TOWING,CHARIOT BAG,STEP AUTO,STEP TRACT,TRACTEUR,NET CAB,HEADSET,NAVETTE PISTE,MANUT/TNAO,TAPIS BAG,HUM,F/C,DEPORTEES,TARIF DE BASE,MAJORATION,REDUCTION,DCS,EXTRA SERVICE,MONTANT GLOBALE,DZD,Unnamed: 54
0,DEPARTED,USD,TMR,2021-01-17,NIM,UZA5650,12:30:00,10:00:00,0,0,2021-01-17 00:00:00,TUN,UZA5650,13:30:00,11:00:00,0,0,DELTA JET,15761,TECH,AN26,24,UZA5650,,VIREMENT,,,,,,,,,,,,,,,,,,,,,,,500.0,0.0,0.0,0.0,0.0,500.0,500.0,
1,DEPARTED,USD,GHA,2021-01-03,,ADB533F,00:10:00,23:35:00,0,0,2021-01-04 00:00:00,,ADB533F,02:00:00,02:10:00,0,0,ALPHA JET,20722,TECH,AN124,400,UR82072,,VIREMENT,,,,,,,,,,,,,,,,,,,,,,,2200.0,1100.0,0.0,0.0,200.0,3500.0,3500.0,
2,DEPARTED,USD,ALG,2021-01-05,NKC,MAI004,11:00:00,10:35:00,10,0,2021-01-05 00:00:00,NKC,MAI005,16:00:00,11:28:00,0,0,ALPHA JET,31622,PAX,ERJ175,41,5TCLL,G-SALON,VIREMENT,,,,,,,,,,,,,,,,,,,,,,,1400.0,0.0,350.0,0.0,0.0,1050.0,1050.0,
3,DEPARTED,USD,ALG,2021-01-07,NKC,MAI004,14:00:00,14:55:00,1,0,2021-01-07 00:00:00,NKC,MAI005,15:00:00,15:45:00,10,0,ALPHA JET,31631,VIP,ERJ175,41,5TCLL,G-SALON,VIREMENT,,,,,,,,,,,,,,,,,,,,,,,1400.0,0.0,0.0,0.0,0.0,1400.0,1400.0,
4,DEPARTED,USD,GHA,2021-01-09,DRN,ADB538F,06:30:00,06:10:00,0,0,2021-01-09 00:00:00,LFM,ADB538F,08:20:00,07:45:00,0,0,ALPHA JET,44502,TECH,AN124,400,UR82072,,VIREMENT,,,,,,,1.0,,,,,,,,,,,1,,,,,2200.0,550.0,0.0,0.0,430.0,3180.0,3180.0,
5,DEPARTED,USD,HME,2021-01-07,STN,ZT8151,12:00:00,11:35:00,26,0,2021-01-07 00:00:00,STN,ZT8152,15:00:00,12:47:00,13,,ALPHA JET,1772,PAX,A318,58,GEUNB,,VIREMENT,,,,,,,,,,,,,,,,,,,,,,,2300.0,0.0,0.0,0.0,0.0,2300.0,2300.0,
6,DEPARTED,USD,GHA,2021-01-12,NIM,ADB556F,23:59:00,23:35:00,0,0,2021-01-13 00:00:00,LEJ,ADB556F,02:00:00,01:50:00,,,ALPHA JET,44508,PAX,AN124,392,UR82072,,VIREMENT,,,,,,,,,,,,,,,,,,1,,,,,2200.0,1100.0,0.0,0.0,400.0,3700.0,3700.0,
7,DEPARTED,USD,GHA,2021-01-15,KBG,ADB3673,11:30:00,11:49:00,0,555,2021-01-15 00:00:00,EDD,ADB373F,15:30:00,17:10:00,0,0,ALPHA JET,44509,TECH,AN124,392,UR82027,,VIREMENT,,,,287.0,,,1.0,1.0,,,,,,,,,,1,,,,,2200.0,550.0,0.0,0.0,2000.0,4750.0,4750.0,
8,DEPARTED,USD,GHA,2021-01-15,LFB,,12:30:00,17:25:00,0,0,2021-01-15 00:00:00,DFF,,13:15:00,18:36:00,0,0,ALPHA JET,44510,TECH,B734,62,P4EBO,,VIREMENT,,,,,,,,,,,,,,1.0,,,,1,,,,,1200.0,660.0,0.0,0.0,400.0,2260.0,2260.0,
9,DEPARTED,USD,AZR,2021-01-20,GAG,AZQ4116,19:30:00,19:30:00,0,0,2021-01-20 00:00:00,EDD,AZQ4116,22:00:00,21:15:00,0,0,ALPHA JET,30112,TECH,IL74,190,UKAZ101,,VIREMENT,,,,80.0,,,,,,,,,,,,,,,,,,,1700.0,425.0,0.0,0.0,400.0,2525.0,2525.0,
10,DEPARTED,USD,TMR,2021-01-20,OUA,RDA5018,21:10:00,21:30:00,0,0,2021-01-21 00:00:00,BEG,RDA5018,08:00:00,10:00:00,0,0,ALPHA JET,15762,TECH,IL62,170,EW505TR,,VIREMENT,,,,60.0,,,,,,,,,,1.0,,,,,,,,,1700.0,850.0,0.0,0.0,600.0,3150.0,3150.0,
11,DEPARTED,USD,GHA,2021-01-21,GAG,AZQ4116,18:30:00,20:15:00,0,0,2021-01-21 00:00:00,EDD,AZQ4116,20:30:00,22:00:00,0,0,ALPHA JET,30114,TECH,IL76,190,UKAZ101,,VIREMENT,,,,70.0,,,,,,,,,,,,,,,,,,,1700.0,680.0,0.0,0.0,400.0,2780.0,2780.0,
12,DEPARTED,USD,TMR,2021-01-21,STN,ZT8151,18:05:00,19:05:00,32,,2021-01-21 00:00:00,STN,ZT8152,19:05:00,20:20:00,9,0,ALPHA JET,1774,PAX,A320,64,GPOWN,,VIREMENT,,,,,,,,,,,,,,,,,,,,,,,2300.0,0.0,0.0,0.0,0.0,2300.0,2300.0,
13,DEPARTED,USD,TMR,2021-01-15,FGB,HYP027,15:50:00,15:30:00,0,0,2021-01-15 00:00:00,LEV,HYP027,16:30:00,16:00:00,0,0,JETEX,15760,TECH,H25B,12,9HWCF,,VIREMENT,,,,,,,,,,,,,,,,,,,,,,,500.0,125.0,0.0,0.0,0.0,625.0,625.0,
14,DEPARTED,USD,ORN,2021-01-21,VGO,SAH48P,17:10:00,17:10:00,5,0,2021-01-21 00:00:00,AGP,SAH48P,18:00:00,18:30:00,0,0,HADID,36769,PAX,HAWKER4,8,SPATT,,VIREMENT,,,,,,,,,,,,,,,,,,,,,,,500.0,0.0,125.0,0.0,0.0,375.0,375.0,
15,DEPARTED,USD,BJA,2021-01-30,LYN,IFA6035,14:25:00,14:35:00,13,200,2021-01-31 00:00:00,LYN,IFA6035,19:00:00,20:13:00,13,187,HADID,26290,PAX,CRJ850,24,D-AFAN,,VIREMENT,,,,,,,1.0,1.0,,,,,,,,,,,,,,,900.0,450.0,0.0,0.0,220.0,1570.0,1570.0,
16,DEPARTED,USD,GHA,2021-01-11,DRR,ADB554F,23:32:00,23:25:00,0,0,2021-01-12 00:00:00,EDD,ADB5547,02:00:00,01:25:00,0,0,SUCCEESS,44507,TECH,AN124,400,UR82073,,VIREMENT,,,,,,,,,,,,,,,,,,1,,,,,2200.0,1100.0,0.0,0.0,200.0,3500.0,3500.0,
17,DEPARTED,USD,ALG,2021-01-21,IST,MNB440,13:20:00,13:35:00,0,27210,2021-01-21 00:00:00,IST,MNB441,14:50:00,14:54:00,0,0,MNG,28255,CARGO,A300 CGO,170500,TCMCD,S8,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,2804.0,0.0,701.0,0.0,0.0,2103.0,2103.0,
18,DEPARTED,USD,ALG,2021-01-02,LYS,5O925,10:30:00,10:20:00,0,0,2021-01-02 00:00:00,LYS,5O926,11:40:00,12:05:00,87,0,ASL,31619,PAX,B733,63000,FGIXT,W15,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,840.0,0.0,0.0,43.5,0.0,883.5,883.5,
19,DEPARTED,USD,ALG,2021-01-02,CDG,5O951,11:10:00,11:30:00,0,1617,2021-01-02 00:00:00,CDG,5O952,12:30:00,12:40:00,98,0,ASL,31620,PAX,B737,69853,FGZTO,W14,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,840.0,0.0,0.0,49.0,0.0,889.0,889.0,
20,DEPARTED,USD,ALG,2021-01-07,LYS,5O925,10:30:00,10:25:00,0,0,2021-01-07 00:00:00,LYS,5O926,11:40:00,12:30:00,145,0,ASL,31630,PAX,B733,63000,FGIXT,W16,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,840.0,0.0,0.0,72.5,0.0,912.5,912.5,
21,DEPARTED,USD,ALG,2021-01-07,CDG,5O951,10:20:00,10:35:00,0,0,2021-01-07 00:00:00,CDG,5O952,11:30:00,12:25:00,135,0,ASL,31625,PAX,B737,69853,FGZTQ,W15,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,840.0,0.0,0.0,67.0,0.0,907.0,907.0,
22,DEPARTED,USD,ALG,2021-01-14,CDG,5O951,10:20:00,10:20:00,0,0,2021-01-14 00:00:00,CDG,5O952,11:30:00,12:10:00,139,0,ASL,31636,PAX,B737,70080,FGZTP,W15,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,840.0,0.0,0.0,69.5,0.0,909.5,909.5,
23,DEPARTED,USD,ALG,2021-01-14,LYS,5O925,10:30:00,10:30:00,0,0,2021-01-14 00:00:00,LYS,5O926,11:40:00,12:00:00,131,0,ASL,31638,PAX,B733,63000,FGIXT,W16,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,840.0,0.0,0.0,65.5,0.0,905.5,905.5,
24,DEPARTED,USD,ALG,2021-01-21,CDG,5O951,10:20:00,10:20:00,0,2875,2021-01-21 00:00:00,CDG,5O952,11:30:00,12:10:00,135,0,ASL,31642,PAX,B737,69853,FGZTO,W15,CONTRAT,,,,100.0,,,,1.0,1.0,,,,,,,,,,,,,,840.0,0.0,0.0,67.5,235.0,1142.5,1142.5,
25,DEPARTED,USD,ALG,2021-01-21,LYS,50925,10:30:00,10:35:00,0,0,2021-01-21 00:00:00,LYS,5O926,11:40:00,12:00:00,135,0,ASL,31643,PAX,B733,63000,FGZTB,W16,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,840.0,0.0,0.0,67.5,0.0,907.5,907.5,
26,DEPARTED,USD,ALG,2021-01-23,CDG,5O951,10:20:00,10:35:00,0,2763,2021-01-23 00:00:00,CDG,5O952,11:30:00,12:09:00,144,0,ASL,31645,PAX,B733,63000,FGIXT,W15,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,840.0,0.0,0.0,72.0,0.0,912.0,912.0,
27,DEPARTED,USD,ALG,2021-01-28,CDG,5O951,10:20:00,10:10:00,0,2850,2021-01-28 00:00:00,LYS,5O926,11:40:00,12:05:00,140,0,ASL,31650,PAX,B733,63000,FGZTB,W14,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,840.0,0.0,0.0,70.0,0.0,910.0,910.0,
28,DEPARTED,USD,ALG,2021-01-28,LYS,5O925,10:30:00,10:15:00,0,0,2021-01-28 00:00:00,CDG,5O952,11:30:00,12:10:00,144,0,ASL,31648,PAX,B733,63000,GFIXT,W15,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,840.0,0.0,0.0,72.0,0.0,912.0,912.0,
29,DEPARTED,USD,ALG,2021-01-28,LYS,5O927P,16:20:00,16:45:00,0,0,2021-01-28 00:00:00,LYS,5O928,17:30:00,17:30:00,85,0,ASL,31651,PAX,B733,63000,FGZTB,W14,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,840.0,0.0,0.0,42.5,0.0,882.5,882.5,
30,DEPARTED,USD,ALG,2021-01-15,TUN,TU8524,15:00:00,15:30:00,130,0,2021-01-15 00:00:00,TUN,TU8525,16:10:00,15:55:00,0,0,TUNIS AIR,31639,PAX,A320,77000,TSIMW,W2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,657.0,0.0,0.0,0.0,0.0,657.0,657.0,
31,DEPARTED,USD,ALG,2021-01-25,DJE,TU8424,12:30:00,12:10:00,0,0,2021-01-25 00:00:00,TUN,TU8425,13:30:00,14:00:00,133,0,TUNIS AIR,31646,PAX,A320,77000,TSIMV,W2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,657.0,0.0,0.0,0.0,0.0,657.0,657.0,
32,DEPARTED,EUR,ALG,2021-01-15,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,CONTRAT,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,125.0,125.0,125.0,
33,DEPARTED,EUR,ALG,2021-01-25,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,CONTRAT,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,125.0,125.0,125.0,
34,DEPARTED,USD,ALG,2021-01-01,CMN,AT560,12:00:00,11:18:00,0,0,2021-01-01 00:00:00,CMN,AT561,13:00:00,12:50:00,78,0,RAM,31618,PAX,B737,69399,CNRNR,W2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,567.0,0.0,0.0,0.0,0.0,567.0,567.0,
35,DEPARTED,USD,ALG,2021-01-03,CMN,AT560,11:55:00,11:07:00,0,0,2021-01-03 00:00:00,CMN,AT561,13:15:00,12:40:00,61,124,RAM,31621,PAX,B737,69399,CNRNV,W2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,567.0,0.0,0.0,0.0,0.0,567.0,567.0,
36,DEPARTED,USD,ALG,2021-01-06,CMN,AT560,11:55:00,11:19:00,3,0,2021-01-06 00:00:00,CMN,AT561,13:15:00,12:58:00,93,4,RAM,31623,PAX,B738,75069,CNROC,W2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,796.0,0.0,0.0,0.0,0.0,796.0,796.0,
37,DEPARTED,USD,ALG,2021-01-08,CMN,AT560,11:55:00,11:20:00,4,0,2021-01-08 00:00:00,CMN,AT561,13:15:00,12:52:00,132,0,RAM,31632,PAX,B738,78244,CNRNJ,W2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,796.0,0.0,0.0,0.0,0.0,796.0,796.0,
38,DEPARTED,USD,ALG,2021-01-10,CMN,AT560,11:55:00,11:00:00,2,0,2021-01-10 00:00:00,CMN,AT561,13:15:00,13:00:00,102,0,RAM,31633,PAX,B738,78244,CNRGK,W2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,796.0,0.0,0.0,0.0,0.0,796.0,796.0,
39,DEPARTED,USD,ALG,2021-01-20,CMN,AT560,11:40:00,11:23:00,0,0,2021-01-20 00:00:00,CMN,AT561,13:00:00,13:00:00,71,0,RAM,31637,PAX,B738,78244,CNRGI,W1,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,796.0,0.0,0.0,0.0,0.0,796.0,796.0,
40,DEPARTED,USD,ALG,2021-01-22,CMN,AT560,11:40:00,11:15:00,0,0,2021-01-22 00:00:00,CMN,AT561,13:00:00,12:50:00,72,0,RAM,31644,PAX,B738,78244,CNRNW,W2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,796.0,0.0,0.0,0.0,0.0,796.0,796.0,
41,DEPARTED,USD,ALG,2021-01-27,CMN,AT560,11:40:00,11:35:00,2,0,2021-01-27 00:00:00,CMN,AT561,13:00:00,13:00:00,131,0,RAM,31647,PAX,B738,79015,CNRGV,W2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,796.0,0.0,0.0,0.0,0.0,796.0,796.0,
42,DEPARTED,USD,ALG,2021-01-30,CMN,AT560,11:40:00,11:30:00,5,0,2021-01-30 00:00:00,CMN,AT561,13:00:00,12:58:00,127,0,RAM,31652,PAX,B738,78244,CNRGJ,W2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,796.0,0.0,0.0,0.0,0.0,796.0,796.0,
43,DEPARTED,DZD,AZR,2021-01-02,ALG,SF1314,08:50:00,08:40:00,1,0,2021-01-02 00:00:00,IAM,1314,09:35:00,09:15:00,37,0,TASSILI AIRLINES,30096,PAX,B738,79000,7TVCA,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
44,DEPARTED,DZD,AZR,2021-01-02,IAM,SF1315,13:20:00,13:15:00,57,0,2021-01-02 00:00:00,ALG,1315,14:05:00,13:45:00,31,0,TAL,30097,PAX,B738,79000,7TVCA,3,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
45,DEPARTED,DZD,AZR,2021-01-04,CZL,SF1546,12:45:00,12:20:00,13,0,2021-01-04 00:00:00,CZL,1547,13:25:00,12:55:00,22,0,TAL,30098,PAX,DH8D,29000,7TVCN,3,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
46,DEPARTED,DZD,AZR,2021-01-05,ORN,SF1990,11:15:00,12:50:00,63,0,2021-01-05 00:00:00,ORN,1991,12:00:00,13:35:00,71,0,TAL,30099,PAX,B738,79000,7TVCF,5,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
47,DEPARTED,DZD,AZR,2021-01-07,ALG,SF1410,09:45:00,10:15:00,0,0,2021-01-07 00:00:00,RNS,1411,10:15:00,10:40:00,12,0,TAL,30100,PAX,DH8B,16466,7TVCR,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
48,DEPARTED,DZD,AZR,2021-01-07,ORN,SF1544,11:10:00,10:50:00,15,0,2021-01-07 00:00:00,ORN,1545,11:45:00,11:15:00,23,0,TAL,30101,PAX,DH8D,29000,7TVCN,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
49,DEPARTED,DZD,AZR,2021-01-09,ALG,SF1314,08:50:00,08:55:00,5,0,2021-01-09 00:00:00,IAM,1314,09:35:00,09:25:00,58,0,TAL,30102,PAX,B738,79000,7TVCA,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
50,DEPARTED,DZD,AZR,2021-01-09,IAM,SF1315,13:20:00,13:35:00,42,0,2021-01-09 00:00:00,ALG,1315,14:05:00,14:05:00,32,0,TAL,30103,PAX,B738,79000,7TVCA,3,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
51,DEPARTED,DZD,AZR,2021-01-12,CZL,SF1988,11:55:00,12:20:00,68,0,2021-01-12 00:00:00,CZL,1989,12:40:00,13:15:00,93,0,TAL,30104,PAX,B738,79000,7TVCA,4,CONTRAT,,1.0,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,2500.0,82500.0,82500.0,
52,DEPARTED,DZD,AZR,2021-01-14,RNS,SF1410,12:20:00,13:35:00,12,0,2021-01-14 00:00:00,ALG,1411,12:45:00,13:55:00,1,0,TAL,30105,PAX,DH8B,16466,7TVCR,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
53,DEPARTED,DZD,AZR,2021-01-15,ORN,SF1544,10:50:00,11:15:00,34,0,2021-01-15 00:00:00,ORN,1545,11:30:00,12:25:00,56,0,TAL,30107,PAX,DH8D,29000,7TVCN,2,CONTRAT,,,,70.0,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,10000.0,35000.0,35000.0,
54,DEPARTED,DZD,AZR,2021-01-16,ALG,SF1314,08:50:00,08:45:00,2,0,2021-01-16 00:00:00,IAM,1314,09:35:00,09:15:00,40,0,TAL,30108,PAX,B738,79000,7TVCF,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
55,DEPARTED,DZD,AZR,2021-01-16,IAM,SF1315,13:20:00,13:20:00,31,0,2021-01-16 00:00:00,ALG,1315,14:05:00,13:50:00,25,0,TAL,30109,PAX,B738,79000,7TVCF,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
56,DEPARTED,DZD,AZR,2021-01-19,ORN,SF1990,11:15:00,13:00:00,61,0,2021-01-19 00:00:00,ORN,1991,12:00:00,13:50:00,108,0,TAL,30111,PAX,B738,79000,7TVCF,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
57,DEPARTED,DZD,AZR,2021-01-21,ALG,SF1410,09:45:00,09:40:00,0,0,2021-01-21 00:00:00,RNS,1411,10:15:00,11:05:00,9,0,TAL,30113,PAX,DH8B,16466,7TVCQ,2,CONTRAT,,,,85.0,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,10000.0,35000.0,35000.0,
58,DEPARTED,DZD,AZR,2021-01-22,ALG,SF1314,09:10:00,09:15:00,4,0,2021-01-22 00:00:00,IAM,1314,09:50:00,09:45:00,25,0,TAL,30115,PAX,DH8D,29000,7TVCN,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
59,DEPARTED,DZD,AZR,2021-01-22,IAM,SF1315,13:40:00,14:15:00,37,0,2021-01-22 00:00:00,ALG,1315,14:15:00,14:35:00,8,0,TAL,30116,PAX,DH8D,29000,7TVCN,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
60,DEPARTED,DZD,AZR,2021-01-24,CZL,SF1546,12:45:00,12:05:00,25,0,2021-01-24 00:00:00,CZL,1547,13:25:00,12:50:00,27,0,TAL,30117,PAX,DH8D,29000,7TVCL,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
61,DEPARTED,DZD,AZR,2021-01-26,CZL,SF1988,11:55:00,12:05:00,82,0,2021-01-26 00:00:00,CZL,1989,12:40:00,13:00:00,90,0,TAL,30119,PAX,B738,79000,7TVCA,4,CONTRAT,1.0,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,5000.0,85000.0,85000.0,
62,DEPARTED,DZD,AZR,2021-01-26,ORN,SF1544,11:15:00,10:55:00,19,0,2021-01-26 00:00:00,ORN,1545,12:00:00,11:40:00,40,0,TAL,30118,PAX,DH8D,29000,7TVCN,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
63,DEPARTED,DZD,AZR,2021-01-27,ALG,SF2320,10:40:00,11:10:00,21,0,2021-01-27 00:00:00,ALG,2321,11:40:00,11:40:00,33,0,TAL,30120,PAX,DH8D,29000,7TVCN ,2,CONTRAT,,1.0,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,2500.0,27500.0,27500.0,
64,DEPARTED,DZD,AZR,2021-01-28,RNS,SF1410,12:10:00,12:25:00,15,0,2021-01-28 00:00:00,ALG,1411,12:40:00,12:55:00,1,0,TAL,30121,PAX,DH8B,16466,7TVCQ,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
65,DEPARTED,DZD,AZR,2021-01-30,ALG,SF2320,10:00:00,10:15:00,10,0,2021-01-30 00:00:00,ORN,2352,10:40:00,10:55:00,65,0,TAL,30124,PAX,DH8D,29000,7TVCM,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
66,DEPARTED,DZD,AZR,2021-01-30,ORN,SF2353,15:30:00,15:30:00,65,0,2021-01-30 00:00:00,ALG,2321,15:55:00,15:55:00,28,0,TAL,30126,PAX,DH8D,29000,7TVCM,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
67,DEPARTED,DZD,AZR,2021-01-30,ALG,SF1314,08:50:00,09:10:00,14,0,2021-01-30 00:00:00,IAM,SF1314,09:35:00,09:45:00,58,0,TAL,30123,PAX,B738,79000,7TVCE,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
68,DEPARTED,DZD,AZR,2021-01-30,IAM,SF1315,12:35:00,13:50:00,68,0,2021-01-30 00:00:00,ALG,SF1315,13:10:00,14:25:00,15,0,TAL,30125,PAX,B738,79000,7TVCE,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
69,DEPARTED,DZD,AZR,2021-01-31,CZL,SF1546,12:45:00,12:15:00,43,0,2021-01-31 00:00:00,CZL,SF1547,13:25:00,12:50:00,27,0,TAL,30127,PAX,DH8D,29000,7TVCL,2,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
70,DEPARTED,DZD,BJA,2021-01-05,ALG,SF1128,11:45:00,12:00:00,0,0,2021-01-05 00:00:00,HME,SF1128,12:20:00,12:30:00,76,600,DTH,34118,PAX,B738,79.015,7TVCT,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
71,DEPARTED,DZD,BJA,2021-01-05,HME,SF1129,15:20:00,14:50:00,85,900,2021-01-05 00:00:00,ALG,SF1129,15:50:00,15:43:00,0,0,DTH,34119,PAX,B738,79.015,7TVCT,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
72,DEPARTED,DZD,BJA,2021-01-05,ALG,SF1616,09:00:00,09:10:00,4,0,2021-01-05 00:00:00,HRM,SF1512,09:30:00,09:40:00,13,160,DTH,34120,PAX,Q200,16.466,7TVCS,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
73,DEPARTED,DZD,BJA,2021-01-05,HRM,SF1513,14:50:00,15:00:00,14,130,2021-01-06 00:00:00,QSF,SF1619,08:00:00,08:20:00,4,0,DTH,34121,PAX,Q200,16.466,7TVCS,3,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
74,DEPARTED,DZD,BJA,2021-01-06,ALG,SF1414,09:45:00,09:52:00,0,0,2021-01-06 00:00:00,RNS,SF1414,10:15:00,10:30:00,7,60,DTH,34122,PAX,Q200,16.466,7TVCQ,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
75,DEPARTED,DZD,BJA,2021-01-06,RNS,SF1415,15:10:00,15:10:00,12,100,2021-01-06 00:00:00,ALG,SF1415,15:40:00,15:30:00,0,0,DTH,34124,PAX,Q200,16.466,7TVCQ,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,25000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,
76,DEPARTED,DZD,BJA,2021-01-06,ALG,SF1330,10:25:00,10:16:00,1,0,2021-01-06 00:00:00,IAM,SF1330,11:00:00,11:00:00,45,200,DTH,34123,PAX,B738,79.079,7TVCA,4,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
77,DEPARTED,DZD,BJA,2021-01-06,IAM,SF1331,15:30:00,15:20:00,74,920,2021-01-06 00:00:00,ALG,SF1331,16:00:00,15:45:00,0,0,DTH,34125,PAX,B738,79.015,7TVCA,3,CONTRAT,,,,,,,,,,,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,80000.0,80000.0,
