KEY_FLT,STATUS,OCCAS,ESCALE (IATA),DATE,ROUTE_AC,FLT,TYPE,REG,FC,AC,CHR,DEP,ARR,STD,STA,ETD,ETA,TKof,TDwn,ST,ATD,ATA,BLOCK,FLThr,C1,DLY1,Sub1,C2,DLY2,Sub2,C3,DLY3,Sub3,C4,DLY4,Sub4,C5,DLY5,Sub5,C6,DLY6,Sub6,C7,DLY7,Sub7,C8,DLY8,Sub8,C1A,DLY1A,Sub9,C2A,DLY2A,Sb10,Cargo,Mail,Payld,Bags,EXP PAX F,EXP PAX C,EXP PAX Y,EXP PAX INF,ACT PAX F,ACT PAX C,ACT PAX Y,ACT PAX INF,EXP TTL,PAX TTL,SEATS TTL,LF %,AC CONFIG1,AC CONFIG2,AC CONFIG3,AC CONFIG4,Log_Page#,Character Seats F,Character Seats C,Character Seats Y,Character Seats INF,Code Share and Seats F,Code Share and Seats C,Code Share and Seats Y,Code Share and Seats INF,Dist,DStand,AStand,Change reason,Init,Uplf W,Ramp,Stdn,Burn,Uplf V,USG/LTS,Tank,ZFW,FPBurn,SGrav,Miles,Rt base,DGate,AGate,Orig.ARR Station,D.Closed,ch_type_app,ch_std,ch_dest,ch_config,FI_FILE
0604215632ALG,/,/,"",06/04/21,5632,5632,C,7TVJU,  ,B736,  ,ALG,DLA,6:00 ,11:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,5:00 ,4:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",3679,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216006ALG,/,/,"",06/04/21,6006,6006,J,7TVKE,  ,B738,  ,ALG,AAE,18:00,19:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",410,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216007AAE,/,/,"",06/04/21,6006,6007,J,7TVJN,  ,B738,  ,AAE,ALG,7:15 ,8:15 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",410,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216026ALG,MODIFIED,/,"",06/04/21,6026,6026,J,7TVJN,  ,B736,  ,ALG,CZL,18:15,19:05,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,0:50 ,0:30 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,86,0,"",0,0,0,0,"","","","",308,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-06 14:15:00,,,2021-04-06 14:15:00,2021-04-03 14:15:00
0604216027CZL,/,/,"",06/04/21,6026,6027,J,7TVKE,  ,B738,  ,CZL,ALG,7:20 ,8:10 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,0:50 ,0:30 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",308,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216050ALG,/,/,"",06/04/21,6050,6050,J,7TVUQ,  ,AT72,  ,ALG,BJA,10:00,10:45,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,0:45 ,0:25 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",166,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216051BJA,/,/,"",06/04/21,6050,6051,J,7TVUQ,  ,AT72,  ,BJA,ALG,11:35,12:20,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,0:45 ,0:25 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",166,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216056ALG,MODIFIED,/,"",06/04/21,6056,6056,J,7TVJR,  ,B736,  ,ALG,GJL,9:40 ,10:20,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,0:50 ,0:30 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",238,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,,2021-04-05 17:15:00,,,2021-04-03 14:15:00
0604216057GJL,MODIFIED,/,"",06/04/21,6056,6057,J,7TVJR,  ,B736,  ,GJL,ALG,11:30,12:10,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,0:50 ,0:30 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",238,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,,2021-04-05 17:15:00,,,2021-04-03 14:15:00
0604216070ALG,/,/,"",06/04/21,6070,6070,J,7TVVR,  ,AT72,  ,ALG,LOO,9:50 ,11:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:10 ,0:50 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",326,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216071LOO,/,/,"",06/04/21,6070,6071,J,7TVVR,  ,AT72,  ,LOO,ALG,11:50,12:55,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:05 ,0:45 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",326,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216106ALG,/,/,"",06/04/21,6106,6106,J,7TVJP,  ,B738,  ,ALG,ORN,18:45,19:45,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",364,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216107ORN,/,/,"",06/04/21,6106,6107,J,7TVJL,  ,B738,  ,ORN,ALG,7:00 ,8:00 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",364,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216140ALG,/,/,"",06/04/21,6140,6140,J,7TVUQ,  ,AT72,  ,ALG,AZR,14:00,16:50,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:50 ,2:30 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",1033,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216141AZR,/,/,"",06/04/21,6140,6141,J,7TVUS,  ,AT72,  ,AZR,ALG,12:55,15:35,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:40 ,2:20 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",1033,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216148ALG,MODIFIED,/,"",06/04/21,6148,6148,J,7TVKH,  ,B738,  ,ALG,CBH,9:40 ,11:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:30 ,1:10 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",754,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,,2021-04-05 17:15:00,,,2021-04-03 14:15:00
0604216148CBH,MODIFIED,/,"",06/04/21,6148,6148,J,7TVKH,  ,B738,  ,CBH,TIN,12:10,13:10,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:10 ,0:50 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",719,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,,2021-04-05 17:15:00,,,2021-04-03 14:15:00
0604216149TIN,MODIFIED,/,"",06/04/21,6148,6149,J,7TVKH,  ,B738,  ,TIN,ALG,14:20,16:30,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:20 ,2:00 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",1463,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,,2021-04-05 17:15:00,,,2021-04-03 14:15:00
0604216150ALG,/,/,"",06/04/21,6150,6150,J,7TVJP,  ,B738,  ,ALG,TIN,9:30 ,12:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:30 ,2:10 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",1463,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216151CBH,/,/,"",06/04/21,6150,6151,J,7TVJP,  ,B738,  ,CBH,ALG,15:00,16:35,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:35 ,1:15 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",754,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216151TIN,/,/,"",06/04/21,6150,6151,J,7TVJP,  ,B738,  ,TIN,CBH,13:00,14:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",719,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216168ORN,/,/,"",06/04/21,6180,6168,J,7TVUN,  ,AT72,  ,ORN,CZL,7:35 ,9:15 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:40 ,1:20 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",656,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216169CZL,/,/,"",06/04/21,6180,6169,J,7TVUN,  ,AT72,  ,CZL,ORN,10:05,12:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:55 ,1:35 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",656,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216170ALG,/,/,"",06/04/21,6170,6170,J,7TVJT,AF,B736,  ,ALG,AAE,13:50,14:50,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",410,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216171AAE,/,/,"",06/04/21,6170,6171,J,7TVJT,  ,B736,  ,AAE,ALG,15:50,16:50,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",410,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216176ALG,/,/,"",06/04/21,6176,6176,J,7TVUP,  ,AT72,  ,ALG,AAE,7:15 ,8:30 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:15 ,0:55 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",410,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216177AAE,/,/,"",06/04/21,6176,6177,J,7TVUP,  ,AT72,  ,AAE,ALG,9:20 ,10:40,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:20 ,1:00 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",410,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216180ALG,/,/,"",06/04/21,6180,6180,J,7TVJS,AF,B736,  ,ALG,ORN,9:25 ,10:25,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",364,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216181ORN,/,/,"",06/04/21,6180,6181,J,7TVJS,  ,B736,  ,ORN,ALG,11:25,12:25,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",364,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216184ALG,MODIFIED,/,"",06/04/21,6184,6184,J,7TVJR,  ,B736,  ,ALG,ORN,13:45,14:45,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",364,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-06 15:15:00,,,2021-04-06 15:15:00,2021-04-03 14:15:00
0604216185ORN,MODIFIED,/,"",06/04/21,6184,6185,J,7TVJR,  ,B736,  ,ORN,ALG,16:00,17:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",364,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-06 15:15:00,,,2021-04-06 15:15:00,2021-04-03 14:15:00
0604216190ALG,/,/,"",06/04/21,6190,6190,J,7TVUI,AF,AT72,  ,ALG,CZL,7:05 ,8:15 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:10 ,0:50 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",308,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216191CZL,/,/,"",06/04/21,6190,6191,J,7TVUI,  ,AT72,  ,CZL,ALG,9:05 ,10:15,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:10 ,0:50 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",308,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216192ALG,/,/,"",06/04/21,6192,6192,J,7TVJS,  ,B736,  ,ALG,CZL,13:50,14:40,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,0:50 ,0:30 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",308,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216193CZL,/,/,"",06/04/21,6192,6193,J,7TVJS,  ,B736,  ,CZL,ALG,15:40,16:30,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,0:50 ,0:30 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",308,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216201GHA,/,/,"",06/04/21,6200,6201,J,7TVVQ,  ,AT72,  ,GHA,ALG,7:15 ,8:45 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:30 ,1:10 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",481,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216216ALG,MODIFIED,/,"",06/04/21,6216,6216,J,7TVUO,  ,ATR6,  ,ALG,OGX,8:00 ,9:40 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:40 ,1:20 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",566,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-05 16:15:00,,,,2021-04-03 14:15:00
0604216217OGX,MODIFIED,/,"",06/04/21,6216,6217,J,7TVUO,  ,ATR6,  ,OGX,ALG,15:50,17:30,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:40 ,1:20 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",566,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-05 16:15:00,,,,2021-04-03 14:15:00
0604216223HME,/,/,"",06/04/21,6222,6223,J,7TVVR,  ,AT72,  ,HME,ALG,6:30 ,8:10 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:40 ,1:20 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",619,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0604216236ALG,/,/,"",06/04/21,6236,6236,J,7TVKA,  ,B738,  ,ALG,GHA,8:45 ,9:45 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",481,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
