KEY_FLT,STATUS,OCCAS,ESCALE (IATA),DATE,ROUTE_AC,FLT,TYPE,REG,FC,AC,CHR,DEP,ARR,STD,STA,ETD,ETA,TKof,TDwn,ST,ATD,ATA,BLOCK,FLThr,C1,DLY1,Sub1,C2,DLY2,Sub2,C3,DLY3,Sub3,C4,DLY4,Sub4,C5,DLY5,Sub5,C6,DLY6,Sub6,C7,DLY7,Sub7,C8,DLY8,Sub8,C1A,DLY1A,Sub9,C2A,DLY2A,Sb10,Cargo,Mail,Payld,Bags,EXP PAX F,EXP PAX C,EXP PAX Y,EXP PAX INF,ACT PAX F,ACT PAX C,ACT PAX Y,ACT PAX INF,EXP TTL,PAX TTL,SEATS TTL,LF %,AC CONFIG1,AC CONFIG2,AC CONFIG3,AC CONFIG4,Log_Page#,Character Seats F,Character Seats C,Character Seats Y,Character Seats INF,Code Share and Seats F,Code Share and Seats C,Code Share and Seats Y,Code Share and Seats INF,Dist,DStand,AStand,Change reason,Init,Uplf W,Ramp,Stdn,Burn,Uplf V,USG/LTS,Tank,ZFW,FPBurn,SGrav,Miles,Rt base,DGate,AGate,Orig.ARR Station,D.Closed,ch_type_app,ch_std,ch_dest,ch_config,FI_FILE
0904216216ALG,/,/,"",09/04/21,6216,6216,J,7TVUV,  ,ATR6,  ,ALG,OGX,11:40,13:20,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:40 ,1:20 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",566,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216217OGX,/,/,"",09/04/21,6216,6217,J,7TVUV,  ,ATR6,  ,OGX,ALG,14:10,15:50,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:40 ,1:20 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",566,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216222ALG,/,/,"",09/04/21,6222,6222,J,7TVUI,  ,AT72,  ,ALG,HME,16:20,18:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:40 ,1:20 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",619,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216223HME,MODIFIED,/,"",09/04/21,6222,6223,J,7TVUT,  ,B736,  ,HME,CBH,13:00,8:10 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:40 ,1:20 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,16,0,86,0,"",0,0,0,0,"","","","",619,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-13 09:15:00,2021-04-13 09:15:00,2021-04-13 09:15:00,2021-04-13 09:15:00,2021-04-03 14:15:00
0904216226ALG,/,/,"",09/04/21,6226,6226,J,7TVUM,  ,AT72,  ,ALG,HME,10:20,12:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:40 ,1:20 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",619,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216227HME,/,/,"",09/04/21,6226,6227,J,7TVUM,  ,AT72,  ,HME,ALG,12:50,14:30,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:40 ,1:20 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",619,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216232TMR,MODIFIED,/,"",09/04/21,6232,6232,J,7TVJP,  ,B738,  ,TMR,DJG,10:55,11:45,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,0:50 ,0:30 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,132,0,"",0,0,0,0,"","","","",440,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-08 11:15:00,2021-04-08 11:15:00,,2021-04-08 11:15:00,2021-04-03 14:15:00
0904216232DJG,MODIFIED,/,"",09/04/21,6232,6232,J,7TVJP,  ,B738,  ,DJG,ALG,12:45,15:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:15 ,1:55 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,132,0,"",0,0,0,0,"","","","",1499,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-08 11:15:00,2021-04-08 11:15:00,,2021-04-08 11:15:00,2021-04-03 14:15:00
0904216232ALG,MODIFIED,/,"",09/04/21,6232,6232,J,7TVJP,  ,B738,  ,ALG,TMR,7:30 ,9:55 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:25 ,2:05 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,132,0,"",0,0,0,0,"","","","",1554,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-08 11:15:00,,,2021-04-08 11:15:00,2021-04-03 14:15:00
0904216244ALG,MODIFIED,/,"",09/04/21,6244,6244,J,7TVVQ,  ,B736,  ,ALG,ALG,12:40,14:45,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:40 ,2:20 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,16,0,86,0,"",0,0,0,0,"","","","",1133,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-13 09:15:00,2021-04-13 09:15:00,2021-04-13 09:15:00,2021-04-13 09:15:00,2021-04-03 14:15:00
0904216245IAM,/,/,"",09/04/21,6244,6245,J,7TVVQ,  ,AT72,  ,IAM,ALG,15:35,18:25,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:50 ,2:30 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",1133,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216252ALG,MODIFIED,/,"",09/04/21,6252,6252,J,7TVUN,  ,B738,  ,ALG,ALG,9:00 ,14:25,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:25 ,1:05 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,16,0,132,0,"",0,0,0,0,"","","","",480,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-13 09:15:00,2021-04-13 09:15:00,,2021-04-13 09:15:00,2021-04-03 14:15:00
0904216253ELU,MODIFIED,/,"",09/04/21,6252,6253,J,7TVUN,  ,B736,  ,ELU,ALG,15:00,16:45,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:30 ,1:10 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,16,0,86,0,"",0,0,0,0,"","","","",480,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-07 15:15:00,2021-04-07 15:15:00,,2021-04-07 15:15:00,2021-04-03 14:15:00
0904216266ALG,/,/,"",09/04/21,6266,6266,J,7TVVR,  ,AT72,  ,ALG,TGR,9:30 ,10:55,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:25 ,1:05 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",480,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216267TGR,/,/,"",09/04/21,6266,6267,J,7TVVR,  ,AT72,  ,TGR,ALG,11:45,13:10,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:25 ,1:05 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",480,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216318ALG,/,/,"",09/04/21,6318,6318,J,7TVUO,  ,AT72,  ,ALG,ELG,10:30,11:55,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:25 ,1:05 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",680,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216319ELG,MODIFIED,/,"",09/04/21,6318,6319,J,7TVUO,  ,B738,  ,ELG,ALG,12:15,14:10,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:25 ,1:05 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,16,0,132,0,"",0,0,0,0,"","","","",286,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-10 01:15:00,2021-04-10 01:15:00,2021-04-10 01:15:00,2021-04-10 01:15:00,2021-04-03 14:15:00
0904216319OGX,/,/,"",09/04/21,6318,6319,J,7TVUO,  ,AT72,  ,OGX,ALG,15:00,16:20,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:20 ,1:00 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",566,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216334VVZ,MODIFIED,/,"",09/04/21,6334,6334,J,7TVJS,  ,B738,  ,VVZ,TMR,9:55 ,11:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:05 ,0:45 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",518,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-08 16:15:00,,,,2021-04-03 14:15:00
0904216334ALG,MODIFIED,/,"",09/04/21,6334,6334,J,7TVJS,  ,B738,  ,ALG,VVZ,7:00 ,8:55 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:55 ,1:35 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",1227,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-08 16:15:00,,,,2021-04-03 14:15:00
0904216335TMR,MODIFIED,/,"",09/04/21,6334,6335,J,7TVJS,  ,B738,  ,TMR,VVZ,12:00,13:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:00 ,0:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",518,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-08 16:15:00,,,,2021-04-03 14:15:00
0904216335VVZ,MODIFIED,/,"",09/04/21,6334,6335,J,7TVJS,  ,B738,  ,VVZ,ALG,14:00,16:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:00 ,1:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,102,0,16,0,86,0,"",0,0,0,0,"","","","",1227,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-08 16:15:00,,,,2021-04-03 14:15:00
0904216344CZL,/,/,"",09/04/21,6388,6344,J,7TVKE,  ,B738,  ,CZL,HME,12:25,13:40,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:15 ,0:55 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",514,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,CZL,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216345HME,/,/,"",09/04/21,6388,6345,J,7TVKE,  ,B738,  ,HME,CZL,14:40,15:50,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:10 ,0:50 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",514,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,CZL,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216378ORN,/,/,"",09/04/21,6100,6378,J,7TVUS,  ,AT72,  ,ORN,TMX,7:00 ,9:25 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:25 ,2:05 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",713,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216379TMX,/,/,"",09/04/21,6100,6379,J,7TVUS,  ,AT72,  ,TMX,ORN,10:15,12:40,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:25 ,2:05 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",713,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216382HME,/,/,"",09/04/21,6100,6382,J,7TVUS,  ,AT72,  ,HME,ORN,16:25,18:45,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:20 ,2:00 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",764,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216383ORN,/,/,"",09/04/21,6100,6383,J,7TVUS,  ,AT72,  ,ORN,HME,13:30,15:35,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:05 ,1:45 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",764,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216386CZL,/,/,"",09/04/21,6388,6386,J,7TVKE,  ,B738,  ,CZL,AZR,7:00 ,8:45 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:45 ,1:25 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",1135,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,CZL,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216387AZR,/,/,"",09/04/21,6388,6387,J,7TVKE,  ,B738,  ,AZR,CZL,9:45 ,11:25,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,1:40 ,1:20 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",1135,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,CZL,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216392ORN,/,/,"",09/04/21,6392,6392,J,7TVKC,  ,B738,  ,ORN,TIN,8:00 ,10:00,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:00 ,1:40 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",1134,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ORN,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216393TIN,/,/,"",09/04/21,6392,6393,J,7TVKC,  ,B738,  ,TIN,ORN,11:00,13:20,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:20 ,2:00 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",1134,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ORN,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216454AZR,CANCELED,/,"",09/04/21,6140,6454,J,7TVUP,  ,AT72,  ,AZR,BMW,12:10,14:20,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:10 ,1:50 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",725,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216455BMW,/,/,"",09/04/21,6140,6455,J,7TVUP,  ,AT72,  ,BMW,AZR,15:10,17:15,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:05 ,1:45 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",725,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,"","","","",2021-04-03 14:15:00
0904216464ALG,MODIFIED,/,"",09/04/21,6464,6464,J,7TVUQ,  ,B738,  ,ALG,ALG,8:50 ,10:20,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:50 ,2:30 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,16,0,132,0,"",0,0,0,0,"","","","",1033,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-10 01:15:00,2021-04-10 01:15:00,2021-04-10 01:15:00,2021-04-10 01:15:00,2021-04-03 14:15:00
0904216465AZR,MODIFIED,/,"",09/04/21,6464,6465,J,7TVUQ,  ,ATR6,  ,AZR,INZ,11:15,12:05,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,0:50 ,0:30 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",274,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-08 16:15:00,,,,2021-04-03 14:15:00
010421N704PGBGF,/,OCCAS,TMR,2021-04-01 00:00:00,,,,N704PG,,E135,,BGF,ALG,04:10:00,03:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0904216465INZ,MODIFIED,/,"",09/04/21,6464,6465,J,7TVUQ,  ,ATR6,  ,INZ,ALG,12:55,15:45,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:50 ,2:30 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,66,0,0,0,66,0,"",0,0,0,0,"","","","",1049,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-08 16:15:00,,,,2021-04-03 14:15:00
1004211208ALG,MODIFIED,/,"",10/04/21,1208,1208,F,7TVJJ,  ,B738,  ,ALG,ALG,17:40,9:30 ,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:30 ,2:10 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",1370,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,2021-04-11 00:15:00,2021-04-11 00:15:00,2021-04-11 00:15:00,2021-04-11 00:15:00,2021-04-03 14:15:00
1004211209CDG,MODIFIED,/,"",10/04/21,1208,1209,F,7TVJJ,  ,B738,  ,CDG,ORN,17:10,12:55,0:00 ,0:00 ,0:00 ,0:00 ,"",0:00 ,0:00 ,2:25 ,2:05 ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,"",     ,    ,0,0,0,0,0,   0,   0,   0,0,   0,   0,   0,0,0,148,0,16,0,132,0,"",0,0,0,0,"","","","",1370,	,	,"",0,0,0,0,0,0,Lts,0,0,0,0.0	,0,ALG,	,	,"",0:00	,,2021-04-12 23:15:00,2021-04-12 23:15:00,,2021-04-03 14:15:00
