ID,KEY_FLT,ch_type_app,ch_std,ch_dest,ch_config,Aircraft_Type_x,Aircraft_Type_y,STD_UTC_x,STD_UTC_y,Arrival_Station_x,Arrival_Station_y,Aircraft_Configuration_x,Aircraft_Configuration_y
898,2003216518ELG,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,736,1040,0930,TMR,TMR,Y66                 ,F16Y85              
899,2003216519TMR,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,736,1330,1155,ELG,ELG,Y66                 ,F16Y85              
900,2003216520ALG,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,736,0800,0715,ELG,ELG,Y66                 ,F16Y85              
901,2003216521ELG,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,736,1610,1420,ALG,ALG,Y66                 ,F16Y85              
902,2103216006ALG,,10FEB2109FEB22,,,73H,73H,1815,1800,AAE,AAE,F16Y132             ,F16Y132             
903,2103216007AAE,,10FEB2109FEB22,,,73H,73H,0715,0745,ALG,ALG,F16Y132             ,F16Y132             
904,2103216027CZL,,10FEB2109FEB22,,,73H,73H,0720,0745,ALG,ALG,F16Y132             ,F16Y132             
905,2103216107ORN,,10FEB2109FEB22,,,73H,73H,0630,0645,ALG,ALG,F16Y132             ,F16Y132             
906,2103216156ALG,,10FEB2109FEB22,,,73H,73H,0915,1000,TMX,TMX,F16Y132             ,F16Y132             
907,2103216157TMX,,10FEB2109FEB22,,,73H,73H,1145,1230,ALG,ALG,F16Y132             ,F16Y132             
908,2103216176ALG,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,736,AT7,1415,1500,AAE,AAE,F16Y85              ,Y66                 
909,2103216177AAE,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,736,AT7,1615,1705,ALG,ALG,F16Y85              ,Y66                 
910,2103216194ALG,10FEB2109FEB22,,,10FEB2109FEB22,73H,736,1405,1405,CZL,CZL,F16Y132             ,F16Y85              
911,2103216195CZL,10FEB2109FEB22,,,10FEB2109FEB22,73H,736,1555,1555,ALG,ALG,F16Y132             ,F16Y85              
912,2103216200ALG,,10FEB2109FEB22,,,AT7,AT7,1730,1530,GHA,GHA,Y66                 ,Y66                 
913,2103216201GHA,,10FEB2109FEB22,,,AT7,AT7,0735,0700,ALG,ALG,Y66                 ,Y66                 
914,2103216222ALG,,10FEB2109FEB22,,,AT7,AT7,1620,1550,HME,HME,Y66                 ,Y66                 
915,2103216223HME,,10FEB2109FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
916,2103216252ALG,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,736,AT7,1150,1140,ELU,ELU,F16Y85              ,Y66                 
917,2103216253ELU,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,736,AT7,1350,1355,ALG,ALG,F16Y85              ,Y66                 
918,2103216266ALG,,10FEB2109FEB22,,,AT7,AT7,1020,0925,TGR,TGR,Y66                 ,Y66                 
919,2103216267TGR,,10FEB2109FEB22,,,AT7,AT7,1240,1140,ALG,ALG,Y66                 ,Y66                 
920,2203216026ALG,,10FEB2109FEB22,,,73H,73H,1815,1830,CZL,CZL,F16Y132             ,F16Y132             
921,2203216027CZL,,10FEB2109FEB22,,,73H,73H,0720,0730,ALG,ALG,F16Y132             ,F16Y132             
922,2203216040ALG,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,73H,1130,1415,BSK,BSK,Y66                 ,F16Y132             
923,2203216041BSK,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,73H,1320,1605,ALG,ALG,Y66                 ,F16Y132             
924,2203216100ALG,,10FEB2109FEB22,,,73H,73H,1000,1030,ORN,ORN,F16Y132             ,F16Y132             
925,2203216107ORN,,10FEB2109FEB22,,,73H,73H,0700,0745,ALG,ALG,F16Y132             ,F16Y132             
926,2203216140ALG,10FEB2109FEB22,,,10FEB2109FEB22,AT7,736,1400,1400,AZR,AZR,Y66                 ,F16Y86              
927,2203216142ALG,10FEB2109FEB22,,,10FEB2109FEB22,AT7,73H,1000,1000,AZR,AZR,Y66                 ,F16Y132             
928,2203216143AZR,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,73H,1340,1250,ALG,ALG,Y66                 ,F16Y132             
929,2203216176ALG,10FEB2109FEB22,,,10FEB2109FEB22,736,AT7,1325,1325,AAE,AAE,F16Y85              ,Y66                 
930,2203216177AAE,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,736,AT7,1525,1530,ALG,ALG,F16Y85              ,Y66                 
931,2203216192ALG,10FEB2109FEB22,,,10FEB2109FEB22,736,73H,1430,1430,CZL,CZL,F16Y85              ,F16Y132             
932,2203216193CZL,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,736,73H,1620,1630,ALG,ALG,F16Y85              ,F16Y132             
933,2203216200ALG,,10FEB2109FEB22,,,AT7,AT7,1730,1530,GHA,GHA,Y66                 ,Y66                 
934,2203216201GHA,,10FEB2109FEB22,,,AT7,AT7,0715,0700,ALG,ALG,Y66                 ,Y66                 
935,2203216218ALG,,10FEB2109FEB22,,,AT7,AT7,1100,0700,OGX,OGX,Y66                 ,Y66                 
936,2203216219OGX,,10FEB2109FEB22,,,AT7,AT7,1330,0930,ALG,ALG,Y66                 ,Y66                 
937,2203216222ALG,,10FEB2109FEB22,,,AT7,AT7,1620,1550,HME,HME,Y66                 ,Y66                 
938,2203216223HME,,10FEB2109FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
939,2303216027CZL,,10FEB2109FEB22,,,73H,73H,0720,0735,ALG,ALG,F16Y132             ,F16Y132             
940,2303216050ALG,10FEB2109FEB22,,,10FEB2109FEB22,AT7,736,1000,1000,BJA,BJA,Y66                 ,F16Y85              
941,2303216051BJA,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,736,1135,1130,ALG,ALG,Y66                 ,F16Y85              
942,2303216070ALG,,10FEB2109FEB22,,,AT7,AT7,0950,0940,LOO,LOO,Y66                 ,Y66                 
943,2303216071LOO,,10FEB2109FEB22,,,AT7,AT7,1150,1140,ALG,ALG,Y66                 ,Y66                 
944,2303216106ALG,,10FEB2109FEB22,,,73H,73H,1845,1830,ORN,ORN,F16Y132             ,F16Y132             
945,2303216107ORN,,10FEB2109FEB22,,,73H,73H,0700,0720,ALG,ALG,F16Y132             ,F16Y132             
946,2303216141AZR,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,736,1255,1320,ALG,ALG,Y66                 ,F16Y86              
947,2303216185ORN,,10FEB2109FEB22,,,736,736,1600,1545,ALG,ALG,F16Y85              ,F16Y85              
948,2303216201GHA,,10FEB2109FEB22,,,AT7,AT7,0715,0700,ALG,ALG,Y66                 ,Y66                 
949,2303216216ALG,10FEB2109FEB22,,,10FEB2109FEB22,AT7,73H,0800,0800,OGX,OGX,Y66                 ,F16Y132             
950,2303216217OGX,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,73H,1550,1510,ALG,ALG,Y66                 ,F16Y132             
951,2303216223HME,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,736,0630,0715,ALG,ALG,Y66                 ,F16Y85              
952,2303216252ALG,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,736,AT7,0930,0910,ELU,ELU,F16Y85              ,Y66                 
953,2303216253ELU,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,736,AT7,1120,1125,ALG,ALG,F16Y85              ,Y66                 
954,2303216454AZR,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,736,0700,0900,BMW,BMW,Y66                 ,F16Y86              
955,2303216455BMW,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,736,1000,1110,AZR,AZR,Y66                 ,F16Y86              
956,2303216480OGX,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,73H,1030,1010,AZR,AZR,Y66                 ,F16Y132             
957,2303216481AZR,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,73H,1310,1240,OGX,OGX,Y66                 ,F16Y132             
958,2403216006ALG,,10FEB2109FEB22,,,73H,73H,1815,1735,AAE,AAE,F16Y132             ,F16Y132             
959,2403216100ALG,,10FEB2109FEB22,,,AT7,AT7,0700,0600,ORN,ORN,Y66                 ,Y66                 
960,2403216103ORN,,10FEB2109FEB22,,,AT7,AT7,1600,1625,ALG,ALG,Y66                 ,Y66                 
961,2403216107ORN,,10FEB2109FEB22,,,73H,73H,0700,0745,ALG,ALG,F16Y132             ,F16Y132             
962,2403216126ORN,,10FEB2109FEB22,,,AT7,AT7,0620,0700,EBH,EBH,Y66                 ,Y66                 
963,2403216127EBH,,10FEB2109FEB22,,,AT7,AT7,0810,0850,ORN,ORN,Y66                 ,Y66                 
964,2403216168ORN,,10FEB2109FEB22,,,73H,73H,1045,1145,CZL,CZL,F16Y132             ,F16Y132             
965,2403216169CZL,,10FEB2109FEB22,,,73H,73H,1315,1415,ORN,ORN,F16Y132             ,F16Y132             
966,2403216176ALG,10FEB2109FEB22,,,10FEB2109FEB22,736,AT7,1400,1400,AAE,AAE,F16Y85              ,Y66                 
967,2403216177AAE,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,736,AT7,1600,1605,ALG,ALG,F16Y85              ,Y66                 
968,2403216182ALG,,10FEB2109FEB22,,,736,736,1345,1400,ORN,ORN,F16Y85              ,F16Y85              
969,2403216183ORN,,10FEB2109FEB22,,,736,736,1545,1600,ALG,ALG,F16Y85              ,F16Y85              
970,2403216200ALG,,10FEB2109FEB22,,,AT7,AT7,1730,1615,GHA,GHA,Y66                 ,Y66                 
971,2403216222ALG,,10FEB2109FEB22,,,AT7,AT7,1620,1550,HME,HME,Y66                 ,Y66                 
972,2403216378ORN,,10FEB2109FEB22,,,AT7,AT7,1005,0800,TMX,TMX,Y66                 ,Y66                 
973,2403216379TMX,,10FEB2109FEB22,,,AT7,AT7,1300,1115,ORN,ORN,Y66                 ,Y66                 
974,2403216382HME,,10FEB2109FEB22,,,AT7,AT7,1740,1725,ORN,ORN,Y66                 ,Y66                 
975,2403216383ORN,,10FEB2109FEB22,,,AT7,AT7,1445,1430,HME,HME,Y66                 ,Y66                 
976,2403216388ORN,,10FEB2109FEB22,,,AT7,AT7,0905,1045,CBH,CBH,Y66                 ,Y66                 
977,2403216389CBH,,10FEB2109FEB22,,,AT7,AT7,1155,1335,ORN,ORN,Y66                 ,Y66                 
978,2503216027CZL,,10FEB2109FEB22,,,73H,73H,0720,0715,ALG,ALG,F16Y132             ,F16Y132             
979,2503216052ALG,,10FEB2109FEB22,,,AT7,AT7,1220,1450,BJA,BJA,Y66                 ,Y66                 
980,2503216053BJA,,10FEB2109FEB22,,,AT7,AT7,1355,1625,ALG,ALG,Y66                 ,Y66                 
981,2503216056ALG,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,736,0925,1420,GJL,GJL,Y66                 ,F16Y85              
982,2503216057GJL,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,736,1105,1610,ALG,ALG,Y66                 ,F16Y85              
983,2503216106ALG,,10FEB2109FEB22,,,73H,73H,1830,1800,ORN,ORN,F16Y132             ,F16Y132             
984,2503216107ORN,,10FEB2109FEB22,,,73H,73H,0645,0700,ALG,ALG,F16Y132             ,F16Y132             
985,2503216195CZL,,10FEB2109FEB22,,,736,736,1550,1600,ALG,ALG,F16Y85              ,F16Y85              
986,2503216200ALG,,10FEB2109FEB22,,,AT7,AT7,1730,1530,GHA,GHA,Y66                 ,Y66                 
987,2503216201GHA,,10FEB2109FEB22,,,AT7,AT7,0715,0700,ALG,ALG,Y66                 ,Y66                 
988,2503216222ALG,,10FEB2109FEB22,,,AT7,AT7,1620,1550,HME,HME,Y66                 ,Y66                 
989,2503216223HME,,10FEB2109FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
990,2503216476ALG,,10FEB2109FEB22,,,AT7,AT7,1000,1040,EBH,EBH,Y66                 ,Y66                 
991,2503216477EBH,,10FEB2109FEB22,,,AT7,AT7,1200,1240,ALG,ALG,Y66                 ,Y66                 
992,2603216007AAE,,10FEB2109FEB22,,,73H,73H,0715,0745,ALG,ALG,F16Y132             ,F16Y132             
993,2603216106ALG,,10FEB2109FEB22,,,73H,73H,1845,1830,ORN,ORN,F16Y132             ,F16Y132             
994,2603216118ALG,10FEB2109FEB22,,,10FEB2109FEB22,736,73H,0930,0930,TLM,TLM,F16Y85              ,F16Y132             
995,2603216119TLM,10FEB2109FEB22,,,10FEB2109FEB22,736,73H,1130,1130,ALG,ALG,F16Y85              ,F16Y132             
996,2603216146ALG,,10FEB2109FEB22,,,73H,73H,1000,0930,TIN,TIN,F16Y132             ,F16Y132             
997,2603216147TIN,,10FEB2109FEB22,,,73H,73H,1320,1250,ALG,ALG,F16Y132             ,F16Y132             
998,2603216184ALG,10FEB2109FEB22,,,10FEB2109FEB22,736,73H,1400,1400,ORN,ORN,F16Y85              ,F16Y132             
999,2603216185ORN,10FEB2109FEB22,,,10FEB2109FEB22,736,73H,1600,1600,ALG,ALG,F16Y85              ,F16Y132             
1000,2603216192ALG,10FEB2109FEB22,,,10FEB2109FEB22,736,73H,1350,1350,CZL,CZL,F16Y85              ,F16Y132             
1001,2603216193CZL,10FEB2109FEB22,,,10FEB2109FEB22,736,73H,1540,1540,ALG,ALG,F16Y85              ,F16Y132             
1002,2603216200ALG,,10FEB2109FEB22,,,AT7,AT7,1730,1530,GHA,GHA,Y66                 ,Y66                 
1003,2603216201GHA,,10FEB2109FEB22,,,AT7,AT7,0715,0700,ALG,ALG,Y66                 ,Y66                 
1004,2603216222ALG,,10FEB2109FEB22,,,AT7,AT7,1620,1550,HME,HME,Y66                 ,Y66                 
1005,2603216223HME,,10FEB2109FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
1006,2603216232ALG,,,,10FEB2109FEB22,73H,73H,0730,0730,TMR,TMR,F16Y86              ,F16Y132             
1007,2603216232DJG,,,,10FEB2109FEB22,73H,73H,1245,1245,ALG,ALG,F16Y86              ,F16Y132             
1008,2603216232TMR,,,,10FEB2109FEB22,73H,73H,1055,1055,DJG,DJG,F16Y86              ,F16Y132             
1009,2603216245IAM,,10FEB2109FEB22,,,AT7,AT7,1535,1455,ALG,ALG,Y66                 ,Y66                 
1010,2603216318ALG,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,736,1030,0900,ELG,ELG,Y66                 ,F16Y85              
1011,2603216319ELG,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,736,1245,1115,OGX,OGX,Y66                 ,F16Y85              
1012,2603216319OGX,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,736,1500,1330,ALG,ALG,Y66                 ,F16Y85              
1013,2603216378ORN,,10FEB2109FEB22,,,AT7,AT7,0700,0900,TMX,TMX,Y66                 ,Y66                 
1014,2603216379TMX,,10FEB2109FEB22,,,AT7,AT7,1015,1215,ORN,ORN,Y66                 ,Y66                 
1015,2603216382HME,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,73H,1625,1650,ORN,ORN,Y66                 ,F16Y132             
1016,2603216383ORN,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,73H,1330,1420,HME,HME,Y66                 ,F16Y132             
1017,2703216028ALG,10FEB2109FEB22,,,10FEB2109FEB22,AT7,73H,0910,0910,CZL,CZL,Y66                 ,F16Y132             
1018,2703216042ALG,,10FEB2109FEB22,,,736,736,0950,1400,BSK,BSK,F16Y85              ,F16Y85              
1019,2703216043BSK,,10FEB2109FEB22,,,736,736,1140,1550,ALG,ALG,F16Y85              ,F16Y85              
1020,2703216056ALG,,10FEB2109FEB22,,,736,736,1350,1400,GJL,GJL,F16Y85              ,F16Y85              
1021,2703216057GJL,,10FEB2109FEB22,,,736,736,1545,1550,ALG,ALG,F16Y85              ,F16Y85              
1022,2703216107ORN,,10FEB2109FEB22,,,73H,73H,0700,0745,ALG,ALG,F16Y132             ,F16Y132             
1023,2703216142ALG,,10FEB2109FEB22,,,736,736,0920,1000,AZR,AZR,F16Y86              ,F16Y86              
1024,2703216143AZR,,10FEB2109FEB22,,,736,736,1210,1250,ALG,ALG,F16Y86              ,F16Y86              
1025,2703216164AAE,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,73H,AT7,1435,1500,ORN,ORN,F16Y132             ,Y66                 
1026,2703216165ORN,10FEB2109FEB22,,,10FEB2109FEB22,73H,AT7,1220,1220,AAE,AAE,F16Y132             ,Y66                 
1027,2703216180ALG,10FEB2109FEB22,,,10FEB2109FEB22,AT7,736,0730,0730,ORN,ORN,Y66                 ,F16Y85              
1028,2703216181ORN,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,736,0935,0930,ALG,ALG,Y66                 ,F16Y85              
1029,2703216200ALG,,10FEB2109FEB22,,,AT7,AT7,1730,1530,GHA,GHA,Y66                 ,Y66                 
1030,2703216201GHA,,10FEB2109FEB22,,,AT7,AT7,0715,0700,ALG,ALG,Y66                 ,Y66                 
1031,2703216216ALG,,10FEB2109FEB22,,,AT7,AT7,1130,1110,OGX,OGX,Y66                 ,Y66                 
1032,2703216217OGX,,10FEB2109FEB22,,,AT7,AT7,1400,1340,ALG,ALG,Y66                 ,Y66                 
1033,2703216222ALG,,10FEB2109FEB22,,,AT7,AT7,1610,1550,HME,HME,Y66                 ,Y66                 
1034,2703216223HME,,10FEB2109FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
1035,2703216228ALG,,10FEB2109FEB22,,,AT7,AT7,1130,1110,HME,HME,Y66                 ,Y66                 
1036,2703216229HME,,10FEB2109FEB22,,,AT7,AT7,1400,1340,ALG,ALG,Y66                 ,Y66                 
1037,2703216346CZL,,10FEB2109FEB22,,,73H,73H,1055,0805,CBH,CBH,F16Y132             ,F16Y132             
1038,2703216347CBH,,10FEB2109FEB22,,,73H,73H,1325,1040,CZL,CZL,F16Y132             ,F16Y132             
1039,2703216348CZL,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,73H,1105,1100,OGX,OGX,Y66                 ,F16Y132             
1040,2703216349OGX,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,73H,1315,1250,ALG,ALG,Y66                 ,F16Y132             
1041,2703216380ORN,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,73H,1320,0700,GHA,GHA,Y66                 ,F16Y132             
1042,2703216381GHA,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,73H,1540,0910,ORN,ORN,Y66                 ,F16Y132             
1043,2703216518ELG,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,736,1040,0930,TMR,TMR,Y66                 ,F16Y85              
1044,2703216519TMR,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,736,1330,1155,ELG,ELG,Y66                 ,F16Y85              
1045,2703216520ALG,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,736,0800,0715,ELG,ELG,Y66                 ,F16Y85              
1046,2703216521ELG,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,AT7,736,1610,1420,ALG,ALG,Y66                 ,F16Y85              
1047,2803216006ALG,,10FEB2109FEB22,,,73H,73H,1815,1800,AAE,AAE,F16Y132             ,F16Y132             
1048,2803216007AAE,,10FEB2109FEB22,,,73H,73H,0715,0745,ALG,ALG,F16Y132             ,F16Y132             
1049,2803216027CZL,,10FEB2109FEB22,,,73H,73H,0720,0745,ALG,ALG,F16Y132             ,F16Y132             
1050,2803216107ORN,,10FEB2109FEB22,,,73H,73H,0630,0645,ALG,ALG,F16Y132             ,F16Y132             
1051,2803216156ALG,,10FEB2109FEB22,,,73H,73H,0915,1000,TMX,TMX,F16Y132             ,F16Y132             
1052,2803216157TMX,,10FEB2109FEB22,,,73H,73H,1145,1230,ALG,ALG,F16Y132             ,F16Y132             
1053,2803216176ALG,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,736,AT7,1415,1500,AAE,AAE,F16Y85              ,Y66                 
1054,2803216177AAE,10FEB2109FEB22,10FEB2109FEB22,,10FEB2109FEB22,736,AT7,1615,1705,ALG,ALG,F16Y85              ,Y66                 
1055,2803216194ALG,10FEB2109FEB22,,,10FEB2109FEB22,73H,736,1405,1405,CZL,CZL,F16Y132             ,F16Y85              
1056,2803216195CZL,10FEB2109FEB22,,,10FEB2109FEB22,73H,736,1555,1555,ALG,ALG,F16Y132             ,F16Y85              
1057,2803216200ALG,,10FEB2109FEB22,,,AT7,AT7,1730,1530,GHA,GHA,Y66                 ,Y66                 
1058,2803216201GHA,,10FEB2109FEB22,,,AT7,AT7,0715,0700,ALG,ALG,Y66                 ,Y66                 
1059,2803216222ALG,,10FEB2109FEB22,,,AT7,AT7,1620,1550,HME,HME,Y66                 ,Y66                 
1060,2803216223HME,,10FEB2109FEB22,,,AT7,AT7,0630,0700,ALG,ALG,Y66                 ,Y66                 
1061,2803216252ALG,,10FEB2109FEB22,,,AT7,AT7,1150,1140,ELU,ELU,Y66                 ,Y66                 
1062,2803216253ELU,,10FEB2109FEB22,,,AT7,AT7,1405,1355,ALG,ALG,Y66                 ,Y66                 
