KEY_FLT,STATUS,ssim_period,index_commercial,ST_SSIM,Airline,Flight_Number,Itinirary_Variation_Indicator,Leg_Sequence_Number,Service_Type,Start_period,End_period,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Departure_Station,PAX_STD_UTC,STD_UTC,STD_Variation_Sign,STD_Variation_UTC,Arrival_Station,STA_UTC,PAX_STA_UTC,STA_Variation_Sign,STA_Variation_UTC,Aircraft_Type,fly_next_number,Aircraft_Configuration,fly_date,arrival_date,vol_commercial_number,vol_commercial_airline,code_ssim,day_op,ch_type_app,ch_std,ch_dest,ch_config
0104216142ALG,CANCELED,01MAR2128FEB22,3, ,AH,6142,02,01,J,04MAR21,30MAY21, , , ,4, , ,7,ALG,0900,0900,+,0100,AZR,1050,1050,+,0100,73H,       ,F16Y132             ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216143AZR,CANCELED,01MAR2128FEB22,3, ,AH,6143,02,01,J,04MAR21,30MAY21, , , ,4, , ,7,AZR,1150,1150,+,0100,ALG,1340,1340,+,0100,73H,       ,F16Y132             ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216146ALG,CANCELED,01MAR2128FEB22,3, ,AH,6146,02,01,J,04MAR21,27MAY21, , , ,4, , , ,ALG,0905,0905,+,0100,TIN,1135,1135,+,0100,73H,       ,F16Y132             ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216147TIN,CANCELED,01MAR2128FEB22,3, ,AH,6147,02,01,J,04MAR21,27MAY21, , , ,4, , , ,TIN,1230,1230,+,0100,ALG,1445,1445,+,0100,73H,       ,F16Y132             ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216164AAE,CANCELED,01MAR2128FEB22,3, ,AH,6164,02,01,J,04MAR21,27MAY21, , , ,4, , , ,AAE,1045,1045,+,0100,ORN,1235,1235,+,0100,73H,       ,F16Y132             ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216165ORN,CANCELED,01MAR2128FEB22,3, ,AH,6165,02,01,J,04MAR21,27MAY21, , , ,4, , , ,ORN,1335,1335,+,0100,AAE,1530,1530,+,0100,73H,       ,F16Y132             ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216180ALG,CANCELED,01MAR2128FEB22,3, ,AH,6180,03,01,J,04MAR21,27MAY21, , , ,4, , , ,ALG,0645,0645,+,0100,ORN,0800,0800,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216181ORN,CANCELED,01MAR2128FEB22,3, ,AH,6181,03,01,J,04MAR21,27MAY21, , , ,4, , , ,ORN,0850,0850,+,0100,ALG,1005,1005,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216184ALG,CANCELED,01MAR2128FEB22,3, ,AH,6184,02,01,J,04MAR21,27MAY21, , , ,4, , , ,ALG,1530,1440,+,0100,ORN,1645,1645,+,0100,736,       ,F16Y85              ,2021-04-01,2021-04-01,,,,4.0,15MAR2114MAR22,15MAR2114MAR22,,15MAR2114MAR22
0104216185ORN,CANCELED,01MAR2128FEB22,3, ,AH,6185,02,01,J,04MAR21,27MAY21, , , ,4, , , ,ORN,1735,1640,+,0100,ALG,1850,1850,+,0100,736,       ,F16Y85              ,2021-04-01,2021-04-01,,,,4.0,15MAR2114MAR22,15MAR2114MAR22,,15MAR2114MAR22
0104216190ALG,CANCELED,01MAR2128FEB22,3, ,AH,6190,07,01,J,27MAR21,31MAY21,1, , ,4, ,6, ,ALG,0730,0730,+,0100,CZL,0840,0840,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216191CZL,CANCELED,01MAR2128FEB22,3, ,AH,6191,07,01,J,27MAR21,31MAY21,1, , ,4, ,6, ,CZL,0930,0930,+,0100,ALG,1040,1040,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216194ALG,CANCELED,01MAR2128FEB22,3, ,AH,6194,02,01,J,04MAR21,27MAY21, , , ,4, , , ,ALG,1400,1400,+,0100,CZL,1450,1450,+,0100,736,       ,F16Y85              ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216195CZL,CANCELED,01MAR2128FEB22,3, ,AH,6195,02,01,J,04MAR21,27MAY21, , , ,4, , , ,CZL,1550,1550,+,0100,ALG,1640,1640,+,0100,736,       ,F16Y85              ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216200ALG,CANCELED,01MAR2128FEB22,3, ,AH,6200,01,01,J,01MAR21,31MAY21,1, ,3,4,5,6,7,ALG,1730,1730,+,0100,GHA,1900,1900,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216201GHA,MODIFIED,01MAR2128FEB22,3, ,AH,6201,05,01,J,28MAR21,03APR21,1,2, ,4,5,6,7,GHA,0715,0715,+,0100,ALG,0845,0845,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,14MAR2113MAR22,,
0104216216ALG,CANCELED,01MAR2128FEB22,3, ,AH,6216,11,01,J,25MAR21,27MAY21, , , ,4, , , ,ALG,1245,1245,+,0100,OGX,1425,1425,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216217OGX,CANCELED,01MAR2128FEB22,3, ,AH,6217,11,01,J,25MAR21,27MAY21, , , ,4, , , ,OGX,1515,1515,+,0100,ALG,1655,1655,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216222ALG,CANCELED,01MAR2128FEB22,3, ,AH,6222,06,01,J,01APR21,27MAY21, , , ,4, , , ,ALG,1620,1620,+,0100,HME,1800,1800,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216223HME,MODIFIED,01MAR2128FEB22,3, ,AH,6223,09,01,J,27MAR21,03APR21,1,2, ,4, ,6,7,HME,0630,0630,+,0100,ALG,0810,0810,+,0100,736,       ,F16Y85              ,2021-04-01,2021-04-01,,,,4.0,28MAR2127MAR22,,,28MAR2127MAR22
0104216226ALG,CANCELED,01MAR2128FEB22,3, ,AH,6226,02,01,J,04MAR21,27MAY21, , , ,4, , , ,ALG,1040,1055,+,0100,HME,1155,1155,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,15MAR2114MAR22,,
0104216227HME,CANCELED,01MAR2128FEB22,3, ,AH,6227,02,01,J,04MAR21,27MAY21, , , ,4, , , ,HME,1245,1300,+,0100,ALG,1400,1400,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,15MAR2114MAR22,,
0104216230ALG,CANCELED,01MAR2128FEB22,3, ,AH,6230,02,01,J,04MAR21,27MAY21, , , ,4, , , ,ALG,1110,1110,+,0100,TMR,1330,1330,+,0100,73H,       ,F16Y132             ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216231TMR,CANCELED,01MAR2128FEB22,3, ,AH,6231,02,01,J,04MAR21,27MAY21, , , ,4, , , ,TMR,1425,1425,+,0100,ALG,1700,1700,+,0100,73H,       ,F16Y132             ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216234ORN,CANCELED,01MAR2128FEB22,3, ,AH,6234,02,01,J,11MAR21,27MAY21, , , ,4, , , ,ORN,0800,0800,+,0100,TMR,1030,1030,+,0100,73H,       ,F16Y132             ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216235TMR,CANCELED,01MAR2128FEB22,3, ,AH,6235,02,01,J,11MAR21,27MAY21, , , ,4, , , ,TMR,1130,1130,+,0100,ORN,1345,1345,+,0100,73H,       ,F16Y132             ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216252ALG,CANCELED,01MAR2128FEB22,3, ,AH,6252,03,01,J,04MAR21,27MAY21, , ,3,4, , , ,ALG,0710,0710,+,0100,ELU,0835,0835,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216253ELU,CANCELED,01MAR2128FEB22,3, ,AH,6253,03,01,J,04MAR21,27MAY21, , , ,4, , , ,ELU,1510,1510,+,0100,ALG,1640,1640,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216254ORN,CANCELED,01MAR2128FEB22,3, ,AH,6254,01,01,J,04MAR21,27MAY21, , , ,4, , , ,ORN,1220,1220,+,0100,ELU,1420,1420,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216255ELU,CANCELED,01MAR2128FEB22,3, ,AH,6255,01,01,J,04MAR21,27MAY21, , , ,4, , , ,ELU,0925,0925,+,0100,ORN,1130,1130,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216266ALG,CANCELED,01MAR2128FEB22,3, ,AH,6266,02,01,J,04MAR21,28MAY21, , , ,4,5, , ,ALG,0930,0930,+,0100,TGR,1055,1055,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216267TGR,CANCELED,01MAR2128FEB22,3, ,AH,6267,02,01,J,04MAR21,28MAY21, , , ,4,5, , ,TGR,1145,1145,+,0100,ALG,1310,1310,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216310ALG,CANCELED,01MAR2128FEB22,3, ,AH,6310,02,01,J,25MAR21,27MAY21, , , ,4, , , ,ALG,0700,0700,+,0100,OGX,0810,0810,+,0100,736,       ,F16Y85              ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216310OGX,CANCELED,01MAR2128FEB22,3, ,AH,6310,02,02,J,25MAR21,27MAY21, , , ,4, , , ,OGX,0910,0910,+,0100,DJG,1040,1040,+,0100,736,       ,F16Y85              ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216311DJG,CANCELED,01MAR2128FEB22,3, ,AH,6311,02,01,J,25MAR21,27MAY21, , , ,4, , , ,DJG,1140,1140,+,0100,ALG,1355,1355,+,0100,736,       ,F16Y85              ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216340CZL,CANCELED,01MAR2128FEB22,3, ,AH,6340,03,01,J,11MAR21,27MAY21, , , ,4, , , ,CZL,0700,0700,+,0100,TIN,0955,0955,+,0100,73H,       ,F16Y132             ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216341TIN,CANCELED,01MAR2128FEB22,3, ,AH,6341,03,01,J,11MAR21,27MAY21, , , ,4, , , ,TIN,1050,1050,+,0100,CZL,1315,1315,+,0100,73H,       ,F16Y132             ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216352CZL,CANCELED,01MAR2128FEB22,3, ,AH,6352,02,01,J,11MAR21,27MAY21, , , ,4, , , ,CZL,1415,1415,+,0100,TMR,1615,1615,+,0100,73H,       ,F16Y132             ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216353TMR,CANCELED,01MAR2128FEB22,3, ,AH,6353,02,01,J,11MAR21,27MAY21, , , ,4, , , ,TMR,1715,1715,+,0100,CZL,1915,1915,+,0100,73H,       ,F16Y132             ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216384ORN,CANCELED,01MAR2128FEB22,3, ,AH,6384,07,01,J,11MAR21,27MAY21, , , ,4, , , ,ORN,1445,1445,+,0100,AZR,1610,1610,+,0100,73H,       ,F16Y132             ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216385AZR,CANCELED,01MAR2128FEB22,3, ,AH,6385,07,01,J,11MAR21,27MAY21, , , ,4, , , ,AZR,1710,1710,+,0100,ORN,1840,1840,+,0100,73H,       ,F16Y132             ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216400ORN,CANCELED,01MAR2128FEB22,3, ,AH,6400,01,01,J,04MAR21,27MAY21, , , ,4, , , ,ORN,0700,0700,+,0100,OGX,0900,0900,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216400OGX,CANCELED,01MAR2128FEB22,3, ,AH,6400,01,02,J,04MAR21,27MAY21, , , ,4, , , ,OGX,0950,0950,+,0100,IAM,1120,1120,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216401OGX,CANCELED,01MAR2128FEB22,3, ,AH,6401,01,02,J,04MAR21,27MAY21, , , ,4, , , ,OGX,1430,1430,+,0100,ORN,1615,1615,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216401IAM,CANCELED,01MAR2128FEB22,3, ,AH,6401,01,01,J,04MAR21,27MAY21, , , ,4, , , ,IAM,1210,1210,+,0100,OGX,1340,1340,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216476ALG,CANCELED,01MAR2128FEB22,3, ,AH,6476,02,01,J,04MAR21,27MAY21, , , ,4, , , ,ALG,1000,1000,+,0100,EBH,1110,1110,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216477EBH,CANCELED,01MAR2128FEB22,3, ,AH,6477,02,01,J,04MAR21,27MAY21, , , ,4, , , ,EBH,1200,1200,+,0100,ALG,1310,1310,+,0100,AT7,       ,Y66                 ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216486VVZ,CANCELED,01MAR2128FEB22,3, ,AH,6486,01,02,J,04MAR21,27MAY21, , , ,4, , , ,VVZ,1100,1100,+,0100,DJG,1145,1145,+,0100,736,       ,F16Y86              ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216486ALG,CANCELED,01MAR2128FEB22,3, ,AH,6486,01,01,J,04MAR21,27MAY21, , , ,4, , , ,ALG,0805,0805,+,0100,VVZ,1000,1000,+,0100,736,       ,F16Y86              ,2021-04-01,2021-04-01,,,,4.0,,,,
0104216487DJG,CANCELED,01MAR2128FEB22,3, ,AH,6487,01,01,J,04MAR21,27MAY21, , , ,4, , , ,DJG,1245,1245,+,0100,ALG,1500,1500,+,0100,736,       ,F16Y86              ,2021-04-01,2021-04-01,,,,4.0,,,,
0105216006ALG,CANCELED,01MAR2128FEB22,3, ,AH,6006,03,01,J,04MAR21,29MAY21, , , ,4, ,6, ,ALG,1830,1610,+,0100,AAE,1930,1930,+,0100,73H,       ,F16Y132             ,2021-05-01,2021-05-01,,,,6.0,,09MAR2108MAR22,,
0105216007AAE,CANCELED,01MAR2128FEB22,3, ,AH,6007,05,01,J,05APR21,01JUN21,1,2,3, ,5,6, ,AAE,0715,0910,+,0100,ALG,0815,0815,+,0100,73H,       ,F16Y132             ,2021-05-01,2021-05-01,,,,6.0,,09MAR2108MAR22,,
0105216026ALG,CANCELED,01MAR2128FEB22,3, ,AH,6026,02,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,1840,1620,+,0100,CZL,1930,1930,+,0100,73H,       ,F16Y132             ,2021-05-01,2021-05-01,,,,6.0,,08MAR2107MAR22,,
0105216027CZL,CANCELED,01MAR2128FEB22,3, ,AH,6027,07,01,J,02APR21,01JUN21,1,2,3,4,5,6, ,CZL,0720,0900,+,0100,ALG,0810,0810,+,0100,73H,       ,F16Y132             ,2021-05-01,2021-05-01,,,,6.0,,08MAR2107MAR22,,
0105216028ALG,CANCELED,01MAR2128FEB22,3, ,AH,6028,01,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,0910,0910,+,0100,CZL,1015,1015,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216042ALG,CANCELED,01MAR2128FEB22,3, ,AH,6042,01,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,0950,1100,+,0100,BSK,1040,1040,+,0100,736,       ,F16Y85              ,2021-05-01,2021-05-01,,,,6.0,,15MAR2114MAR22,,
0105216043BSK,CANCELED,01MAR2128FEB22,3, ,AH,6043,01,01,J,06MAR21,29MAY21, , , , , ,6, ,BSK,1140,1250,+,0100,ALG,1230,1230,+,0100,736,       ,F16Y85              ,2021-05-01,2021-05-01,,,,6.0,,15MAR2114MAR22,,
0105216056ALG,CANCELED,01MAR2128FEB22,3, ,AH,6056,03,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,1350,1350,+,0100,GJL,1445,1445,+,0100,736,       ,F16Y85              ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216057GJL,CANCELED,01MAR2128FEB22,3, ,AH,6057,03,01,J,06MAR21,29MAY21, , , , , ,6, ,GJL,1545,1545,+,0100,ALG,1640,1640,+,0100,736,       ,F16Y85              ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216070ALG,CANCELED,01MAR2128FEB22,3, ,AH,6070,03,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,0940,0940,+,0100,LOO,1050,1050,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216071LOO,CANCELED,01MAR2128FEB22,3, ,AH,6071,03,01,J,06MAR21,29MAY21, , , , , ,6, ,LOO,1140,1140,+,0100,ALG,1245,1245,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216106ALG,CANCELED,01MAR2128FEB22,3, ,AH,6106,01,01,J,01MAR21,31MAY21,1, , ,4, ,6, ,ALG,1830,1600,+,0100,ORN,1930,1930,+,0100,73H,       ,F16Y132             ,2021-05-01,2021-05-01,,,,6.0,,08MAR2107MAR22,,
0105216107ORN,CANCELED,01MAR2128FEB22,3, ,AH,6107,11,01,J,10APR21,01JUN21,1,2,3, , ,6, ,ORN,0700,0850,+,0100,ALG,0800,0800,+,0100,73H,       ,F16Y132             ,2021-05-01,2021-05-01,,,,6.0,,08MAR2107MAR22,,
0105216132ALG,CANCELED,01MAR2128FEB22,3, ,AH,6132,03,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,0900,0900,+,0100,CBH,1115,1115,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216133CBH,CANCELED,01MAR2128FEB22,3, ,AH,6133,03,01,J,06MAR21,29MAY21, , , , , ,6, ,CBH,1205,1205,+,0100,ALG,1405,1405,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216141AZR,CANCELED,01MAR2128FEB22,3, ,AH,6141,04,01,J,06MAR21,29MAY21, , , , , ,6, ,AZR,0700,0700,+,0100,ALG,0950,0950,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216142ALG,CANCELED,01MAR2128FEB22,3, ,AH,6142,03,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,0920,0920,+,0100,AZR,1110,1110,+,0100,736,       ,F16Y86              ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216143AZR,CANCELED,01MAR2128FEB22,3, ,AH,6143,03,01,J,06MAR21,29MAY21, , , , , ,6, ,AZR,1210,1210,+,0100,ALG,1400,1400,+,0100,736,       ,F16Y86              ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216146ALG,CANCELED,01MAR2128FEB22,3, ,AH,6146,04,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,1140,1140,+,0100,TIN,1410,1410,+,0100,73H,       ,F16Y132             ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216147TIN,CANCELED,01MAR2128FEB22,3, ,AH,6147,04,01,J,06MAR21,29MAY21, , , , , ,6, ,TIN,1510,1510,+,0100,ALG,1730,1730,+,0100,73H,       ,F16Y132             ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216156ALG,CANCELED,01MAR2128FEB22,3, ,AH,6156,03,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,0930,0930,+,0100,TMX,1100,1100,+,0100,73H,       ,F16Y132             ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216157TMX,CANCELED,01MAR2128FEB22,3, ,AH,6157,03,01,J,06MAR21,29MAY21, , , , , ,6, ,TMX,1200,1200,+,0100,ALG,1330,1330,+,0100,73H,       ,F16Y132             ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216164AAE,CANCELED,01MAR2128FEB22,3, ,AH,6164,05,01,J,13MAR21,29MAY21, , , , , ,6, ,AAE,1435,1435,+,0100,ORN,1600,1600,+,0100,73H,       ,F16Y132             ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216165ORN,CANCELED,01MAR2128FEB22,3, ,AH,6165,05,01,J,13MAR21,29MAY21, , , , , ,6, ,ORN,1220,1220,+,0100,AAE,1335,1335,+,0100,73H,       ,F16Y132             ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216170ALG,CANCELED,01MAR2128FEB22,3, ,AH,6170,11,01,J,03APR21,29MAY21, , , , , ,6, ,ALG,0715,0715,+,0100,AAE,0830,0830,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216171AAE,CANCELED,01MAR2128FEB22,3, ,AH,6171,13,01,J,03APR21,29MAY21, , , , , ,6, ,AAE,0920,0920,+,0100,ALG,1035,1035,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216176ALG,CANCELED,01MAR2128FEB22,3, ,AH,6176,08,01,J,20MAR21,30MAY21, , , , , ,6,7,ALG,1500,1500,+,0100,AAE,1615,1615,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216177AAE,CANCELED,01MAR2128FEB22,3, ,AH,6177,08,01,J,20MAR21,30MAY21, , , , , ,6,7,AAE,1705,1705,+,0100,ALG,1825,1825,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216180ALG,CANCELED,01MAR2128FEB22,3, ,AH,6180,12,01,J,03APR21,29MAY21, , , , , ,6, ,ALG,0730,0730,+,0100,ORN,0845,0845,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216181ORN,CANCELED,01MAR2128FEB22,3, ,AH,6181,12,01,J,03APR21,29MAY21, , , , , ,6, ,ORN,0935,0935,+,0100,ALG,1050,1050,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216184ALG,CANCELED,01MAR2128FEB22,3, ,AH,6184,03,01,J,05MAR21,29MAY21, , , , ,5,6, ,ALG,1400,1400,+,0100,ORN,1500,1500,+,0100,736,       ,F16Y85              ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216185ORN,CANCELED,01MAR2128FEB22,3, ,AH,6185,01,01,J,02MAR21,29MAY21, ,2, , ,5,6, ,ORN,1600,1600,+,0100,ALG,1700,1700,+,0100,736,       ,F16Y85              ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216190ALG,CANCELED,01MAR2128FEB22,3, ,AH,6190,07,01,J,27MAR21,31MAY21,1, , ,4, ,6, ,ALG,0730,0730,+,0100,CZL,0840,0840,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216191CZL,CANCELED,01MAR2128FEB22,3, ,AH,6191,07,01,J,27MAR21,31MAY21,1, , ,4, ,6, ,CZL,0930,0930,+,0100,ALG,1040,1040,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216192ALG,CANCELED,01MAR2128FEB22,3, ,AH,6192,03,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,1500,1500,+,0100,CZL,1550,1550,+,0100,73H,       ,F16Y132             ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216193CZL,CANCELED,01MAR2128FEB22,3, ,AH,6193,03,01,J,06MAR21,29MAY21, , , , , ,6, ,CZL,1650,1650,+,0100,ALG,1740,1740,+,0100,73H,       ,F16Y132             ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216200ALG,CANCELED,01MAR2128FEB22,3, ,AH,6200,01,01,J,01MAR21,31MAY21,1, ,3,4,5,6,7,ALG,1730,1630,+,0100,GHA,1900,1900,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,11MAR2110MAR22,,
0105216201GHA,CANCELED,01MAR2128FEB22,3, ,AH,6201,07,01,J,05APR21,01JUN21,1,2, ,4,5,6, ,GHA,0715,0715,+,0100,ALG,0845,0845,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216216ALG,CANCELED,01MAR2128FEB22,3, ,AH,6216,13,01,J,03APR21,29MAY21, , , , , ,6, ,ALG,1130,1130,+,0100,OGX,1310,1310,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216217OGX,CANCELED,01MAR2128FEB22,3, ,AH,6217,13,01,J,03APR21,29MAY21, , , , , ,6, ,OGX,1400,1400,+,0100,ALG,1540,1540,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216222ALG,CANCELED,01MAR2128FEB22,3, ,AH,6222,03,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,1610,1610,+,0100,HME,1750,1750,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216223HME,CANCELED,01MAR2128FEB22,3, ,AH,6223,12,01,J,05APR21,01JUN21,1,2, ,4, ,6, ,HME,0630,0630,+,0100,ALG,0810,0810,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216228ALG,CANCELED,01MAR2128FEB22,3, ,AH,6228,01,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,1130,1130,+,0100,HME,1310,1310,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216229HME,CANCELED,01MAR2128FEB22,3, ,AH,6229,01,01,J,06MAR21,29MAY21, , , , , ,6, ,HME,1400,1400,+,0100,ALG,1540,1540,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216238ALG,CANCELED,01MAR2128FEB22,3, ,AH,6238,01,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,0900,0900,+,0100,TMR,1125,1125,+,0100,73H,       ,F16Y132             ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216239TMR,CANCELED,01MAR2128FEB22,3, ,AH,6239,01,01,J,06MAR21,29MAY21, , , , , ,6, ,TMR,1225,1225,+,0100,GHA,1405,1405,+,0100,73H,       ,F16Y132             ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216239GHA,CANCELED,01MAR2128FEB22,3, ,AH,6239,01,02,J,06MAR21,29MAY21, , , , , ,6, ,GHA,1505,1505,+,0100,ALG,1605,1605,+,0100,73H,       ,F16Y132             ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216252ALG,CANCELED,01MAR2128FEB22,3, ,AH,6252,10,01,J,27MAR21,29MAY21, , , , , ,6, ,ALG,0935,1035,+,0100,ELU,1100,1100,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,15MAR2114MAR22,,
0105216253ELU,CANCELED,01MAR2128FEB22,3, ,AH,6253,11,01,J,27MAR21,29MAY21, , , , , ,6, ,ELU,1150,1250,+,0100,ALG,1320,1320,+,0100,AT7,       ,Y66                 ,2021-05-01,2021-05-01,,,,6.0,,15MAR2114MAR22,,
0105216292DJG,CANCELED,01MAR2128FEB22,3, ,AH,6292,02,02,J,06MAR21,29MAY21, , , , , ,6, ,DJG,1220,1220,+,0100,TMR,1310,1310,+,0100,736,       ,F16Y86              ,2021-05-01,2021-05-01,,,,6.0,,,,
0105216292ALG,CANCELED,01MAR2128FEB22,3, ,AH,6292,02,01,J,06MAR21,29MAY21, , , , , ,6, ,ALG,0905,0905,+,0100,DJG,1120,1120,+,0100,736,       ,F16Y86              ,2021-05-01,2021-05-01,,,,6.0,,,,
