ID,KEY_FLT,ch_type_app,ch_std,ch_dest,ch_config,STD_x,STD_y,AC_x,AC_y,ARR_x,ARR_y,AC CONFIG1_x,AC CONFIG1_y,AC CONFIG2_x,AC CONFIG2_y,AC CONFIG3_x,AC CONFIG3_y,AC CONFIG4_x,AC CONFIG4_y
1212,1104216026ALG,2021-04-11 06:15:00,2021-04-11 06:15:00,2021-04-11 06:15:00,2021-04-11 06:15:00,12:05,18:30,B738,B736,ALG,CZL,16,16,0,0,132,86,0,0
1213,1104216143AZR,2021-04-11 06:15:00,2021-04-11 06:15:00,2021-04-11 06:15:00,2021-04-11 06:15:00,9:00 ,11:50,B737,B736,ORN,ALG,0,16,16,0,96,86,0,0
1214,1104216232DJG,,2021-04-11 06:15:00,2021-04-11 06:15:00,,8:45 ,13:15,B738,B738,GHA,ALG,16,16,0,0,132,132,0,0
1215,1104216232ALG,2021-04-11 06:15:00,2021-04-11 06:15:00,,2021-04-11 06:15:00,10:00,8:00 ,AT72,B738,TMR,TMR,0,16,0,0,66,132,0,0
1216,1304216051BJA,2021-04-11 06:15:00,2021-04-11 06:15:00,2021-04-11 06:15:00,2021-04-11 06:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
1217,1304216471GHA,2021-04-11 06:15:00,2021-04-11 06:15:00,2021-04-11 06:15:00,2021-04-11 06:15:00,9:00 ,14:20,B737,B736,ORN,ALG,0,16,16,0,96,86,0,0
1218,1304216527CZL,2021-04-11 06:15:00,2021-04-11 06:15:00,2021-04-11 06:15:00,2021-04-11 06:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
1219,1504216401OGX,,2021-04-11 06:15:00,2021-04-11 06:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
1220,1104216143AZR,,2021-04-11 07:15:00,,,14:20,11:50,B736,B736,ALG,ALG,16,16,0,0,86,86,0,0
1221,1104216194ALG,2021-04-11 07:15:00,2021-04-11 07:15:00,2021-04-11 07:15:00,2021-04-11 07:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
1222,1104216232ALG,2021-04-11 07:15:00,2021-04-11 07:15:00,2021-04-11 07:15:00,2021-04-11 07:15:00,14:30,8:00 ,AT72,B738,ORN,TMR,0,16,0,0,66,132,0,0
1223,1304216236ALG,,2021-04-11 07:15:00,2021-04-11 07:15:00,,13:15,8:45 ,B738,B738,ALG,GHA,16,16,0,0,132,132,0,0
1224,1304216527CZL,2021-04-11 07:15:00,2021-04-11 07:15:00,2021-04-11 07:15:00,2021-04-11 07:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
1225,1404216292TMR,2021-04-11 07:15:00,2021-04-11 07:15:00,2021-04-11 07:15:00,2021-04-11 07:15:00,18:30,12:05,B736,B738,CZL,ALG,16,16,0,0,86,132,0,0
1226,1404216478BMW,,2021-04-11 07:15:00,2021-04-11 07:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
1227,1504211227LYS,2021-04-11 07:15:00,2021-04-11 07:15:00,2021-04-11 07:15:00,2021-04-11 07:15:00,14:20,9:00 ,B736,B737,ALG,ORN,16,0,0,16,86,96,0,0
1228,1104216026ALG,2021-04-11 08:15:00,2021-04-11 08:15:00,2021-04-11 08:15:00,2021-04-11 08:15:00,12:05,18:30,B738,B736,ALG,CZL,16,16,0,0,132,86,0,0
1229,1104216143AZR,2021-04-11 08:15:00,2021-04-11 08:15:00,2021-04-11 08:15:00,2021-04-11 08:15:00,9:00 ,11:50,B737,B736,ORN,ALG,0,16,16,0,96,86,0,0
1230,1104216232DJG,,2021-04-11 08:15:00,2021-04-11 08:15:00,,8:45 ,13:15,B738,B738,GHA,ALG,16,16,0,0,132,132,0,0
1231,1104216232ALG,2021-04-11 08:15:00,2021-04-11 08:15:00,,2021-04-11 08:15:00,10:00,8:00 ,AT72,B738,TMR,TMR,0,16,0,0,66,132,0,0
1232,1304216051BJA,2021-04-11 08:15:00,2021-04-11 08:15:00,2021-04-11 08:15:00,2021-04-11 08:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
1233,1304216471GHA,2021-04-11 08:15:00,2021-04-11 08:15:00,2021-04-11 08:15:00,2021-04-11 08:15:00,9:00 ,14:20,B737,B736,ORN,ALG,0,16,16,0,96,86,0,0
1234,1304216527CZL,2021-04-11 08:15:00,2021-04-11 08:15:00,2021-04-11 08:15:00,2021-04-11 08:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
1235,1504216401OGX,,2021-04-11 08:15:00,2021-04-11 08:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
1236,1104216194ALG,2021-04-11 09:15:00,2021-04-11 09:15:00,2021-04-11 09:15:00,2021-04-11 09:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
1237,1104216232ALG,2021-04-11 09:15:00,2021-04-11 09:15:00,2021-04-11 09:15:00,2021-04-11 09:15:00,14:30,8:00 ,AT72,B738,ORN,TMR,0,16,0,0,66,132,0,0
1238,1304216236ALG,,2021-04-11 09:15:00,2021-04-11 09:15:00,,13:15,8:45 ,B738,B738,ALG,GHA,16,16,0,0,132,132,0,0
1239,1304216527CZL,2021-04-11 09:15:00,2021-04-11 09:15:00,2021-04-11 09:15:00,2021-04-11 09:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
1240,1404216292TMR,2021-04-11 09:15:00,2021-04-11 09:15:00,2021-04-11 09:15:00,2021-04-11 09:15:00,18:30,12:05,B736,B738,CZL,ALG,16,16,0,0,86,132,0,0
1241,1404216478BMW,,2021-04-11 09:15:00,2021-04-11 09:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
1242,1504211227LYS,2021-04-11 09:15:00,2021-04-11 09:15:00,2021-04-11 09:15:00,2021-04-11 09:15:00,14:20,9:00 ,B736,B737,ALG,ORN,16,0,0,16,86,96,0,0
1243,1104216026ALG,2021-04-11 10:15:00,2021-04-11 10:15:00,2021-04-11 10:15:00,2021-04-11 10:15:00,12:05,18:30,B738,B736,ALG,CZL,16,16,0,0,132,86,0,0
1244,1104216143AZR,2021-04-11 10:15:00,2021-04-11 10:15:00,2021-04-11 10:15:00,2021-04-11 10:15:00,9:00 ,11:50,B737,B736,ORN,ALG,0,16,16,0,96,86,0,0
1245,1104216232DJG,,2021-04-11 10:15:00,2021-04-11 10:15:00,,8:45 ,13:15,B738,B738,GHA,ALG,16,16,0,0,132,132,0,0
1246,1104216232ALG,2021-04-11 10:15:00,2021-04-11 10:15:00,,2021-04-11 10:15:00,10:00,8:00 ,AT72,B738,TMR,TMR,0,16,0,0,66,132,0,0
1247,1304216051BJA,2021-04-11 10:15:00,2021-04-11 10:15:00,2021-04-11 10:15:00,2021-04-11 10:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
1248,1304216471GHA,2021-04-11 10:15:00,2021-04-11 10:15:00,2021-04-11 10:15:00,2021-04-11 10:15:00,9:00 ,14:20,B737,B736,ORN,ALG,0,16,16,0,96,86,0,0
1249,1304216527CZL,2021-04-11 10:15:00,2021-04-11 10:15:00,2021-04-11 10:15:00,2021-04-11 10:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
1250,1504216401OGX,,2021-04-11 10:15:00,2021-04-11 10:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
1251,1104216143AZR,,2021-04-11 11:15:00,,,14:20,11:50,B736,B736,ALG,ALG,16,16,0,0,86,86,0,0
1252,1104216194ALG,2021-04-11 11:15:00,2021-04-11 11:15:00,2021-04-11 11:15:00,2021-04-11 11:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
1253,1104216232ALG,2021-04-11 11:15:00,2021-04-11 11:15:00,2021-04-11 11:15:00,2021-04-11 11:15:00,14:30,8:00 ,AT72,B738,ORN,TMR,0,16,0,0,66,132,0,0
1254,1304216236ALG,,2021-04-11 11:15:00,2021-04-11 11:15:00,,13:15,8:45 ,B738,B738,ALG,GHA,16,16,0,0,132,132,0,0
1255,1304216527CZL,2021-04-11 11:15:00,2021-04-11 11:15:00,2021-04-11 11:15:00,2021-04-11 11:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
1256,1404216292TMR,2021-04-11 11:15:00,2021-04-11 11:15:00,2021-04-11 11:15:00,2021-04-11 11:15:00,18:30,12:05,B736,B738,CZL,ALG,16,16,0,0,86,132,0,0
1257,1404216478BMW,,2021-04-11 11:15:00,2021-04-11 11:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
1258,1504211227LYS,2021-04-11 11:15:00,2021-04-11 11:15:00,2021-04-11 11:15:00,2021-04-11 11:15:00,14:20,9:00 ,B736,B737,ALG,ORN,16,0,0,16,86,96,0,0
1259,1104216026ALG,2021-04-11 13:15:00,2021-04-11 13:15:00,2021-04-11 13:15:00,2021-04-11 13:15:00,12:05,18:30,B738,B736,ALG,CZL,16,16,0,0,132,86,0,0
1260,1104216143AZR,2021-04-11 13:15:00,2021-04-11 13:15:00,2021-04-11 13:15:00,2021-04-11 13:15:00,9:00 ,11:50,B737,B736,ORN,ALG,0,16,16,0,96,86,0,0
1261,1104216232DJG,,2021-04-11 13:15:00,2021-04-11 13:15:00,,8:45 ,13:15,B738,B738,GHA,ALG,16,16,0,0,132,132,0,0
1262,1104216232ALG,2021-04-11 13:15:00,2021-04-11 13:15:00,,2021-04-11 13:15:00,10:00,8:00 ,AT72,B738,TMR,TMR,0,16,0,0,66,132,0,0
1263,1304216051BJA,2021-04-11 13:15:00,2021-04-11 13:15:00,2021-04-11 13:15:00,2021-04-11 13:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
1264,1304216471GHA,2021-04-11 13:15:00,2021-04-11 13:15:00,2021-04-11 13:15:00,2021-04-11 13:15:00,9:00 ,14:20,B737,B736,ORN,ALG,0,16,16,0,96,86,0,0
1265,1304216527CZL,2021-04-11 13:15:00,2021-04-11 13:15:00,2021-04-11 13:15:00,2021-04-11 13:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
1266,1504216401OGX,,2021-04-11 13:15:00,2021-04-11 13:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
1267,1104216143AZR,,2021-04-11 14:15:00,,,14:20,11:50,B736,B736,ALG,ALG,16,16,0,0,86,86,0,0
1268,1104216194ALG,2021-04-11 14:15:00,2021-04-11 14:15:00,2021-04-11 14:15:00,2021-04-11 14:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
1269,1104216232ALG,2021-04-11 14:15:00,2021-04-11 14:15:00,2021-04-11 14:15:00,2021-04-11 14:15:00,14:30,8:00 ,AT72,B738,ORN,TMR,0,16,0,0,66,132,0,0
1270,1304216236ALG,,2021-04-11 14:15:00,2021-04-11 14:15:00,,13:15,8:45 ,B738,B738,ALG,GHA,16,16,0,0,132,132,0,0
1271,1304216527CZL,2021-04-11 14:15:00,2021-04-11 14:15:00,2021-04-11 14:15:00,2021-04-11 14:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
1272,1404216292TMR,2021-04-11 14:15:00,2021-04-11 14:15:00,2021-04-11 14:15:00,2021-04-11 14:15:00,18:30,12:05,B736,B738,CZL,ALG,16,16,0,0,86,132,0,0
1273,1404216478BMW,,2021-04-11 14:15:00,2021-04-11 14:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
1274,1504211227LYS,2021-04-11 14:15:00,2021-04-11 14:15:00,2021-04-11 14:15:00,2021-04-11 14:15:00,14:20,9:00 ,B736,B737,ALG,ORN,16,0,0,16,86,96,0,0
1275,1104216026ALG,2021-04-11 15:15:00,2021-04-11 15:15:00,2021-04-11 15:15:00,2021-04-11 15:15:00,12:05,18:30,B738,B736,ALG,CZL,16,16,0,0,132,86,0,0
1276,1104216143AZR,2021-04-11 15:15:00,2021-04-11 15:15:00,2021-04-11 15:15:00,2021-04-11 15:15:00,9:00 ,11:50,B737,B736,ORN,ALG,0,16,16,0,96,86,0,0
1277,1104216232DJG,,2021-04-11 15:15:00,2021-04-11 15:15:00,,8:45 ,13:15,B738,B738,GHA,ALG,16,16,0,0,132,132,0,0
1278,1104216232ALG,2021-04-11 15:15:00,2021-04-11 15:15:00,,2021-04-11 15:15:00,10:00,8:00 ,AT72,B738,TMR,TMR,0,16,0,0,66,132,0,0
1279,1304216051BJA,2021-04-11 15:15:00,2021-04-11 15:15:00,2021-04-11 15:15:00,2021-04-11 15:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
1280,1304216471GHA,2021-04-11 15:15:00,2021-04-11 15:15:00,2021-04-11 15:15:00,2021-04-11 15:15:00,9:00 ,14:20,B737,B736,ORN,ALG,0,16,16,0,96,86,0,0
1281,1304216527CZL,2021-04-11 15:15:00,2021-04-11 15:15:00,2021-04-11 15:15:00,2021-04-11 15:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
1282,1504216401OGX,,2021-04-11 15:15:00,2021-04-11 15:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
1283,1104216143AZR,,2021-04-11 16:15:00,,,14:20,11:50,B736,B736,ALG,ALG,16,16,0,0,86,86,0,0
1284,1104216194ALG,2021-04-11 16:15:00,2021-04-11 16:15:00,2021-04-11 16:15:00,2021-04-11 16:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
1285,1104216232ALG,2021-04-11 16:15:00,2021-04-11 16:15:00,2021-04-11 16:15:00,2021-04-11 16:15:00,14:30,8:00 ,AT72,B738,ORN,TMR,0,16,0,0,66,132,0,0
1286,1304216236ALG,,2021-04-11 16:15:00,2021-04-11 16:15:00,,13:15,8:45 ,B738,B738,ALG,GHA,16,16,0,0,132,132,0,0
1287,1304216527CZL,2021-04-11 16:15:00,2021-04-11 16:15:00,2021-04-11 16:15:00,2021-04-11 16:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
1288,1404216292TMR,2021-04-11 16:15:00,2021-04-11 16:15:00,2021-04-11 16:15:00,2021-04-11 16:15:00,18:30,12:05,B736,B738,CZL,ALG,16,16,0,0,86,132,0,0
1289,1404216478BMW,,2021-04-11 16:15:00,2021-04-11 16:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
1290,1504211227LYS,2021-04-11 16:15:00,2021-04-11 16:15:00,2021-04-11 16:15:00,2021-04-11 16:15:00,14:20,9:00 ,B736,B737,ALG,ORN,16,0,0,16,86,96,0,0
1291,1104216026ALG,2021-04-11 17:15:00,2021-04-11 17:15:00,2021-04-11 17:15:00,2021-04-11 17:15:00,12:05,18:30,B738,B736,ALG,CZL,16,16,0,0,132,86,0,0
1292,1104216143AZR,2021-04-11 17:15:00,2021-04-11 17:15:00,2021-04-11 17:15:00,2021-04-11 17:15:00,9:00 ,11:50,B737,B736,ORN,ALG,0,16,16,0,96,86,0,0
1293,1104216232DJG,,2021-04-11 17:15:00,2021-04-11 17:15:00,,8:45 ,13:15,B738,B738,GHA,ALG,16,16,0,0,132,132,0,0
1294,1104216232ALG,2021-04-11 17:15:00,2021-04-11 17:15:00,,2021-04-11 17:15:00,10:00,8:00 ,AT72,B738,TMR,TMR,0,16,0,0,66,132,0,0
1295,1304216051BJA,2021-04-11 17:15:00,2021-04-11 17:15:00,2021-04-11 17:15:00,2021-04-11 17:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
1296,1304216471GHA,2021-04-11 17:15:00,2021-04-11 17:15:00,2021-04-11 17:15:00,2021-04-11 17:15:00,9:00 ,14:20,B737,B736,ORN,ALG,0,16,16,0,96,86,0,0
1297,1304216527CZL,2021-04-11 17:15:00,2021-04-11 17:15:00,2021-04-11 17:15:00,2021-04-11 17:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
1298,1504216401OGX,,2021-04-11 17:15:00,2021-04-11 17:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
1299,1104216143AZR,,2021-04-11 18:15:00,,,14:20,11:50,B736,B736,ALG,ALG,16,16,0,0,86,86,0,0
1300,1104216194ALG,2021-04-11 18:15:00,2021-04-11 18:15:00,2021-04-11 18:15:00,2021-04-11 18:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
1301,1104216232ALG,2021-04-11 18:15:00,2021-04-11 18:15:00,2021-04-11 18:15:00,2021-04-11 18:15:00,14:30,8:00 ,AT72,B738,ORN,TMR,0,16,0,0,66,132,0,0
1302,1304216236ALG,,2021-04-11 18:15:00,2021-04-11 18:15:00,,13:15,8:45 ,B738,B738,ALG,GHA,16,16,0,0,132,132,0,0
1303,1304216527CZL,2021-04-11 18:15:00,2021-04-11 18:15:00,2021-04-11 18:15:00,2021-04-11 18:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
1304,1404216292TMR,2021-04-11 18:15:00,2021-04-11 18:15:00,2021-04-11 18:15:00,2021-04-11 18:15:00,18:30,12:05,B736,B738,CZL,ALG,16,16,0,0,86,132,0,0
1305,1404216478BMW,,2021-04-11 18:15:00,2021-04-11 18:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
1306,1504211227LYS,2021-04-11 18:15:00,2021-04-11 18:15:00,2021-04-11 18:15:00,2021-04-11 18:15:00,14:20,9:00 ,B736,B737,ALG,ORN,16,0,0,16,86,96,0,0
1307,1104216026ALG,2021-04-11 19:15:00,2021-04-11 19:15:00,2021-04-11 19:15:00,2021-04-11 19:15:00,12:05,18:30,B738,B736,ALG,CZL,16,16,0,0,132,86,0,0
1308,1104216143AZR,2021-04-11 19:15:00,2021-04-11 19:15:00,2021-04-11 19:15:00,2021-04-11 19:15:00,9:00 ,11:50,B737,B736,ORN,ALG,0,16,16,0,96,86,0,0
1309,1104216232DJG,,2021-04-11 19:15:00,2021-04-11 19:15:00,,8:45 ,13:15,B738,B738,GHA,ALG,16,16,0,0,132,132,0,0
1310,1104216232ALG,2021-04-11 19:15:00,2021-04-11 19:15:00,,2021-04-11 19:15:00,10:00,8:00 ,AT72,B738,TMR,TMR,0,16,0,0,66,132,0,0
1311,1304216051BJA,2021-04-11 19:15:00,2021-04-11 19:15:00,2021-04-11 19:15:00,2021-04-11 19:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
1312,1304216471GHA,2021-04-11 19:15:00,2021-04-11 19:15:00,2021-04-11 19:15:00,2021-04-11 19:15:00,9:00 ,14:20,B737,B736,ORN,ALG,0,16,16,0,96,86,0,0
1313,1304216527CZL,2021-04-11 19:15:00,2021-04-11 19:15:00,2021-04-11 19:15:00,2021-04-11 19:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
1314,1504216401OGX,,2021-04-11 19:15:00,2021-04-11 19:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
1315,1104216143AZR,,2021-04-11 20:15:00,,,14:20,11:50,B736,B736,ALG,ALG,16,16,0,0,86,86,0,0
1316,1104216194ALG,2021-04-11 20:15:00,2021-04-11 20:15:00,2021-04-11 20:15:00,2021-04-11 20:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
1317,1104216232ALG,2021-04-11 20:15:00,2021-04-11 20:15:00,2021-04-11 20:15:00,2021-04-11 20:15:00,14:30,8:00 ,AT72,B738,ORN,TMR,0,16,0,0,66,132,0,0
1318,1304216236ALG,,2021-04-11 20:15:00,2021-04-11 20:15:00,,13:15,8:45 ,B738,B738,ALG,GHA,16,16,0,0,132,132,0,0
1319,1304216527CZL,2021-04-11 20:15:00,2021-04-11 20:15:00,2021-04-11 20:15:00,2021-04-11 20:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
1320,1404216292TMR,2021-04-11 20:15:00,2021-04-11 20:15:00,2021-04-11 20:15:00,2021-04-11 20:15:00,18:30,12:05,B736,B738,CZL,ALG,16,16,0,0,86,132,0,0
1321,1404216478BMW,,2021-04-11 20:15:00,2021-04-11 20:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
1322,1504211227LYS,2021-04-11 20:15:00,2021-04-11 20:15:00,2021-04-11 20:15:00,2021-04-11 20:15:00,14:20,9:00 ,B736,B737,ALG,ORN,16,0,0,16,86,96,0,0
1323,1104216026ALG,2021-04-11 21:15:00,2021-04-11 21:15:00,2021-04-11 21:15:00,2021-04-11 21:15:00,12:05,18:30,B738,B736,ALG,CZL,16,16,0,0,132,86,0,0
1324,1104216143AZR,2021-04-11 21:15:00,2021-04-11 21:15:00,2021-04-11 21:15:00,2021-04-11 21:15:00,9:00 ,11:50,B737,B736,ORN,ALG,0,16,16,0,96,86,0,0
1325,1104216232DJG,,2021-04-11 21:15:00,2021-04-11 21:15:00,,8:45 ,13:15,B738,B738,GHA,ALG,16,16,0,0,132,132,0,0
1326,1104216232ALG,2021-04-11 21:15:00,2021-04-11 21:15:00,,2021-04-11 21:15:00,10:00,8:00 ,AT72,B738,TMR,TMR,0,16,0,0,66,132,0,0
1327,1304216051BJA,2021-04-11 21:15:00,2021-04-11 21:15:00,2021-04-11 21:15:00,2021-04-11 21:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
1328,1304216471GHA,2021-04-11 21:15:00,2021-04-11 21:15:00,2021-04-11 21:15:00,2021-04-11 21:15:00,9:00 ,14:20,B737,B736,ORN,ALG,0,16,16,0,96,86,0,0
1329,1304216527CZL,2021-04-11 21:15:00,2021-04-11 21:15:00,2021-04-11 21:15:00,2021-04-11 21:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
1330,1504216401OGX,,2021-04-11 21:15:00,2021-04-11 21:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
1331,1104216143AZR,,2021-04-11 22:15:00,,,14:20,11:50,B736,B736,ALG,ALG,16,16,0,0,86,86,0,0
1332,1104216194ALG,2021-04-11 22:15:00,2021-04-11 22:15:00,2021-04-11 22:15:00,2021-04-11 22:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
1333,1104216232ALG,2021-04-11 22:15:00,2021-04-11 22:15:00,2021-04-11 22:15:00,2021-04-11 22:15:00,14:30,8:00 ,AT72,B738,ORN,TMR,0,16,0,0,66,132,0,0
1334,1304216236ALG,,2021-04-11 22:15:00,2021-04-11 22:15:00,,13:15,8:45 ,B738,B738,ALG,GHA,16,16,0,0,132,132,0,0
1335,1304216527CZL,2021-04-11 22:15:00,2021-04-11 22:15:00,2021-04-11 22:15:00,2021-04-11 22:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
1336,1404216292TMR,2021-04-11 22:15:00,2021-04-11 22:15:00,2021-04-11 22:15:00,2021-04-11 22:15:00,18:30,12:05,B736,B738,CZL,ALG,16,16,0,0,86,132,0,0
1337,1404216478BMW,,2021-04-11 22:15:00,2021-04-11 22:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
1338,1504211227LYS,2021-04-11 22:15:00,2021-04-11 22:15:00,2021-04-11 22:15:00,2021-04-11 22:15:00,14:20,9:00 ,B736,B737,ALG,ORN,16,0,0,16,86,96,0,0
1339,1104216026ALG,2021-04-11 23:15:00,2021-04-11 23:15:00,2021-04-11 23:15:00,2021-04-11 23:15:00,12:05,18:30,B738,B736,ALG,CZL,16,16,0,0,132,86,0,0
1340,1104216143AZR,2021-04-11 23:15:00,2021-04-11 23:15:00,2021-04-11 23:15:00,2021-04-11 23:15:00,9:00 ,11:50,B737,B736,ORN,ALG,0,16,16,0,96,86,0,0
1341,1104216232DJG,,2021-04-11 23:15:00,2021-04-11 23:15:00,,8:45 ,13:15,B738,B738,GHA,ALG,16,16,0,0,132,132,0,0
1342,1104216232ALG,2021-04-11 23:15:00,2021-04-11 23:15:00,,2021-04-11 23:15:00,10:00,8:00 ,AT72,B738,TMR,TMR,0,16,0,0,66,132,0,0
1343,1304216051BJA,2021-04-11 23:15:00,2021-04-11 23:15:00,2021-04-11 23:15:00,2021-04-11 23:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
1344,1304216471GHA,2021-04-11 23:15:00,2021-04-11 23:15:00,2021-04-11 23:15:00,2021-04-11 23:15:00,9:00 ,14:20,B737,B736,ORN,ALG,0,16,16,0,96,86,0,0
1345,1304216527CZL,2021-04-11 23:15:00,2021-04-11 23:15:00,2021-04-11 23:15:00,2021-04-11 23:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
1346,1504216401OGX,,2021-04-11 23:15:00,2021-04-11 23:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
1347,1304216236ALG,,2021-04-12 00:15:00,2021-04-12 00:15:00,,13:15,8:45 ,B738,B738,ALG,GHA,16,16,0,0,132,132,0,0
1348,1304216527CZL,2021-04-12 00:15:00,2021-04-12 00:15:00,2021-04-12 00:15:00,2021-04-12 00:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
1349,1404216292TMR,2021-04-12 00:15:00,2021-04-12 00:15:00,2021-04-12 00:15:00,2021-04-12 00:15:00,18:30,12:05,B736,B738,CZL,ALG,16,16,0,0,86,132,0,0
1350,1404216478BMW,,2021-04-12 00:15:00,2021-04-12 00:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
1351,1504211227LYS,2021-04-12 00:15:00,2021-04-12 00:15:00,2021-04-12 00:15:00,2021-04-12 00:15:00,14:20,9:00 ,B736,B737,ALG,ORN,16,0,0,16,86,96,0,0
1352,1304216471GHA,2021-04-12 01:15:00,2021-04-12 01:15:00,2021-04-12 01:15:00,2021-04-12 01:15:00,9:00 ,14:20,B737,B736,ORN,ALG,0,16,16,0,96,86,0,0
1353,1304216527CZL,2021-04-12 01:15:00,2021-04-12 01:15:00,2021-04-12 01:15:00,2021-04-12 01:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
1354,1504216401OGX,,2021-04-12 01:15:00,2021-04-12 01:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
1355,1304216527CZL,2021-04-12 02:15:00,2021-04-12 02:15:00,2021-04-12 02:15:00,2021-04-12 02:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
1356,1404216478BMW,,2021-04-12 02:15:00,2021-04-12 02:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
1357,1504211227LYS,2021-04-12 02:15:00,2021-04-12 02:15:00,2021-04-12 02:15:00,2021-04-12 02:15:00,14:20,9:00 ,B736,B737,ALG,ORN,16,0,0,16,86,96,0,0
1358,1304216471GHA,2021-04-12 03:15:00,2021-04-12 03:15:00,2021-04-12 03:15:00,2021-04-12 03:15:00,9:00 ,14:20,B737,B736,ORN,ALG,0,16,16,0,96,86,0,0
