ID,KEY_FLT,ch_type_app,ch_std,ch_dest,ch_config,STD_x,STD_y,AC_x,AC_y,ARR_x,ARR_y,AC CONFIG1_x,AC CONFIG1_y,AC CONFIG2_x,AC CONFIG2_y,AC CONFIG3_x,AC CONFIG3_y,AC CONFIG4_x,AC CONFIG4_y
366,1304216527CZL,2021-04-08 09:15:00,2021-04-08 09:15:00,2021-04-08 09:15:00,2021-04-08 09:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
367,1404216478BMW,,2021-04-08 09:15:00,2021-04-08 09:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
368,0804216184ALG,2021-04-08 10:15:00,,,2021-04-08 10:15:00,14:40,14:40,B736,B738,ORN,ORN,16,16,0,0,86,132,0,0
369,0804216185ORN,2021-04-08 10:15:00,,,2021-04-08 10:15:00,16:40,16:40,B736,B738,ALG,ALG,16,16,0,0,86,132,0,0
370,0904216318ALG,2021-04-08 10:15:00,2021-04-08 10:15:00,2021-04-08 10:15:00,2021-04-08 10:15:00,12:15,10:30,B738,AT72,ALG,ELG,16,0,0,0,132,66,0,0
371,1004214201CMN,2021-04-08 10:15:00,2021-04-08 10:15:00,2021-04-08 10:15:00,2021-04-08 10:15:00,11:50,17:00,B736,B737,ELU,ALG,16,0,0,16,86,96,0,0
372,1004216043BSK,,2021-04-08 10:15:00,2021-04-08 10:15:00,,14:05,11:40,B738,B738,CZL,ALG,16,16,0,0,132,132,0,0
373,1104216106ALG,,2021-04-08 10:15:00,2021-04-08 10:15:00,,9:50 ,18:45,B738,B738,BSK,ORN,16,16,0,0,132,132,0,0
374,1104216177AAE,2021-04-08 10:15:00,2021-04-08 10:15:00,,2021-04-08 10:15:00,15:10,16:15,A335,B736,ALG,ALG,18,16,14,0,219,86,0,0
375,1104216232DJG,2021-04-08 10:15:00,2021-04-08 10:15:00,2021-04-08 10:15:00,2021-04-08 10:15:00,8:45 ,14:15,B738,A335,GHA,ALG,16,18,0,14,132,219,0,0
376,1104216232ALG,2021-04-08 10:15:00,2021-04-08 10:15:00,,2021-04-08 10:15:00,10:00,8:00 ,AT72,A335,TMR,TMR,0,18,0,14,66,219,0,0
377,1304216051BJA,2021-04-08 10:15:00,2021-04-08 10:15:00,2021-04-08 10:15:00,2021-04-08 10:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
378,1304216201GHA,2021-04-08 10:15:00,2021-04-08 10:15:00,2021-04-08 10:15:00,2021-04-08 10:15:00,12:50,7:15 ,A335,AT72,TMR,ALG,18,0,14,0,219,66,0,0
379,1304216527CZL,2021-04-08 10:15:00,2021-04-08 10:15:00,2021-04-08 10:15:00,2021-04-08 10:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
380,1404216126ORN,2021-04-08 10:15:00,2021-04-08 10:15:00,2021-04-08 10:15:00,2021-04-08 10:15:00,9:05 ,6:20 ,A335,AT72,DJG,EBH,18,0,14,0,219,66,0,0
381,1504216401OGX,,2021-04-08 10:15:00,2021-04-08 10:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
382,0904216232DJG,2021-04-08 11:15:00,2021-04-08 11:15:00,,2021-04-08 11:15:00,13:55,12:45,A335,B738,ALG,ALG,18,16,14,0,219,132,0,0
383,0904216232ALG,2021-04-08 11:15:00,,,2021-04-08 11:15:00,7:30 ,7:30 ,A335,B738,TMR,TMR,18,16,14,0,219,132,0,0
384,0904216232TMR,2021-04-08 11:15:00,2021-04-08 11:15:00,,2021-04-08 11:15:00,11:25,10:55,A335,B738,DJG,DJG,18,16,14,0,219,132,0,0
385,1004216042ALG,,2021-04-08 11:15:00,2021-04-08 11:15:00,,18:45,9:50 ,B738,B738,ORN,BSK,16,16,0,0,132,132,0,0
386,1004216043BSK,2021-04-08 11:15:00,2021-04-08 11:15:00,,2021-04-08 11:15:00,11:35,11:40,AT72,B738,ALG,ALG,0,16,0,0,66,132,0,0
387,1004216292DJG,2021-04-08 11:15:00,2021-04-08 11:15:00,2021-04-08 11:15:00,2021-04-08 11:15:00,7:15 ,12:20,AT72,B738,ALG,TMR,0,16,0,0,66,132,0,0
388,1004216292ALG,2021-04-08 11:15:00,2021-04-08 11:15:00,2021-04-08 11:15:00,2021-04-08 11:15:00,6:20 ,9:05 ,AT72,B738,EBH,DJG,0,16,0,0,66,132,0,0
389,1004216292TMR,2021-04-08 11:15:00,2021-04-08 11:15:00,,2021-04-08 11:15:00,16:15,14:10,B736,B738,ALG,ALG,16,16,0,0,86,132,0,0
390,1104216194ALG,2021-04-08 11:15:00,2021-04-08 11:15:00,2021-04-08 11:15:00,2021-04-08 11:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
391,1104216232TMR,2021-04-08 11:15:00,2021-04-08 11:15:00,,2021-04-08 11:15:00,11:55,11:25,A335,B738,DJG,DJG,18,16,14,0,219,132,0,0
392,1104216232DJG,2021-04-08 11:15:00,2021-04-08 11:15:00,,2021-04-08 11:15:00,14:15,13:15,A335,B738,ALG,ALG,18,16,14,0,219,132,0,0
393,1104216232ALG,2021-04-08 11:15:00,2021-04-08 11:15:00,2021-04-08 11:15:00,2021-04-08 11:15:00,14:30,8:00 ,AT72,B738,ORN,TMR,0,16,0,0,66,132,0,0
394,1104216252ALG,2021-04-08 11:15:00,2021-04-08 11:15:00,2021-04-08 11:15:00,2021-04-08 11:15:00,17:00,11:50,B737,B736,ALG,ELU,0,16,16,0,96,86,0,0
395,1304215607BKO,2021-04-08 11:15:00,2021-04-08 11:15:00,2021-04-08 11:15:00,2021-04-08 11:15:00,10:30,12:15,AT72,B738,ELG,ALG,0,16,0,0,66,132,0,0
396,1304216236ALG,2021-04-08 11:15:00,2021-04-08 11:15:00,2021-04-08 11:15:00,2021-04-08 11:15:00,14:15,8:45 ,A335,B738,ALG,GHA,18,16,14,0,219,132,0,0
397,1304216527CZL,2021-04-08 11:15:00,2021-04-08 11:15:00,2021-04-08 11:15:00,2021-04-08 11:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
398,1404216478BMW,,2021-04-08 11:15:00,2021-04-08 11:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
399,0904216318ALG,2021-04-08 12:15:00,2021-04-08 12:15:00,2021-04-08 12:15:00,2021-04-08 12:15:00,12:15,10:30,B738,AT72,ALG,ELG,16,0,0,0,132,66,0,0
400,1004214201CMN,2021-04-08 12:15:00,2021-04-08 12:15:00,2021-04-08 12:15:00,2021-04-08 12:15:00,11:50,17:00,B736,B737,ELU,ALG,16,0,0,16,86,96,0,0
401,1004216043BSK,,2021-04-08 12:15:00,2021-04-08 12:15:00,,14:05,11:40,B738,B738,CZL,ALG,16,16,0,0,132,132,0,0
402,1104216106ALG,,2021-04-08 12:15:00,2021-04-08 12:15:00,,9:50 ,18:45,B738,B738,BSK,ORN,16,16,0,0,132,132,0,0
403,1104216177AAE,2021-04-08 12:15:00,2021-04-08 12:15:00,,2021-04-08 12:15:00,14:10,16:15,B738,B736,ALG,ALG,16,16,0,0,132,86,0,0
404,1104216232DJG,,2021-04-08 12:15:00,2021-04-08 12:15:00,,8:45 ,13:15,B738,B738,GHA,ALG,16,16,0,0,132,132,0,0
405,1104216232ALG,2021-04-08 12:15:00,2021-04-08 12:15:00,,2021-04-08 12:15:00,10:00,8:00 ,AT72,B738,TMR,TMR,0,16,0,0,66,132,0,0
406,1304216051BJA,2021-04-08 12:15:00,2021-04-08 12:15:00,2021-04-08 12:15:00,2021-04-08 12:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
407,1304216201GHA,2021-04-08 12:15:00,2021-04-08 12:15:00,2021-04-08 12:15:00,2021-04-08 12:15:00,12:20,7:15 ,B738,AT72,TMR,ALG,16,0,0,0,132,66,0,0
408,1304216527CZL,2021-04-08 12:15:00,2021-04-08 12:15:00,2021-04-08 12:15:00,2021-04-08 12:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
409,1404216126ORN,2021-04-08 12:15:00,2021-04-08 12:15:00,2021-04-08 12:15:00,2021-04-08 12:15:00,9:05 ,6:20 ,B738,AT72,DJG,EBH,16,0,0,0,132,66,0,0
410,1504216401OGX,,2021-04-08 12:15:00,2021-04-08 12:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
411,0904211208ALG,2021-04-08 13:15:00,2021-04-08 13:15:00,,2021-04-08 13:15:00,7:00 ,6:00 ,B738,B737,CDG,CDG,16,0,0,16,132,96,0,0
412,0904211209CDG,2021-04-08 13:15:00,2021-04-08 13:15:00,,2021-04-08 13:15:00,10:30,9:30 ,B738,B737,ALG,ALG,16,0,0,16,132,96,0,0
413,1004211208ALG,,2021-04-08 13:15:00,,,7:00 ,6:00 ,B738,B738,CDG,CDG,16,16,0,0,132,132,0,0
414,1004211209CDG,,2021-04-08 13:15:00,,,10:30,9:30 ,B738,B738,ALG,ALG,16,16,0,0,132,132,0,0
415,1004216042ALG,,2021-04-08 13:15:00,2021-04-08 13:15:00,,18:45,9:50 ,B738,B738,ORN,BSK,16,16,0,0,132,132,0,0
416,1004216043BSK,2021-04-08 13:15:00,2021-04-08 13:15:00,,2021-04-08 13:15:00,11:35,11:40,AT72,B738,ALG,ALG,0,16,0,0,66,132,0,0
417,1004216292DJG,2021-04-08 13:15:00,2021-04-08 13:15:00,2021-04-08 13:15:00,2021-04-08 13:15:00,7:15 ,12:20,AT72,B738,ALG,TMR,0,16,0,0,66,132,0,0
418,1004216292ALG,2021-04-08 13:15:00,2021-04-08 13:15:00,2021-04-08 13:15:00,2021-04-08 13:15:00,6:20 ,9:05 ,AT72,B738,EBH,DJG,0,16,0,0,66,132,0,0
419,1004216292TMR,2021-04-08 13:15:00,2021-04-08 13:15:00,,2021-04-08 13:15:00,16:15,14:10,B736,B738,ALG,ALG,16,16,0,0,86,132,0,0
420,1104216194ALG,2021-04-08 13:15:00,2021-04-08 13:15:00,2021-04-08 13:15:00,2021-04-08 13:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
421,1104216232ALG,2021-04-08 13:15:00,2021-04-08 13:15:00,2021-04-08 13:15:00,2021-04-08 13:15:00,14:30,8:00 ,AT72,B738,ORN,TMR,0,16,0,0,66,132,0,0
422,1104216252ALG,2021-04-08 13:15:00,2021-04-08 13:15:00,2021-04-08 13:15:00,2021-04-08 13:15:00,17:00,11:50,B737,B736,ALG,ELU,0,16,16,0,96,86,0,0
423,1304215607BKO,2021-04-08 13:15:00,2021-04-08 13:15:00,2021-04-08 13:15:00,2021-04-08 13:15:00,10:30,12:15,AT72,B738,ELG,ALG,0,16,0,0,66,132,0,0
424,1304216236ALG,,2021-04-08 13:15:00,2021-04-08 13:15:00,,13:15,8:45 ,B738,B738,ALG,GHA,16,16,0,0,132,132,0,0
425,1304216527CZL,2021-04-08 13:15:00,2021-04-08 13:15:00,2021-04-08 13:15:00,2021-04-08 13:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
426,1404216478BMW,,2021-04-08 13:15:00,2021-04-08 13:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
427,0904216318ALG,2021-04-08 14:15:00,2021-04-08 14:15:00,2021-04-08 14:15:00,2021-04-08 14:15:00,12:15,10:30,B738,AT72,ALG,ELG,16,0,0,0,132,66,0,0
428,1004214201CMN,2021-04-08 14:15:00,2021-04-08 14:15:00,2021-04-08 14:15:00,2021-04-08 14:15:00,11:50,17:00,B736,B737,ELU,ALG,16,0,0,16,86,96,0,0
429,1004216043BSK,,2021-04-08 14:15:00,2021-04-08 14:15:00,,14:05,11:40,B738,B738,CZL,ALG,16,16,0,0,132,132,0,0
430,1104216106ALG,,2021-04-08 14:15:00,2021-04-08 14:15:00,,9:50 ,18:45,B738,B738,BSK,ORN,16,16,0,0,132,132,0,0
431,1104216142ALG,,2021-04-08 14:15:00,2021-04-08 14:15:00,,9:30 ,9:00 ,B738,B738,ALG,AZR,16,16,0,0,132,132,0,0
432,1104216177AAE,2021-04-08 14:15:00,2021-04-08 14:15:00,,2021-04-08 14:15:00,14:10,16:15,B738,B736,ALG,ALG,16,16,0,0,132,86,0,0
433,1104216232DJG,,2021-04-08 14:15:00,2021-04-08 14:15:00,,8:45 ,13:15,B738,B738,GHA,ALG,16,16,0,0,132,132,0,0
434,1104216232ALG,2021-04-08 14:15:00,2021-04-08 14:15:00,,2021-04-08 14:15:00,10:00,8:00 ,AT72,B738,TMR,TMR,0,16,0,0,66,132,0,0
435,1304216051BJA,2021-04-08 14:15:00,2021-04-08 14:15:00,2021-04-08 14:15:00,2021-04-08 14:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
436,1304216201GHA,2021-04-08 14:15:00,2021-04-08 14:15:00,2021-04-08 14:15:00,2021-04-08 14:15:00,12:20,7:15 ,B738,AT72,TMR,ALG,16,0,0,0,132,66,0,0
437,1304216527CZL,2021-04-08 14:15:00,2021-04-08 14:15:00,2021-04-08 14:15:00,2021-04-08 14:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
438,1404216126ORN,2021-04-08 14:15:00,2021-04-08 14:15:00,2021-04-08 14:15:00,2021-04-08 14:15:00,9:05 ,6:20 ,B738,AT72,DJG,EBH,16,0,0,0,132,66,0,0
439,1504216401OGX,,2021-04-08 14:15:00,2021-04-08 14:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
440,1004211209CDG,,2021-04-08 15:15:00,2021-04-08 15:15:00,,9:00 ,9:30 ,B738,B738,AZR,ALG,16,16,0,0,132,132,0,0
441,1004216042ALG,,2021-04-08 15:15:00,2021-04-08 15:15:00,,18:45,9:50 ,B738,B738,ORN,BSK,16,16,0,0,132,132,0,0
442,1004216043BSK,2021-04-08 15:15:00,2021-04-08 15:15:00,,2021-04-08 15:15:00,11:35,11:40,AT72,B738,ALG,ALG,0,16,0,0,66,132,0,0
443,1004216292DJG,2021-04-08 15:15:00,2021-04-08 15:15:00,2021-04-08 15:15:00,2021-04-08 15:15:00,7:15 ,12:20,AT72,B738,ALG,TMR,0,16,0,0,66,132,0,0
444,1004216292ALG,2021-04-08 15:15:00,2021-04-08 15:15:00,2021-04-08 15:15:00,2021-04-08 15:15:00,6:20 ,9:05 ,AT72,B738,EBH,DJG,0,16,0,0,66,132,0,0
445,1004216292TMR,2021-04-08 15:15:00,2021-04-08 15:15:00,,2021-04-08 15:15:00,16:15,14:10,B736,B738,ALG,ALG,16,16,0,0,86,132,0,0
446,1104216194ALG,2021-04-08 15:15:00,2021-04-08 15:15:00,2021-04-08 15:15:00,2021-04-08 15:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
447,1104216232ALG,2021-04-08 15:15:00,2021-04-08 15:15:00,2021-04-08 15:15:00,2021-04-08 15:15:00,14:30,8:00 ,AT72,B738,ORN,TMR,0,16,0,0,66,132,0,0
448,1104216252ALG,2021-04-08 15:15:00,2021-04-08 15:15:00,2021-04-08 15:15:00,2021-04-08 15:15:00,17:00,11:50,B737,B736,ALG,ELU,0,16,16,0,96,86,0,0
449,1304215607BKO,2021-04-08 15:15:00,2021-04-08 15:15:00,2021-04-08 15:15:00,2021-04-08 15:15:00,10:30,12:15,AT72,B738,ELG,ALG,0,16,0,0,66,132,0,0
450,1304216236ALG,,2021-04-08 15:15:00,2021-04-08 15:15:00,,13:15,8:45 ,B738,B738,ALG,GHA,16,16,0,0,132,132,0,0
451,1304216527CZL,2021-04-08 15:15:00,2021-04-08 15:15:00,2021-04-08 15:15:00,2021-04-08 15:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
452,1404216478BMW,,2021-04-08 15:15:00,2021-04-08 15:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
453,0904216318ALG,2021-04-08 16:15:00,2021-04-08 16:15:00,2021-04-08 16:15:00,2021-04-08 16:15:00,12:15,10:30,B738,AT72,ALG,ELG,16,0,0,0,132,66,0,0
454,0904216334VVZ,2021-04-08 16:15:00,,,,9:55 ,9:55 ,B736,B738,TMR,TMR,16,16,0,0,86,86,0,0
455,0904216334ALG,2021-04-08 16:15:00,,,,7:00 ,7:00 ,B736,B738,VVZ,VVZ,16,16,0,0,86,86,0,0
456,0904216335TMR,2021-04-08 16:15:00,,,,12:00,12:00,B736,B738,VVZ,VVZ,16,16,0,0,86,86,0,0
457,0904216335VVZ,2021-04-08 16:15:00,,,,14:00,14:00,B736,B738,ALG,ALG,16,16,0,0,86,86,0,0
458,0904216464ALG,2021-04-08 16:15:00,,,,7:30 ,7:30 ,AT72,ATR6,AZR,AZR,0,0,0,0,66,66,0,0
459,0904216465AZR,2021-04-08 16:15:00,,,,11:15,11:15,AT72,ATR6,INZ,INZ,0,0,0,0,66,66,0,0
460,0904216465INZ,2021-04-08 16:15:00,,,,12:55,12:55,AT72,ATR6,ALG,ALG,0,0,0,0,66,66,0,0
461,1004214201CMN,2021-04-08 16:15:00,2021-04-08 16:15:00,2021-04-08 16:15:00,2021-04-08 16:15:00,11:50,17:00,B736,B737,ELU,ALG,16,0,0,16,86,96,0,0
462,1004216043BSK,,2021-04-08 16:15:00,2021-04-08 16:15:00,,14:05,11:40,B738,B738,CZL,ALG,16,16,0,0,132,132,0,0
463,1104216106ALG,,2021-04-08 16:15:00,2021-04-08 16:15:00,,9:50 ,18:45,B738,B738,BSK,ORN,16,16,0,0,132,132,0,0
464,1104216142ALG,,2021-04-08 16:15:00,2021-04-08 16:15:00,,9:30 ,9:00 ,B738,B738,ALG,AZR,16,16,0,0,132,132,0,0
465,1104216177AAE,2021-04-08 16:15:00,2021-04-08 16:15:00,,2021-04-08 16:15:00,14:10,16:15,B738,B736,ALG,ALG,16,16,0,0,132,86,0,0
466,1104216232DJG,,2021-04-08 16:15:00,2021-04-08 16:15:00,,8:45 ,13:15,B738,B738,GHA,ALG,16,16,0,0,132,132,0,0
467,1104216232ALG,2021-04-08 16:15:00,2021-04-08 16:15:00,,2021-04-08 16:15:00,10:00,8:00 ,AT72,B738,TMR,TMR,0,16,0,0,66,132,0,0
468,1304216051BJA,2021-04-08 16:15:00,2021-04-08 16:15:00,2021-04-08 16:15:00,2021-04-08 16:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
469,1304216201GHA,2021-04-08 16:15:00,2021-04-08 16:15:00,2021-04-08 16:15:00,2021-04-08 16:15:00,12:20,7:15 ,B738,AT72,TMR,ALG,16,0,0,0,132,66,0,0
470,1304216527CZL,2021-04-08 16:15:00,2021-04-08 16:15:00,2021-04-08 16:15:00,2021-04-08 16:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
471,1404216126ORN,2021-04-08 16:15:00,2021-04-08 16:15:00,2021-04-08 16:15:00,2021-04-08 16:15:00,9:05 ,6:20 ,B738,AT72,DJG,EBH,16,0,0,0,132,66,0,0
472,1504216401OGX,,2021-04-08 16:15:00,2021-04-08 16:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
473,1004211209CDG,,2021-04-08 17:15:00,2021-04-08 17:15:00,,9:00 ,9:30 ,B738,B738,AZR,ALG,16,16,0,0,132,132,0,0
474,1004216042ALG,,2021-04-08 17:15:00,2021-04-08 17:15:00,,18:45,9:50 ,B738,B738,ORN,BSK,16,16,0,0,132,132,0,0
475,1004216043BSK,2021-04-08 17:15:00,2021-04-08 17:15:00,,2021-04-08 17:15:00,11:35,11:40,AT72,B738,ALG,ALG,0,16,0,0,66,132,0,0
476,1004216292DJG,2021-04-08 17:15:00,2021-04-08 17:15:00,2021-04-08 17:15:00,2021-04-08 17:15:00,7:15 ,12:20,AT72,B738,ALG,TMR,0,16,0,0,66,132,0,0
477,1004216292ALG,2021-04-08 17:15:00,2021-04-08 17:15:00,2021-04-08 17:15:00,2021-04-08 17:15:00,6:20 ,9:05 ,AT72,B738,EBH,DJG,0,16,0,0,66,132,0,0
478,1004216292TMR,2021-04-08 17:15:00,2021-04-08 17:15:00,,2021-04-08 17:15:00,16:15,14:10,B736,B738,ALG,ALG,16,16,0,0,86,132,0,0
479,1104216194ALG,2021-04-08 17:15:00,2021-04-08 17:15:00,2021-04-08 17:15:00,2021-04-08 17:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
480,1104216232ALG,2021-04-08 17:15:00,2021-04-08 17:15:00,2021-04-08 17:15:00,2021-04-08 17:15:00,14:30,8:00 ,AT72,B738,ORN,TMR,0,16,0,0,66,132,0,0
481,1104216252ALG,2021-04-08 17:15:00,2021-04-08 17:15:00,2021-04-08 17:15:00,2021-04-08 17:15:00,17:00,11:50,B737,B736,ALG,ELU,0,16,16,0,96,86,0,0
482,1304215607BKO,2021-04-08 17:15:00,2021-04-08 17:15:00,2021-04-08 17:15:00,2021-04-08 17:15:00,10:30,12:15,AT72,B738,ELG,ALG,0,16,0,0,66,132,0,0
483,1304216236ALG,,2021-04-08 17:15:00,2021-04-08 17:15:00,,13:15,8:45 ,B738,B738,ALG,GHA,16,16,0,0,132,132,0,0
484,1304216527CZL,2021-04-08 17:15:00,2021-04-08 17:15:00,2021-04-08 17:15:00,2021-04-08 17:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
485,1404216478BMW,,2021-04-08 17:15:00,2021-04-08 17:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
486,0904216318ALG,2021-04-08 18:15:00,2021-04-08 18:15:00,2021-04-08 18:15:00,2021-04-08 18:15:00,12:15,10:30,B738,AT72,ALG,ELG,16,0,0,0,132,66,0,0
487,1004216043BSK,,2021-04-08 18:15:00,2021-04-08 18:15:00,,14:05,11:40,B738,B738,CZL,ALG,16,16,0,0,132,132,0,0
488,1104216106ALG,,2021-04-08 18:15:00,2021-04-08 18:15:00,,9:50 ,18:45,B738,B738,BSK,ORN,16,16,0,0,132,132,0,0
489,1104216142ALG,,2021-04-08 18:15:00,2021-04-08 18:15:00,,9:30 ,9:00 ,B738,B738,ALG,AZR,16,16,0,0,132,132,0,0
490,1104216177AAE,2021-04-08 18:15:00,2021-04-08 18:15:00,,2021-04-08 18:15:00,14:10,16:15,B738,B736,ALG,ALG,16,16,0,0,132,86,0,0
491,1104216232DJG,,2021-04-08 18:15:00,2021-04-08 18:15:00,,8:45 ,13:15,B738,B738,GHA,ALG,16,16,0,0,132,132,0,0
492,1104216232ALG,2021-04-08 18:15:00,2021-04-08 18:15:00,,2021-04-08 18:15:00,10:00,8:00 ,AT72,B738,TMR,TMR,0,16,0,0,66,132,0,0
493,1304216051BJA,2021-04-08 18:15:00,2021-04-08 18:15:00,2021-04-08 18:15:00,2021-04-08 18:15:00,14:05,11:35,B738,AT72,CZL,ALG,16,0,0,0,132,66,0,0
494,1304216201GHA,2021-04-08 18:15:00,2021-04-08 18:15:00,2021-04-08 18:15:00,2021-04-08 18:15:00,12:20,7:15 ,B738,AT72,TMR,ALG,16,0,0,0,132,66,0,0
495,1304216527CZL,2021-04-08 18:15:00,2021-04-08 18:15:00,2021-04-08 18:15:00,2021-04-08 18:15:00,10:00,18:10,AT72,B738,TMR,ALG,0,16,0,0,66,132,0,0
496,1404216126ORN,2021-04-08 18:15:00,2021-04-08 18:15:00,2021-04-08 18:15:00,2021-04-08 18:15:00,9:05 ,6:20 ,B738,AT72,DJG,EBH,16,0,0,0,132,66,0,0
497,1504216401OGX,,2021-04-08 18:15:00,2021-04-08 18:15:00,,10:00,14:30,AT72,AT72,TMR,ORN,0,0,0,0,66,66,0,0
498,1004211209CDG,,2021-04-08 19:15:00,2021-04-08 19:15:00,,9:00 ,9:30 ,B738,B738,AZR,ALG,16,16,0,0,132,132,0,0
499,1004216042ALG,,2021-04-08 19:15:00,2021-04-08 19:15:00,,18:45,9:50 ,B738,B738,ORN,BSK,16,16,0,0,132,132,0,0
500,1004216043BSK,2021-04-08 19:15:00,2021-04-08 19:15:00,,2021-04-08 19:15:00,11:35,11:40,AT72,B738,ALG,ALG,0,16,0,0,66,132,0,0
501,1004216292DJG,2021-04-08 19:15:00,2021-04-08 19:15:00,2021-04-08 19:15:00,2021-04-08 19:15:00,7:15 ,12:20,AT72,B738,ALG,TMR,0,16,0,0,66,132,0,0
502,1004216292ALG,2021-04-08 19:15:00,2021-04-08 19:15:00,2021-04-08 19:15:00,2021-04-08 19:15:00,6:20 ,9:05 ,AT72,B738,EBH,DJG,0,16,0,0,66,132,0,0
503,1004216292TMR,2021-04-08 19:15:00,2021-04-08 19:15:00,,2021-04-08 19:15:00,16:15,14:10,B736,B738,ALG,ALG,16,16,0,0,86,132,0,0
504,1104216194ALG,2021-04-08 19:15:00,2021-04-08 19:15:00,2021-04-08 19:15:00,2021-04-08 19:15:00,11:35,14:05,AT72,B738,ALG,CZL,0,16,0,0,66,132,0,0
505,1104216232ALG,2021-04-08 19:15:00,2021-04-08 19:15:00,2021-04-08 19:15:00,2021-04-08 19:15:00,14:30,8:00 ,AT72,B738,ORN,TMR,0,16,0,0,66,132,0,0
506,1304215607BKO,2021-04-08 19:15:00,2021-04-08 19:15:00,2021-04-08 19:15:00,2021-04-08 19:15:00,10:30,12:15,AT72,B738,ELG,ALG,0,16,0,0,66,132,0,0
507,1304216236ALG,,2021-04-08 19:15:00,2021-04-08 19:15:00,,13:15,8:45 ,B738,B738,ALG,GHA,16,16,0,0,132,132,0,0
508,1304216527CZL,2021-04-08 19:15:00,2021-04-08 19:15:00,2021-04-08 19:15:00,2021-04-08 19:15:00,14:30,18:10,AT72,B738,ORN,ALG,0,16,0,0,66,132,0,0
509,1404216478BMW,,2021-04-08 19:15:00,2021-04-08 19:15:00,,14:30,10:00,AT72,AT72,ORN,TMR,0,0,0,0,66,66,0,0
510,0904216318ALG,2021-04-08 20:15:00,2021-04-08 20:15:00,2021-04-08 20:15:00,2021-04-08 20:15:00,12:15,10:30,B738,AT72,ALG,ELG,16,0,0,0,132,66,0,0
511,1004211208ALG,2021-04-08 20:15:00,,,2021-04-08 20:15:00,6:00 ,6:00 ,B738,B737,CDG,CDG,16,0,0,16,132,96,0,0
512,1004211209CDG,2021-04-08 20:15:00,,,2021-04-08 20:15:00,9:30 ,9:30 ,B738,B737,ALG,ALG,16,0,0,16,132,96,0,0
513,1004216043BSK,,2021-04-08 20:15:00,2021-04-08 20:15:00,,14:05,11:40,B738,B738,CZL,ALG,16,16,0,0,132,132,0,0
514,1104216106ALG,,2021-04-08 20:15:00,2021-04-08 20:15:00,,9:50 ,18:45,B738,B738,BSK,ORN,16,16,0,0,132,132,0,0
515,1104216142ALG,,2021-04-08 20:15:00,2021-04-08 20:15:00,,9:30 ,9:00 ,B738,B738,ALG,AZR,16,16,0,0,132,132,0,0
516,1104216177AAE,2021-04-08 20:15:00,2021-04-08 20:15:00,,2021-04-08 20:15:00,14:10,16:15,B738,B736,ALG,ALG,16,16,0,0,132,86,0,0
517,1104216232DJG,,2021-04-08 20:15:00,2021-04-08 20:15:00,,8:45 ,13:15,B738,B738,GHA,ALG,16,16,0,0,132,132,0,0
518,1104216232ALG,2021-04-08 20:15:00,2021-04-08 20:15:00,,2021-04-08 20:15:00,10:00,8:00 ,AT72,B738,TMR,TMR,0,16,0,0,66,132,0,0
