STATUS,ssim_period,index_commercial,ST_SSIM,Airline,Flight_Number,Itinirary_Variation_Indicator,Leg_Sequence_Number,Service_Type,Start_period,End_period,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Departure_Station,PAX_STD_UTC,STD_UTC,STD_Variation_Sign,STD_Variation_UTC,Arrival_Station,STA_UTC,PAX_STA_UTC,STA_Variation_Sign,STA_Variation_UTC,Aircraft_Type,fly_next_number,Aircraft_Configuration,fly_date,arrival_date,vol_commercial_number,vol_commercial_airline,code_ssim,day_op,KEY_FLT
,02MAR2101MAR22,3, ,AH,6007,02,01,J,04MAR21,27MAY21, , , ,4, , , ,AAE,0650,0650,+,0100,ALG,0750,0750,+,0100,73H,       ,F16Y132             ,2021-05-13,2021-05-13,,,,4.0,1305216007AAE
,02MAR2101MAR22,3, ,AH,6026,01,01,J,02MAR21,31MAY21,1,2,3,4,5, ,7,ALG,1815,1815,+,0100,CZL,1905,1905,+,0100,73H,       ,F16Y132             ,2021-05-13,2021-05-13,,,,4.0,1305216026ALG
,02MAR2101MAR22,3, ,AH,6027,05,01,J,21MAR21,01JUN21,1,2,3,4,5,6,7,CZL,0720,0720,+,0100,ALG,0810,0810,+,0100,73H,       ,F16Y132             ,2021-05-13,2021-05-13,,,,4.0,1305216027CZL
,02MAR2101MAR22,3, ,AH,6040,02,01,J,04MAR21,27MAY21, , , ,4, , , ,ALG,0945,0945,+,0100,BSK,1035,1035,+,0100,736,       ,F16Y85              ,2021-05-13,2021-05-13,,,,4.0,1305216040ALG
,02MAR2101MAR22,3, ,AH,6041,02,01,J,04MAR21,27MAY21, , , ,4, , , ,BSK,1135,1135,+,0100,ALG,1225,1225,+,0100,736,       ,F16Y85              ,2021-05-13,2021-05-13,,,,4.0,1305216041BSK
,02MAR2101MAR22,3, ,AH,6052,01,01,J,04MAR21,27MAY21, , , ,4, , , ,ALG,1220,1220,+,0100,BJA,1305,1305,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216052ALG
,02MAR2101MAR22,3, ,AH,6053,01,01,J,04MAR21,27MAY21, , , ,4, , , ,BJA,1355,1355,+,0100,ALG,1440,1440,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216053BJA
,02MAR2101MAR22,3, ,AH,6056,06,01,J,25MAR21,27MAY21, , , ,4, , , ,ALG,0925,0925,+,0100,GJL,1015,1015,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216056ALG
,02MAR2101MAR22,3, ,AH,6057,06,01,J,25MAR21,27MAY21, , , ,4, , , ,GJL,1105,1105,+,0100,ALG,1155,1155,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216057GJL
,02MAR2101MAR22,3, ,AH,6070,07,01,J,01APR21,27MAY21, , , ,4, , , ,ALG,1145,1145,+,0100,LOO,1255,1255,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216070ALG
,02MAR2101MAR22,3, ,AH,6071,07,01,J,01APR21,27MAY21, , , ,4, , , ,LOO,1345,1345,+,0100,ALG,1450,1450,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216071LOO
,02MAR2101MAR22,3, ,AH,6106,02,01,J,04MAR21,31MAY21,1, , ,4, ,6, ,ALG,1830,1830,+,0100,ORN,1930,1930,+,0100,73H,       ,F16Y132             ,2021-05-13,2021-05-13,,,,4.0,1305216106ALG
,02MAR2101MAR22,3, ,AH,6107,03,01,J,04MAR21,27MAY21, , , ,4, , , ,ORN,0645,0645,+,0100,ALG,0745,0745,+,0100,73H,       ,F16Y132             ,2021-05-13,2021-05-13,,,,4.0,1305216107ORN
,02MAR2101MAR22,3, ,AH,6132,06,01,J,01APR21,27MAY21, , , ,4, , , ,ALG,1000,1000,+,0100,CBH,1215,1215,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216132ALG
,02MAR2101MAR22,3, ,AH,6133,06,01,J,01APR21,27MAY21, , , ,4, , , ,CBH,1305,1305,+,0100,ALG,1505,1505,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216133CBH
,02MAR2101MAR22,3, ,AH,6141,02,01,J,04MAR21,27MAY21, , , ,4, , , ,AZR,0700,0700,+,0100,ALG,0950,0950,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216141AZR
,02MAR2101MAR22,3, ,AH,6142,01,01,J,04MAR21,30MAY21, , , ,4, , ,7,ALG,0900,0900,+,0100,AZR,1050,1050,+,0100,73H,       ,F16Y132             ,2021-05-13,2021-05-13,,,,4.0,1305216142ALG
,02MAR2101MAR22,3, ,AH,6143,01,01,J,04MAR21,30MAY21, , , ,4, , ,7,AZR,1150,1150,+,0100,ALG,1340,1340,+,0100,73H,       ,F16Y132             ,2021-05-13,2021-05-13,,,,4.0,1305216143AZR
,02MAR2101MAR22,3, ,AH,6146,01,01,J,04MAR21,27MAY21, , , ,4, , , ,ALG,0905,0905,+,0100,TIN,1135,1135,+,0100,73H,       ,F16Y132             ,2021-05-13,2021-05-13,,,,4.0,1305216146ALG
,02MAR2101MAR22,3, ,AH,6147,01,01,J,04MAR21,27MAY21, , , ,4, , , ,TIN,1230,1230,+,0100,ALG,1445,1445,+,0100,73H,       ,F16Y132             ,2021-05-13,2021-05-13,,,,4.0,1305216147TIN
,02MAR2101MAR22,3, ,AH,6164,01,01,J,04MAR21,27MAY21, , , ,4, , , ,AAE,1045,1045,+,0100,ORN,1235,1235,+,0100,73H,       ,F16Y132             ,2021-05-13,2021-05-13,,,,4.0,1305216164AAE
,02MAR2101MAR22,3, ,AH,6165,01,01,J,04MAR21,27MAY21, , , ,4, , , ,ORN,1335,1335,+,0100,AAE,1530,1530,+,0100,73H,       ,F16Y132             ,2021-05-13,2021-05-13,,,,4.0,1305216165ORN
,02MAR2101MAR22,3, ,AH,6180,02,01,J,04MAR21,27MAY21, , , ,4, , , ,ALG,0645,0645,+,0100,ORN,0800,0800,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216180ALG
,02MAR2101MAR22,3, ,AH,6181,02,01,J,04MAR21,27MAY21, , , ,4, , , ,ORN,0850,0850,+,0100,ALG,1005,1005,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216181ORN
,02MAR2101MAR22,3, ,AH,6184,02,01,J,04MAR21,27MAY21, , , ,4, , , ,ALG,1530,1530,+,0100,ORN,1645,1645,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216184ALG
,02MAR2101MAR22,3, ,AH,6185,02,01,J,04MAR21,27MAY21, , , ,4, , , ,ORN,1735,1735,+,0100,ALG,1850,1850,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216185ORN
,02MAR2101MAR22,3, ,AH,6190,07,01,J,27MAR21,31MAY21,1, , ,4, ,6, ,ALG,0730,0730,+,0100,CZL,0840,0840,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216190ALG
,02MAR2101MAR22,3, ,AH,6191,07,01,J,27MAR21,31MAY21,1, , ,4, ,6, ,CZL,0930,0930,+,0100,ALG,1040,1040,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216191CZL
,02MAR2101MAR22,3, ,AH,6194,02,01,J,04MAR21,27MAY21, , , ,4, , , ,ALG,1400,1400,+,0100,CZL,1450,1450,+,0100,736,       ,F16Y85              ,2021-05-13,2021-05-13,,,,4.0,1305216194ALG
,02MAR2101MAR22,3, ,AH,6195,02,01,J,04MAR21,27MAY21, , , ,4, , , ,CZL,1550,1550,+,0100,ALG,1640,1640,+,0100,736,       ,F16Y85              ,2021-05-13,2021-05-13,,,,4.0,1305216195CZL
,02MAR2101MAR22,3, ,AH,6200,01,01,J,03MAR21,31MAY21,1, ,3,4,5,6,7,ALG,1730,1730,+,0100,GHA,1900,1900,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216200ALG
,02MAR2101MAR22,3, ,AH,6201,08,01,J,05APR21,01JUN21,1,2, ,4,5,6, ,GHA,0715,0715,+,0100,ALG,0845,0845,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216201GHA
,02MAR2101MAR22,3, ,AH,6216,11,01,J,25MAR21,27MAY21, , , ,4, , , ,ALG,1245,1245,+,0100,OGX,1425,1425,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216216ALG
,02MAR2101MAR22,3, ,AH,6217,11,01,J,25MAR21,27MAY21, , , ,4, , , ,OGX,1515,1515,+,0100,ALG,1655,1655,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216217OGX
,02MAR2101MAR22,3, ,AH,6222,05,01,J,01APR21,27MAY21, , , ,4, , , ,ALG,1620,1620,+,0100,HME,1800,1800,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216222ALG
,02MAR2101MAR22,3, ,AH,6223,10,01,J,03APR21,01JUN21,1,2, ,4, ,6, ,HME,0630,0630,+,0100,ALG,0810,0810,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216223HME
,02MAR2101MAR22,3, ,AH,6226,02,01,J,04MAR21,27MAY21, , , ,4, , , ,ALG,1040,1040,+,0100,HME,1155,1155,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216226ALG
,02MAR2101MAR22,3, ,AH,6227,02,01,J,04MAR21,27MAY21, , , ,4, , , ,HME,1245,1245,+,0100,ALG,1400,1400,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216227HME
,02MAR2101MAR22,3, ,AH,6230,01,01,J,04MAR21,27MAY21, , , ,4, , , ,ALG,1110,1110,+,0100,TMR,1330,1330,+,0100,73H,       ,F16Y132             ,2021-05-13,2021-05-13,,,,4.0,1305216230ALG
,02MAR2101MAR22,3, ,AH,6231,01,01,J,04MAR21,27MAY21, , , ,4, , , ,TMR,1425,1425,+,0100,ALG,1700,1700,+,0100,73H,       ,F16Y132             ,2021-05-13,2021-05-13,,,,4.0,1305216231TMR
,02MAR2101MAR22,3, ,AH,6234,02,01,J,11MAR21,27MAY21, , , ,4, , , ,ORN,0800,0800,+,0100,TMR,1030,1030,+,0100,73H,       ,F16Y132             ,2021-05-13,2021-05-13,,,,4.0,1305216234ORN
,02MAR2101MAR22,3, ,AH,6235,02,01,J,11MAR21,27MAY21, , , ,4, , , ,TMR,1130,1130,+,0100,ORN,1345,1345,+,0100,73H,       ,F16Y132             ,2021-05-13,2021-05-13,,,,4.0,1305216235TMR
,02MAR2101MAR22,3, ,AH,6252,03,01,J,04MAR21,27MAY21, , ,3,4, , , ,ALG,0710,0710,+,0100,ELU,0835,0835,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216252ALG
,02MAR2101MAR22,3, ,AH,6253,03,01,J,04MAR21,27MAY21, , , ,4, , , ,ELU,1510,1510,+,0100,ALG,1640,1640,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216253ELU
,02MAR2101MAR22,3, ,AH,6254,01,01,J,04MAR21,27MAY21, , , ,4, , , ,ORN,1220,1220,+,0100,ELU,1420,1420,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216254ORN
,02MAR2101MAR22,3, ,AH,6255,01,01,J,04MAR21,27MAY21, , , ,4, , , ,ELU,0925,0925,+,0100,ORN,1130,1130,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216255ELU
,02MAR2101MAR22,3, ,AH,6266,01,01,J,04MAR21,28MAY21, , , ,4,5, , ,ALG,0930,0930,+,0100,TGR,1055,1055,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216266ALG
,02MAR2101MAR22,3, ,AH,6267,01,01,J,04MAR21,28MAY21, , , ,4,5, , ,TGR,1145,1145,+,0100,ALG,1310,1310,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216267TGR
,02MAR2101MAR22,3, ,AH,6310,02,01,J,25MAR21,27MAY21, , , ,4, , , ,ALG,0700,0700,+,0100,OGX,0810,0810,+,0100,736,       ,F16Y85              ,2021-05-13,2021-05-13,,,,4.0,1305216310ALG
,02MAR2101MAR22,3, ,AH,6310,02,02,J,25MAR21,27MAY21, , , ,4, , , ,OGX,0910,0910,+,0100,DJG,1040,1040,+,0100,736,       ,F16Y85              ,2021-05-13,2021-05-13,,,,4.0,1305216310OGX
,02MAR2101MAR22,3, ,AH,6311,02,01,J,25MAR21,27MAY21, , , ,4, , , ,DJG,1140,1140,+,0100,ALG,1355,1355,+,0100,736,       ,F16Y85              ,2021-05-13,2021-05-13,,,,4.0,1305216311DJG
,02MAR2101MAR22,3, ,AH,6340,03,01,J,11MAR21,27MAY21, , , ,4, , , ,CZL,0700,0700,+,0100,TIN,0955,0955,+,0100,73H,       ,F16Y132             ,2021-05-13,2021-05-13,,,,4.0,1305216340CZL
,02MAR2101MAR22,3, ,AH,6341,03,01,J,11MAR21,27MAY21, , , ,4, , , ,TIN,1050,1050,+,0100,CZL,1315,1315,+,0100,73H,       ,F16Y132             ,2021-05-13,2021-05-13,,,,4.0,1305216341TIN
,02MAR2101MAR22,3, ,AH,6352,02,01,J,11MAR21,27MAY21, , , ,4, , , ,CZL,1415,1415,+,0100,TMR,1615,1615,+,0100,73H,       ,F16Y132             ,2021-05-13,2021-05-13,,,,4.0,1305216352CZL
,02MAR2101MAR22,3, ,AH,6353,02,01,J,11MAR21,27MAY21, , , ,4, , , ,TMR,1715,1715,+,0100,CZL,1915,1915,+,0100,73H,       ,F16Y132             ,2021-05-13,2021-05-13,,,,4.0,1305216353TMR
,02MAR2101MAR22,3, ,AH,6384,06,01,J,11MAR21,27MAY21, , , ,4, , , ,ORN,1445,1445,+,0100,AZR,1610,1610,+,0100,73H,       ,F16Y132             ,2021-05-13,2021-05-13,,,,4.0,1305216384ORN
,02MAR2101MAR22,3, ,AH,6385,06,01,J,11MAR21,27MAY21, , , ,4, , , ,AZR,1710,1710,+,0100,ORN,1840,1840,+,0100,73H,       ,F16Y132             ,2021-05-13,2021-05-13,,,,4.0,1305216385AZR
,02MAR2101MAR22,3, ,AH,6400,01,01,J,04MAR21,27MAY21, , , ,4, , , ,ORN,0700,0700,+,0100,OGX,0900,0900,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216400ORN
,02MAR2101MAR22,3, ,AH,6400,01,02,J,04MAR21,27MAY21, , , ,4, , , ,OGX,0950,0950,+,0100,IAM,1120,1120,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216400OGX
,02MAR2101MAR22,3, ,AH,6401,01,01,J,04MAR21,27MAY21, , , ,4, , , ,IAM,1210,1210,+,0100,OGX,1340,1340,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216401IAM
,02MAR2101MAR22,3, ,AH,6401,01,02,J,04MAR21,27MAY21, , , ,4, , , ,OGX,1430,1430,+,0100,ORN,1615,1615,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216401OGX
,02MAR2101MAR22,3, ,AH,6476,02,01,J,04MAR21,27MAY21, , , ,4, , , ,ALG,1000,1000,+,0100,EBH,1110,1110,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216476ALG
,02MAR2101MAR22,3, ,AH,6477,02,01,J,04MAR21,27MAY21, , , ,4, , , ,EBH,1200,1200,+,0100,ALG,1310,1310,+,0100,AT7,       ,Y66                 ,2021-05-13,2021-05-13,,,,4.0,1305216477EBH
,02MAR2101MAR22,3, ,AH,6486,01,01,J,04MAR21,27MAY21, , , ,4, , , ,ALG,0805,0805,+,0100,VVZ,1000,1000,+,0100,736,       ,F16Y86              ,2021-05-13,2021-05-13,,,,4.0,1305216486ALG
,02MAR2101MAR22,3, ,AH,6486,01,02,J,04MAR21,27MAY21, , , ,4, , , ,VVZ,1100,1100,+,0100,DJG,1145,1145,+,0100,736,       ,F16Y86              ,2021-05-13,2021-05-13,,,,4.0,1305216486VVZ
,02MAR2101MAR22,3, ,AH,6487,01,01,J,04MAR21,27MAY21, , , ,4, , , ,DJG,1245,1245,+,0100,ALG,1500,1500,+,0100,736,       ,F16Y86              ,2021-05-13,2021-05-13,,,,4.0,1305216487DJG
,02MAR2101MAR22,3, ,AH,3060,03,01,J,02MAY21,30DEC21, , , ,4, , ,7,ALG,1200,1200,+,0100,PEK,2310,2310,+,0800,332,       ,F18C14Y219          ,2021-06-13,2021-06-13,,,,7.0,1306213060ALG
,02MAR2101MAR22,3, ,AH,3061,02,01,J,03MAY21,31DEC21,1, , , ,5, , ,PEK,0050,0050,+,0800,ALG,1320,1320,+,0100,332,       ,F18C14Y219          ,2021-08-13,2021-08-13,,,,5.0,1308213061PEK
,02MAR2101MAR22,3, ,AH,3061,02,01,J,03MAY21,31DEC21,1, , , ,5, , ,PEK,0050,0050,+,0800,ALG,1320,1320,+,0100,332,       ,F18C14Y219          ,2021-09-13,2021-09-13,,,,1.0,1309213061PEK
,02MAR2101MAR22,3, ,AH,3061,02,01,J,03MAY21,31DEC21,1, , , ,5, , ,PEK,0050,0050,+,0800,ALG,1320,1320,+,0100,332,       ,F18C14Y219          ,2021-12-13,2021-12-13,,,,1.0,1312213061PEK
,02MAR2101MAR22,3, ,AH,6006,01,01,J,02MAR21,31MAY21,1,2, , ,5, ,7,ALG,1800,1800,+,0100,AAE,1900,1900,+,0100,73H,       ,F16Y132             ,2021-03-14,2021-03-14,,,,7.0,1403216006ALG
,02MAR2101MAR22,3, ,AH,6007,03,01,J,14MAR21,14MAR21, , , , , , ,7,AAE,0715,0715,+,0100,ALG,0815,0815,+,0100,73H,       ,F16Y132             ,2021-03-14,2021-03-14,,,,7.0,1403216007AAE
,02MAR2101MAR22,3, ,AH,6026,01,01,J,02MAR21,31MAY21,1,2,3,4,5, ,7,ALG,1815,1815,+,0100,CZL,1905,1905,+,0100,73H,       ,F16Y132             ,2021-03-14,2021-03-14,,,,7.0,1403216026ALG
,02MAR2101MAR22,3, ,AH,6027,04,01,J,14MAR21,14MAR21, , , , , , ,7,CZL,0720,0720,+,0100,ALG,0810,0810,+,0100,73H,       ,F16Y132             ,2021-03-14,2021-03-14,,,,7.0,1403216027CZL
,02MAR2101MAR22,3, ,AH,6032,03,01,J,07MAR21,30MAY21, , , , , , ,7,ALG,1215,1215,+,0100,TEE,1330,1330,+,0100,AT7,       ,Y66                 ,2021-03-14,2021-03-14,,,,7.0,1403216032ALG
,02MAR2101MAR22,3, ,AH,6033,03,01,J,07MAR21,30MAY21, , , , , , ,7,TEE,1420,1420,+,0100,ALG,1555,1555,+,0100,AT7,       ,Y66                 ,2021-03-14,2021-03-14,,,,7.0,1403216033TEE
,02MAR2101MAR22,3, ,AH,6038,03,01,J,14MAR21,28MAR21, , , , , , ,7,ALG,0730,0730,+,0100,BLJ,0845,0845,+,0100,AT7,       ,F16Y86              ,2021-03-14,2021-03-14,,,,7.0,1403216038ALG
,02MAR2101MAR22,3, ,AH,6039,03,01,J,14MAR21,28MAR21, , , , , , ,7,BLJ,0935,0935,+,0100,ALG,1050,1050,+,0100,AT7,       ,F16Y86              ,2021-03-14,2021-03-14,,,,7.0,1403216039BLJ
,02MAR2101MAR22,3, ,AH,6042,02,01,J,07MAR21,30MAY21, , , , , , ,7,ALG,1340,1340,+,0100,BSK,1430,1430,+,0100,736,       ,F16Y85              ,2021-03-14,2021-03-14,,,,7.0,1403216042ALG
,02MAR2101MAR22,3, ,AH,6043,02,01,J,07MAR21,30MAY21, , , , , , ,7,BSK,1530,1530,+,0100,ALG,1620,1620,+,0100,736,       ,F16Y85              ,2021-03-14,2021-03-14,,,,7.0,1403216043BSK
,02MAR2101MAR22,3, ,AH,6070,04,01,J,07MAR21,30MAY21, , , , , , ,7,ALG,1130,1130,+,0100,LOO,1240,1240,+,0100,AT7,       ,Y66                 ,2021-03-14,2021-03-14,,,,7.0,1403216070ALG
,02MAR2101MAR22,3, ,AH,6071,04,01,J,07MAR21,30MAY21, , , , , , ,7,LOO,1330,1330,+,0100,ALG,1435,1435,+,0100,AT7,       ,Y66                 ,2021-03-14,2021-03-14,,,,7.0,1403216071LOO
,02MAR2101MAR22,3, ,AH,6106,01,01,J,02MAR21,30MAY21, ,2,3, ,5, ,7,ALG,1845,1845,+,0100,ORN,1945,1945,+,0100,73H,       ,F16Y132             ,2021-03-14,2021-03-14,,,,7.0,1403216106ALG
,02MAR2101MAR22,3, ,AH,6107,05,01,J,14MAR21,14MAR21, , , , , , ,7,ORN,0630,0630,+,0100,ALG,0730,0730,+,0100,73H,       ,F16Y132             ,2021-03-14,2021-03-14,,,,7.0,1403216107ORN
,02MAR2101MAR22,3, ,AH,6124,02,01,J,07MAR21,14MAR21, , , , , , ,7,ALG,1150,1150,+,0100,TID,1240,1240,+,0100,AT7,       ,Y66                 ,2021-03-14,2021-03-14,,,,7.0,1403216124ALG
,02MAR2101MAR22,3, ,AH,6125,02,01,J,07MAR21,14MAR21, , , , , , ,7,TID,1330,1330,+,0100,ALG,1420,1420,+,0100,AT7,       ,Y66                 ,2021-03-14,2021-03-14,,,,7.0,1403216125TID
,02MAR2101MAR22,3, ,AH,6128,01,01,J,07MAR21,30MAY21, , , , , , ,7,ORN,0700,0700,+,0100,MZW,0820,0820,+,0100,AT7,       ,Y66                 ,2021-03-14,2021-03-14,,,,7.0,1403216128ORN
,02MAR2101MAR22,3, ,AH,6129,01,01,J,07MAR21,30MAY21, , , , , , ,7,MZW,0910,0910,+,0100,ORN,1035,1035,+,0100,AT7,       ,Y66                 ,2021-03-14,2021-03-14,,,,7.0,1403216129MZW
,02MAR2101MAR22,3, ,AH,6140,03,01,J,07MAR21,30MAY21, , , , , , ,7,ALG,0730,0730,+,0100,AZR,1020,1020,+,0100,AT7,       ,Y66                 ,2021-03-14,2021-03-14,,,,7.0,1403216140ALG
,02MAR2101MAR22,3, ,AH,6142,01,01,J,04MAR21,30MAY21, , , ,4, , ,7,ALG,0900,0900,+,0100,AZR,1050,1050,+,0100,73H,       ,F16Y132             ,2021-03-14,2021-03-14,,,,7.0,1403216142ALG
,02MAR2101MAR22,3, ,AH,6143,01,01,J,04MAR21,30MAY21, , , ,4, , ,7,AZR,1150,1150,+,0100,ALG,1340,1340,+,0100,73H,       ,F16Y132             ,2021-03-14,2021-03-14,,,,7.0,1403216143AZR
,02MAR2101MAR22,3, ,AH,6156,03,01,J,07MAR21,30MAY21, , , , , , ,7,ALG,1000,1000,+,0100,TMX,1130,1130,+,0100,73H,       ,F16Y132             ,2021-03-14,2021-03-14,,,,7.0,1403216156ALG
,02MAR2101MAR22,3, ,AH,6157,03,01,J,07MAR21,30MAY21, , , , , , ,7,TMX,1230,1230,+,0100,ALG,1400,1400,+,0100,73H,       ,F16Y132             ,2021-03-14,2021-03-14,,,,7.0,1403216157TMX
,02MAR2101MAR22,3, ,AH,6170,06,01,J,14MAR21,21MAR21, , , , , ,6,7,ALG,0715,0715,+,0100,AAE,0830,0830,+,0100,AT7,       ,Y66                 ,2021-03-14,2021-03-14,,,,7.0,1403216170ALG
,02MAR2101MAR22,3, ,AH,6171,05,01,J,07MAR21,14MAR21,1, , , , , ,7,AAE,0920,0920,+,0100,ALG,1040,1040,+,0100,AT7,       ,Y66                 ,2021-03-14,2021-03-14,,,,7.0,1403216171AAE
,02MAR2101MAR22,3, ,AH,6176,07,01,J,14MAR21,14MAR21, , , , , , ,7,ALG,1500,1500,+,0100,AAE,1615,1615,+,0100,AT7,       ,Y66                 ,2021-03-14,2021-03-14,,,,7.0,1403216176ALG
,02MAR2101MAR22,3, ,AH,6177,07,01,J,14MAR21,14MAR21, , , , , , ,7,AAE,1705,1705,+,0100,ALG,1825,1825,+,0100,AT7,       ,Y66                 ,2021-03-14,2021-03-14,,,,7.0,1403216177AAE
,02MAR2101MAR22,3, ,AH,6180,05,01,J,07MAR21,14MAR21, , , , , , ,7,ALG,0740,0740,+,0100,ORN,0855,0855,+,0100,AT7,       ,Y66                 ,2021-03-14,2021-03-14,,,,7.0,1403216180ALG
,02MAR2101MAR22,3, ,AH,6181,05,01,J,07MAR21,14MAR21, , , , , , ,7,ORN,0945,0945,+,0100,ALG,1100,1100,+,0100,AT7,       ,Y66                 ,2021-03-14,2021-03-14,,,,7.0,1403216181ORN
,02MAR2101MAR22,3, ,AH,6184,04,01,J,07MAR21,30MAY21, , , , , , ,7,ALG,1445,1445,+,0100,ORN,1545,1545,+,0100,736,       ,F16Y85              ,2021-03-14,2021-03-14,,,,7.0,1403216184ALG
,02MAR2101MAR22,3, ,AH,6185,03,01,J,07MAR21,30MAY21, , , , , , ,7,ORN,1645,1645,+,0100,ALG,1745,1745,+,0100,736,       ,F16Y85              ,2021-03-14,2021-03-14,,,,7.0,1403216185ORN
,02MAR2101MAR22,3, ,AH,6190,05,01,J,07MAR21,30MAY21, , , , , , ,7,ALG,0945,0945,+,0100,CZL,1035,1035,+,0100,736,       ,F16Y85              ,2021-03-14,2021-03-14,,,,7.0,1403216190ALG
,02MAR2101MAR22,3, ,AH,6191,05,01,J,07MAR21,30MAY21, , , , , , ,7,CZL,1125,1125,+,0100,ALG,1215,1215,+,0100,736,       ,F16Y85              ,2021-03-14,2021-03-14,,,,7.0,1403216191CZL
,02MAR2101MAR22,3, ,AH,6194,03,01,J,07MAR21,30MAY21, , , , , , ,7,ALG,1405,1405,+,0100,CZL,1455,1455,+,0100,736,       ,F16Y85              ,2021-03-14,2021-03-14,,,,7.0,1403216194ALG
,02MAR2101MAR22,3, ,AH,6195,03,01,J,07MAR21,30MAY21, , , , , , ,7,CZL,1555,1555,+,0100,ALG,1645,1645,+,0100,736,       ,F16Y85              ,2021-03-14,2021-03-14,,,,7.0,1403216195CZL
,02MAR2101MAR22,3, ,AH,6200,01,01,J,03MAR21,31MAY21,1, ,3,4,5,6,7,ALG,1730,1730,+,0100,GHA,1900,1900,+,0100,AT7,       ,Y66                 ,2021-03-14,2021-03-14,,,,7.0,1403216200ALG
,02MAR2101MAR22,3, ,AH,6201,04,01,J,14MAR21,14MAR21, , , , , , ,7,GHA,0715,0715,+,0100,ALG,0845,0845,+,0100,AT7,       ,Y66                 ,2021-03-14,2021-03-14,,,,7.0,1403216201GHA
,02MAR2101MAR22,3, ,AH,6216,06,01,J,07MAR21,30MAY21, , , , , , ,7,ALG,0715,0715,+,0100,OGX,0855,0855,+,0100,AT7,       ,Y66                 ,2021-03-14,2021-03-14,,,,7.0,1403216216ALG
,02MAR2101MAR22,3, ,AH,6217,06,01,J,07MAR21,30MAY21, , , , , , ,7,OGX,0945,0945,+,0100,ALG,1125,1125,+,0100,AT7,       ,Y66                 ,2021-03-14,2021-03-14,,,,7.0,1403216217OGX
,02MAR2101MAR22,3, ,AH,6222,04,01,J,12MAR21,31MAR21,1, ,3,4,5, ,7,ALG,1620,1620,+,0100,HME,1800,1800,+,0100,AT7,       ,Y66                 ,2021-03-14,2021-03-14,,,,7.0,1403216222ALG
,02MAR2101MAR22,3, ,AH,6223,04,01,J,07MAR21,14MAR21, , , , , , ,7,HME,0630,0630,+,0100,ALG,0810,0810,+,0100,AT7,       ,Y66                 ,2021-03-14,2021-03-14,,,,7.0,1403216223HME
