STATUS,ssim_period,index_commercial,ST_SSIM,Airline,Flight_Number,Itinirary_Variation_Indicator,Leg_Sequence_Number,Service_Type,Start_period,End_period,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Departure_Station,PAX_STD_UTC,STD_UTC,STD_Variation_Sign,STD_Variation_UTC,Arrival_Station,STA_UTC,PAX_STA_UTC,STA_Variation_Sign,STA_Variation_UTC,Aircraft_Type,fly_next_number,Aircraft_Configuration,fly_date,arrival_date,vol_commercial_number,vol_commercial_airline,code_ssim,day_op,KEY_FLT
,02MAR2101MAR22,3, ,AH,6217,04,01,J,05MAR21,28MAY21, , , , ,5, , ,OGX,1410,1410,+,0100,ALG,1550,1550,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216217OGX
,02MAR2101MAR22,3, ,AH,6222,06,01,J,02APR21,31MAY21,1, ,3, ,5, ,7,ALG,1620,1620,+,0100,HME,1800,1800,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216222ALG
,02MAR2101MAR22,3, ,AH,6223,09,01,J,02APR21,28MAY21, , , , ,5, , ,HME,0630,0630,+,0100,ALG,0810,0810,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216223HME
,02MAR2101MAR22,3, ,AH,6226,03,01,J,05MAR21,30MAY21, , , , ,5, ,7,ALG,1020,1020,+,0100,HME,1200,1200,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216226ALG
,02MAR2101MAR22,3, ,AH,6227,03,01,J,05MAR21,30MAY21, , , , ,5, ,7,HME,1250,1250,+,0100,ALG,1430,1430,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216227HME
,02MAR2101MAR22,3, ,AH,6232,01,03,J,05MAR21,28MAY21, , , , ,5, , ,DJG,1245,1245,+,0100,ALG,1500,1500,+,0100,73H,       ,F16Y86              ,2021-04-02,2021-04-02,,,,5.0,0204216232DJG
,02MAR2101MAR22,3, ,AH,6232,01,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,0730,0730,+,0100,TMR,0955,0955,+,0100,73H,       ,F16Y86              ,2021-04-02,2021-04-02,,,,5.0,0204216232ALG
,02MAR2101MAR22,3, ,AH,6232,01,02,J,05MAR21,28MAY21, , , , ,5, , ,TMR,1055,1055,+,0100,DJG,1145,1145,+,0100,73H,       ,F16Y86              ,2021-04-02,2021-04-02,,,,5.0,0204216232TMR
,02MAR2101MAR22,3, ,AH,6244,02,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,1205,1205,+,0100,IAM,1445,1445,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216244ALG
,02MAR2101MAR22,3, ,AH,6245,02,01,J,05MAR21,28MAY21, , , , ,5, , ,IAM,1535,1535,+,0100,ALG,1825,1825,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216245IAM
,02MAR2101MAR22,3, ,AH,6252,04,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,1300,1300,+,0100,ELU,1425,1425,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216252ALG
,02MAR2101MAR22,3, ,AH,6253,04,01,J,05MAR21,28MAY21, , , , ,5, , ,ELU,1515,1515,+,0100,ALG,1645,1645,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216253ELU
,02MAR2101MAR22,3, ,AH,6266,01,01,J,04MAR21,28MAY21, , , ,4,5, , ,ALG,0930,0930,+,0100,TGR,1055,1055,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216266ALG
,02MAR2101MAR22,3, ,AH,6267,01,01,J,04MAR21,28MAY21, , , ,4,5, , ,TGR,1145,1145,+,0100,ALG,1310,1310,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216267TGR
,02MAR2101MAR22,3, ,AH,6318,01,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,1030,1030,+,0100,ELG,1155,1155,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216318ALG
,02MAR2101MAR22,3, ,AH,6319,01,02,J,05MAR21,28MAY21, , , , ,5, , ,OGX,1500,1500,+,0100,ALG,1620,1620,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216319OGX
,02MAR2101MAR22,3, ,AH,6319,01,01,J,05MAR21,28MAY21, , , , ,5, , ,ELG,1245,1245,+,0100,OGX,1410,1410,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216319ELG
,02MAR2101MAR22,3, ,AH,6334,01,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,0700,0700,+,0100,VVZ,0855,0855,+,0100,736,       ,F16Y86              ,2021-04-02,2021-04-02,,,,5.0,0204216334ALG
,02MAR2101MAR22,3, ,AH,6334,01,02,J,05MAR21,28MAY21, , , , ,5, , ,VVZ,0955,0955,+,0100,TMR,1100,1100,+,0100,736,       ,F16Y86              ,2021-04-02,2021-04-02,,,,5.0,0204216334VVZ
,02MAR2101MAR22,3, ,AH,6335,01,02,J,05MAR21,28MAY21, , , , ,5, , ,VVZ,1400,1400,+,0100,ALG,1600,1600,+,0100,736,       ,F16Y86              ,2021-04-02,2021-04-02,,,,5.0,0204216335VVZ
,02MAR2101MAR22,3, ,AH,6335,01,01,J,05MAR21,28MAY21, , , , ,5, , ,TMR,1200,1200,+,0100,VVZ,1300,1300,+,0100,736,       ,F16Y86              ,2021-04-02,2021-04-02,,,,5.0,0204216335TMR
,02MAR2101MAR22,3, ,AH,6344,02,01,J,12MAR21,28MAY21, , , , ,5, , ,CZL,1225,1225,+,0100,HME,1340,1340,+,0100,73H,       ,F16Y132             ,2021-04-02,2021-04-02,,,,5.0,0204216344CZL
,02MAR2101MAR22,3, ,AH,6345,02,01,J,12MAR21,28MAY21, , , , ,5, , ,HME,1440,1440,+,0100,CZL,1550,1550,+,0100,73H,       ,F16Y132             ,2021-04-02,2021-04-02,,,,5.0,0204216345HME
,02MAR2101MAR22,3, ,AH,6378,02,01,J,05MAR21,28MAY21, , , , ,5, , ,ORN,0700,0700,+,0100,TMX,0925,0925,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216378ORN
,02MAR2101MAR22,3, ,AH,6379,02,01,J,05MAR21,28MAY21, , , , ,5, , ,TMX,1015,1015,+,0100,ORN,1240,1240,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216379TMX
,02MAR2101MAR22,3, ,AH,6382,02,01,J,05MAR21,28MAY21, , , , ,5, , ,HME,1625,1625,+,0100,ORN,1845,1845,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216382HME
,02MAR2101MAR22,3, ,AH,6383,02,01,J,05MAR21,28MAY21, , , , ,5, , ,ORN,1330,1330,+,0100,HME,1535,1535,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216383ORN
,02MAR2101MAR22,3, ,AH,6386,04,01,J,12MAR21,28MAY21, , , , ,5, , ,CZL,0700,0700,+,0100,AZR,0845,0845,+,0100,73H,       ,F16Y132             ,2021-04-02,2021-04-02,,,,5.0,0204216386CZL
,02MAR2101MAR22,3, ,AH,6387,04,01,J,12MAR21,28MAY21, , , , ,5, , ,AZR,0945,0945,+,0100,CZL,1125,1125,+,0100,73H,       ,F16Y132             ,2021-04-02,2021-04-02,,,,5.0,0204216387AZR
,02MAR2101MAR22,3, ,AH,6392,03,01,J,12MAR21,28MAY21, , , , ,5, , ,ORN,0800,0800,+,0100,TIN,1000,1000,+,0100,73H,       ,F16Y132             ,2021-04-02,2021-04-02,,,,5.0,0204216392ORN
,02MAR2101MAR22,3, ,AH,6393,03,01,J,12MAR21,28MAY21, , , , ,5, , ,TIN,1100,1100,+,0100,ORN,1320,1320,+,0100,73H,       ,F16Y132             ,2021-04-02,2021-04-02,,,,5.0,0204216393TIN
,02MAR2101MAR22,3, ,AH,6454,02,01,J,05MAR21,28MAY21, , , , ,5, , ,AZR,1210,1210,+,0100,BMW,1420,1420,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216454AZR
,02MAR2101MAR22,3, ,AH,6455,02,01,J,05MAR21,28MAY21, , , , ,5, , ,BMW,1510,1510,+,0100,AZR,1715,1715,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216455BMW
,02MAR2101MAR22,3, ,AH,6464,01,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,0730,0730,+,0100,AZR,1020,1020,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216464ALG
,02MAR2101MAR22,3, ,AH,6465,01,02,J,05MAR21,28MAY21, , , , ,5, , ,INZ,1255,1255,+,0100,ALG,1545,1545,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216465INZ
,02MAR2101MAR22,3, ,AH,6465,01,01,J,05MAR21,28MAY21, , , , ,5, , ,AZR,1115,1115,+,0100,INZ,1205,1205,+,0100,AT7,       ,Y66                 ,2021-04-02,2021-04-02,,,,5.0,0204216465AZR
,02MAR2101MAR22,3, ,AH,3060,03,01,J,02MAY21,30DEC21, , , ,4, , ,7,ALG,1200,1200,+,0100,PEK,2310,2310,+,0800,332,       ,F18C14Y219          ,2021-05-02,2021-05-02,,,,7.0,0205213060ALG
,02MAR2101MAR22,3, ,AH,6006,01,01,J,02MAR21,31MAY21,1,2, , ,5, ,7,ALG,1800,1800,+,0100,AAE,1900,1900,+,0100,73H,       ,F16Y132             ,2021-05-02,2021-05-02,,,,7.0,0205216006ALG
,02MAR2101MAR22,3, ,AH,6007,04,01,J,15MAR21,01JUN21,1,2,3, ,5,6,7,AAE,0715,0715,+,0100,ALG,0815,0815,+,0100,73H,       ,F16Y132             ,2021-05-02,2021-05-02,,,,7.0,0205216007AAE
,02MAR2101MAR22,3, ,AH,6026,01,01,J,02MAR21,31MAY21,1,2,3,4,5, ,7,ALG,1815,1815,+,0100,CZL,1905,1905,+,0100,73H,       ,F16Y132             ,2021-05-02,2021-05-02,,,,7.0,0205216026ALG
,02MAR2101MAR22,3, ,AH,6027,05,01,J,21MAR21,01JUN21,1,2,3,4,5,6,7,CZL,0720,0720,+,0100,ALG,0810,0810,+,0100,73H,       ,F16Y132             ,2021-05-02,2021-05-02,,,,7.0,0205216027CZL
,02MAR2101MAR22,3, ,AH,6032,03,01,J,07MAR21,30MAY21, , , , , , ,7,ALG,1215,1215,+,0100,TEE,1330,1330,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216032ALG
,02MAR2101MAR22,3, ,AH,6033,03,01,J,07MAR21,30MAY21, , , , , , ,7,TEE,1420,1420,+,0100,ALG,1555,1555,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216033TEE
,02MAR2101MAR22,3, ,AH,6038,04,01,J,04APR21,30MAY21, , , , , , ,7,ALG,0730,0730,+,0100,BLJ,0845,0845,+,0100,AT7,       ,F16Y86              ,2021-05-02,2021-05-02,,,,7.0,0205216038ALG
,02MAR2101MAR22,3, ,AH,6039,04,01,J,04APR21,30MAY21, , , , , , ,7,BLJ,0935,0935,+,0100,ALG,1050,1050,+,0100,AT7,       ,F16Y86              ,2021-05-02,2021-05-02,,,,7.0,0205216039BLJ
,02MAR2101MAR22,3, ,AH,6042,02,01,J,07MAR21,30MAY21, , , , , , ,7,ALG,1340,1340,+,0100,BSK,1430,1430,+,0100,736,       ,F16Y85              ,2021-05-02,2021-05-02,,,,7.0,0205216042ALG
,02MAR2101MAR22,3, ,AH,6043,02,01,J,07MAR21,30MAY21, , , , , , ,7,BSK,1530,1530,+,0100,ALG,1620,1620,+,0100,736,       ,F16Y85              ,2021-05-02,2021-05-02,,,,7.0,0205216043BSK
,02MAR2101MAR22,3, ,AH,6070,04,01,J,07MAR21,30MAY21, , , , , , ,7,ALG,1130,1130,+,0100,LOO,1240,1240,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216070ALG
,02MAR2101MAR22,3, ,AH,6071,04,01,J,07MAR21,30MAY21, , , , , , ,7,LOO,1330,1330,+,0100,ALG,1435,1435,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216071LOO
,02MAR2101MAR22,3, ,AH,6106,01,01,J,02MAR21,30MAY21, ,2,3, ,5, ,7,ALG,1845,1845,+,0100,ORN,1945,1945,+,0100,73H,       ,F16Y132             ,2021-05-02,2021-05-02,,,,7.0,0205216106ALG
,02MAR2101MAR22,3, ,AH,6107,06,01,J,19MAR21,30MAY21, , , , ,5, ,7,ORN,0630,0630,+,0100,ALG,0730,0730,+,0100,73H,       ,F16Y132             ,2021-05-02,2021-05-02,,,,7.0,0205216107ORN
,02MAR2101MAR22,3, ,AH,6124,07,01,J,28MAR21,30MAY21, , , , , , ,7,ALG,1150,1150,+,0100,TID,1240,1240,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216124ALG
,02MAR2101MAR22,3, ,AH,6125,07,01,J,28MAR21,30MAY21, , , , , , ,7,TID,1330,1330,+,0100,ALG,1420,1420,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216125TID
,02MAR2101MAR22,3, ,AH,6128,01,01,J,07MAR21,30MAY21, , , , , , ,7,ORN,0700,0700,+,0100,MZW,0820,0820,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216128ORN
,02MAR2101MAR22,3, ,AH,6129,01,01,J,07MAR21,30MAY21, , , , , , ,7,MZW,0910,0910,+,0100,ORN,1035,1035,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216129MZW
,02MAR2101MAR22,3, ,AH,6140,03,01,J,07MAR21,30MAY21, , , , , , ,7,ALG,0730,0730,+,0100,AZR,1020,1020,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216140ALG
,02MAR2101MAR22,3, ,AH,6142,01,01,J,04MAR21,30MAY21, , , ,4, , ,7,ALG,0900,0900,+,0100,AZR,1050,1050,+,0100,73H,       ,F16Y132             ,2021-05-02,2021-05-02,,,,7.0,0205216142ALG
,02MAR2101MAR22,3, ,AH,6143,01,01,J,04MAR21,30MAY21, , , ,4, , ,7,AZR,1150,1150,+,0100,ALG,1340,1340,+,0100,73H,       ,F16Y132             ,2021-05-02,2021-05-02,,,,7.0,0205216143AZR
,02MAR2101MAR22,3, ,AH,6156,03,01,J,07MAR21,30MAY21, , , , , , ,7,ALG,1000,1000,+,0100,TMX,1130,1130,+,0100,73H,       ,F16Y132             ,2021-05-02,2021-05-02,,,,7.0,0205216156ALG
,02MAR2101MAR22,3, ,AH,6157,03,01,J,07MAR21,30MAY21, , , , , , ,7,TMX,1230,1230,+,0100,ALG,1400,1400,+,0100,73H,       ,F16Y132             ,2021-05-02,2021-05-02,,,,7.0,0205216157TMX
,02MAR2101MAR22,3, ,AH,6170,12,01,J,04APR21,31MAY21,1, , , , , ,7,ALG,0715,0715,+,0100,AAE,0830,0830,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216170ALG
,02MAR2101MAR22,3, ,AH,6171,10,01,J,21MAR21,31MAY21,1, , , , , ,7,AAE,0920,0920,+,0100,ALG,1040,1040,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216171AAE
,02MAR2101MAR22,3, ,AH,6176,08,01,J,20MAR21,30MAY21, , , , , ,6,7,ALG,1500,1500,+,0100,AAE,1615,1615,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216176ALG
,02MAR2101MAR22,3, ,AH,6177,08,01,J,20MAR21,30MAY21, , , , , ,6,7,AAE,1705,1705,+,0100,ALG,1825,1825,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216177AAE
,02MAR2101MAR22,3, ,AH,6180,09,01,J,28MAR21,30MAY21, , , , , , ,7,ALG,0740,0740,+,0100,ORN,0855,0855,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216180ALG
,02MAR2101MAR22,3, ,AH,6181,09,01,J,28MAR21,30MAY21, , , , , , ,7,ORN,0945,0945,+,0100,ALG,1100,1100,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216181ORN
,02MAR2101MAR22,3, ,AH,6184,04,01,J,07MAR21,30MAY21, , , , , , ,7,ALG,1445,1445,+,0100,ORN,1545,1545,+,0100,736,       ,F16Y85              ,2021-05-02,2021-05-02,,,,7.0,0205216184ALG
,02MAR2101MAR22,3, ,AH,6185,03,01,J,07MAR21,30MAY21, , , , , , ,7,ORN,1645,1645,+,0100,ALG,1745,1745,+,0100,736,       ,F16Y85              ,2021-05-02,2021-05-02,,,,7.0,0205216185ORN
,02MAR2101MAR22,3, ,AH,6190,05,01,J,07MAR21,30MAY21, , , , , , ,7,ALG,0945,0945,+,0100,CZL,1035,1035,+,0100,736,       ,F16Y85              ,2021-05-02,2021-05-02,,,,7.0,0205216190ALG
,02MAR2101MAR22,3, ,AH,6191,05,01,J,07MAR21,30MAY21, , , , , , ,7,CZL,1125,1125,+,0100,ALG,1215,1215,+,0100,736,       ,F16Y85              ,2021-05-02,2021-05-02,,,,7.0,0205216191CZL
,02MAR2101MAR22,3, ,AH,6194,03,01,J,07MAR21,30MAY21, , , , , , ,7,ALG,1405,1405,+,0100,CZL,1455,1455,+,0100,736,       ,F16Y85              ,2021-05-02,2021-05-02,,,,7.0,0205216194ALG
,02MAR2101MAR22,3, ,AH,6195,03,01,J,07MAR21,30MAY21, , , , , , ,7,CZL,1555,1555,+,0100,ALG,1645,1645,+,0100,736,       ,F16Y85              ,2021-05-02,2021-05-02,,,,7.0,0205216195CZL
,02MAR2101MAR22,3, ,AH,6200,01,01,J,03MAR21,31MAY21,1, ,3,4,5,6,7,ALG,1730,1730,+,0100,GHA,1900,1900,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216200ALG
,02MAR2101MAR22,3, ,AH,6201,07,01,J,04APR21,30MAY21, , , , , , ,7,GHA,0735,0735,+,0100,ALG,0905,0905,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216201GHA
,02MAR2101MAR22,3, ,AH,6216,06,01,J,07MAR21,30MAY21, , , , , , ,7,ALG,0715,0715,+,0100,OGX,0855,0855,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216216ALG
,02MAR2101MAR22,3, ,AH,6217,06,01,J,07MAR21,30MAY21, , , , , , ,7,OGX,0945,0945,+,0100,ALG,1125,1125,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216217OGX
,02MAR2101MAR22,3, ,AH,6222,06,01,J,02APR21,31MAY21,1, ,3, ,5, ,7,ALG,1620,1620,+,0100,HME,1800,1800,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216222ALG
,02MAR2101MAR22,3, ,AH,6223,11,01,J,04APR21,30MAY21, , , , , , ,7,HME,0630,0630,+,0100,ALG,0810,0810,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216223HME
,02MAR2101MAR22,3, ,AH,6226,03,01,J,05MAR21,30MAY21, , , , ,5, ,7,ALG,1020,1020,+,0100,HME,1200,1200,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216226ALG
,02MAR2101MAR22,3, ,AH,6227,03,01,J,05MAR21,30MAY21, , , , ,5, ,7,HME,1250,1250,+,0100,ALG,1430,1430,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216227HME
,02MAR2101MAR22,3, ,AH,6232,02,03,J,07MAR21,30MAY21, , , , , , ,7,DJG,1315,1315,+,0100,ALG,1530,1530,+,0100,73H,       ,F16Y132             ,2021-05-02,2021-05-02,,,,7.0,0205216232DJG
,02MAR2101MAR22,3, ,AH,6232,02,01,J,07MAR21,30MAY21, , , , , , ,7,ALG,0800,0800,+,0100,TMR,1025,1025,+,0100,73H,       ,F16Y132             ,2021-05-02,2021-05-02,,,,7.0,0205216232ALG
,02MAR2101MAR22,3, ,AH,6232,02,02,J,07MAR21,30MAY21, , , , , , ,7,TMR,1125,1125,+,0100,DJG,1215,1215,+,0100,73H,       ,F16Y132             ,2021-05-02,2021-05-02,,,,7.0,0205216232TMR
,02MAR2101MAR22,3, ,AH,6252,11,01,J,04APR21,30MAY21, , , , , , ,7,ALG,1150,1150,+,0100,ELU,1315,1315,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216252ALG
,02MAR2101MAR22,3, ,AH,6253,12,01,J,04APR21,30MAY21, , , , , , ,7,ELU,1405,1405,+,0100,ALG,1535,1535,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216253ELU
,02MAR2101MAR22,3, ,AH,6266,05,01,J,21MAR21,30MAY21, , , , , , ,7,ALG,1020,1020,+,0100,TGR,1150,1150,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216266ALG
,02MAR2101MAR22,3, ,AH,6267,05,01,J,21MAR21,30MAY21, , , , , , ,7,TGR,1240,1240,+,0100,ALG,1400,1400,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216267TGR
,02MAR2101MAR22,3, ,AH,6384,03,01,J,07MAR21,30MAY21, , , , , , ,7,ORN,1120,1120,+,0100,AZR,1345,1345,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216384ORN
,02MAR2101MAR22,3, ,AH,6385,03,01,J,07MAR21,30MAY21, , , , , , ,7,AZR,1435,1435,+,0100,ORN,1700,1700,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216385AZR
,02MAR2101MAR22,3, ,AH,6392,02,01,J,07MAR21,30MAY21, , , , , , ,7,ORN,1005,1005,+,0100,TIN,1205,1205,+,0100,73H,       ,F16Y132             ,2021-05-02,2021-05-02,,,,7.0,0205216392ORN
,02MAR2101MAR22,3, ,AH,6393,02,01,J,07MAR21,30MAY21, , , , , , ,7,TIN,1305,1305,+,0100,ORN,1515,1515,+,0100,73H,       ,F16Y132             ,2021-05-02,2021-05-02,,,,7.0,0205216393TIN
,02MAR2101MAR22,3, ,AH,6454,03,01,J,07MAR21,30MAY21, , , , , , ,7,AZR,1110,1110,+,0100,BMW,1320,1320,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216454AZR
,02MAR2101MAR22,3, ,AH,6455,03,01,J,07MAR21,30MAY21, , , , , , ,7,BMW,1410,1410,+,0100,AZR,1615,1615,+,0100,AT7,       ,Y66                 ,2021-05-02,2021-05-02,,,,7.0,0205216455BMW
,02MAR2101MAR22,3, ,AH,3061,02,01,J,03MAY21,31DEC21,1, , , ,5, , ,PEK,0050,0050,+,0800,ALG,1320,1320,+,0100,332,       ,F18C14Y219          ,2021-07-02,2021-07-02,,,,5.0,0207213061PEK
,02MAR2101MAR22,3, ,AH,3061,02,01,J,03MAY21,31DEC21,1, , , ,5, , ,PEK,0050,0050,+,0800,ALG,1320,1320,+,0100,332,       ,F18C14Y219          ,2021-08-02,2021-08-02,,,,1.0,0208213061PEK
,02MAR2101MAR22,3, ,AH,3060,03,01,J,02MAY21,30DEC21, , , ,4, , ,7,ALG,1200,1200,+,0100,PEK,2310,2310,+,0800,332,       ,F18C14Y219          ,2021-09-02,2021-09-02,,,,4.0,0209213060ALG
,02MAR2101MAR22,3, ,AH,3060,03,01,J,02MAY21,30DEC21, , , ,4, , ,7,ALG,1200,1200,+,0100,PEK,2310,2310,+,0800,332,       ,F18C14Y219          ,2021-12-02,2021-12-02,,,,4.0,0212213060ALG
,02MAR2101MAR22,3, ,AH,3060,01,01,J,03MAR21,28APR21, , ,3, , , , ,ALG,1000,1000,+,0100,CTU,2155,2155,+,0800,332,       ,F18C14Y219          ,2021-03-03,2021-03-03,,,,3.0,0303213060ALG
,02MAR2101MAR22,3, ,AH,6006,02,01,J,03MAR21,26MAY21, , ,3, , , , ,ALG,1815,1815,+,0100,AAE,1915,1915,+,0100,73H,       ,F16Y132             ,2021-03-03,2021-03-03,,,,3.0,0303216006ALG
,02MAR2101MAR22,3, ,AH,6007,01,01,J,02MAR21,13MAR21,1,2,3, ,5,6,7,AAE,0715,0715,+,0100,ALG,0815,0815,+,0100,73H,       ,F16Y132             ,2021-03-03,2021-03-03,,,,3.0,0303216007AAE
,02MAR2101MAR22,3, ,AH,6026,01,01,J,02MAR21,31MAY21,1,2,3,4,5, ,7,ALG,1815,1815,+,0100,CZL,1905,1905,+,0100,73H,       ,F16Y132             ,2021-03-03,2021-03-03,,,,3.0,0303216026ALG
,02MAR2101MAR22,3, ,AH,6027,01,01,J,02MAR21,11MAR21,1,2,3,4, ,6,7,CZL,0720,0720,+,0100,ALG,0810,0810,+,0100,73H,       ,F16Y132             ,2021-03-03,2021-03-03,,,,3.0,0303216027CZL
,02MAR2101MAR22,3, ,AH,6032,01,01,J,03MAR21,03MAR21, , ,3, , , , ,ALG,1145,1145,+,0100,TEE,1300,1300,+,0100,AT7,       ,Y66                 ,2021-03-03,2021-03-03,,,,3.0,0303216032ALG
,02MAR2101MAR22,3, ,AH,6033,01,01,J,03MAR21,03MAR21, , ,3, , , , ,TEE,1350,1350,+,0100,ALG,1525,1525,+,0100,AT7,       ,Y66                 ,2021-03-03,2021-03-03,,,,3.0,0303216033TEE
,02MAR2101MAR22,3, ,AH,6040,01,01,J,03MAR21,26MAY21, , ,3, , , , ,ALG,1000,1000,+,0100,BSK,1050,1050,+,0100,736,       ,F16Y85              ,2021-03-03,2021-03-03,,,,3.0,0303216040ALG
,02MAR2101MAR22,3, ,AH,6041,01,01,J,03MAR21,26MAY21, , ,3, , , , ,BSK,1150,1150,+,0100,ALG,1240,1240,+,0100,736,       ,F16Y85              ,2021-03-03,2021-03-03,,,,3.0,0303216041BSK
,02MAR2101MAR22,3, ,AH,6058,01,01,J,03MAR21,26MAY21, , ,3, , , , ,ALG,0950,0950,+,0100,GJL,1040,1040,+,0100,736,       ,F16Y85              ,2021-03-03,2021-03-03,,,,3.0,0303216058ALG
,02MAR2101MAR22,3, ,AH,6059,01,01,J,03MAR21,26MAY21, , ,3, , , , ,GJL,1140,1140,+,0100,ALG,1230,1230,+,0100,736,       ,F16Y85              ,2021-03-03,2021-03-03,,,,3.0,0303216059GJL
,02MAR2101MAR22,3, ,AH,6100,01,01,J,03MAR21,26MAY21, , ,3, , , , ,ALG,0700,0700,+,0100,ORN,0815,0815,+,0100,AT7,       ,Y66                 ,2021-03-03,2021-03-03,,,,3.0,0303216100ALG
,02MAR2101MAR22,3, ,AH,6103,01,01,J,03MAR21,26MAY21, , ,3, , , , ,ORN,1600,1600,+,0100,ALG,1715,1715,+,0100,AT7,       ,Y66                 ,2021-03-03,2021-03-03,,,,3.0,0303216103ORN
,02MAR2101MAR22,3, ,AH,6106,01,01,J,02MAR21,30MAY21, ,2,3, ,5, ,7,ALG,1845,1845,+,0100,ORN,1945,1945,+,0100,73H,       ,F16Y132             ,2021-03-03,2021-03-03,,,,3.0,0303216106ALG
